mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
103	103	0	0	9/8	4	1		#viio65/iv		d	i		#viio65/iv		#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
104	104	0	0	9/8	4	1		iv6		d	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
105	105	0	0	9/8	4	1		viio7/V		d	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
105	105	3/4	3/4	9/8	4	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
106	106	0	0	9/8	4	1		i\\		d	i		i		i						\\	m	1	1	0, -3, 1		0	0
107	107	0	0	9/8	4	1		V7(6)		d	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
107	107	1/4	1/4	9/8	4	1		V7		d	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
107	107	3/8	3/8	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
108	108	0	0	9/8	4	1		V7(6)		d	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
108	108	1/4	1/4	9/8	4	1		V7		d	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
108	108	3/8	3/8	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
109	109	0	0	9/8	4	1		V7(+9)		d	i		V7(+9)		V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
110	110	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
110	110	3/8	3/8	9/8	4	1		i\\		d	i		i		i						\\	m	1	1	0, -3, 1		0	0
