mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	4	1		G.I	G	I		I		I							M	0	0	0, 4, 1		0	0
3	3	0	0	2/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	0	0	2/4	4	1		V7\\	G	I		V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
5	5	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
5	5	1/8	1/8	2/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
5	5	1/4	1/4	2/4	4	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
5	5	3/8	3/8	2/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	0	0	2/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
6	6	1/8	1/8	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
7	7	1/8	1/8	2/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
7	7	1/4	1/4	2/4	4	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
7	7	3/8	3/8	2/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	0	0	2/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
9	9	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
10	10	0	0	2/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
11	11	0	0	2/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	11	1/4	1/4	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
12	12	0	0	2/4	4	1		V\\	G	I		V		V						\\	M	0	0	1, 5, 2		1	1
13	13	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
14	14	0	0	2/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	15	0	0	2/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	1/4	1/4	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
16	16	0	0	2/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
17	17	0	0	2/4	4	1		IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
17	17	1/4	1/4	2/4	4	1		iv6	G	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
18	18	0	0	2/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	3/8	3/8	2/4	4	1		V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
19	19	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
19	19	7/32	7/32	2/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
19	19	1/4	1/4	2/4	4	1		ii65	G	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
19	19	15/32	15/32	2/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	0	0	2/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
21	21	0	0	2/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
22	22	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
23	23	0	0	2/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
23	23	1/4	1/4	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
24	24	0	0	2/4	4	1		V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
25	25	0	0	2/4	4	1		V/vi	G	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
26	26	0	0	2/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
