mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	4	1		e.i	e	i		i		i							m	1	1	0, -3, 1		0	0
1	1	3/8	3/8	6/8	4	1		V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	3	0	0	6/8	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
4	4	0	0	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	3/8	3/8	6/8	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
6	6	0	0	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
7	7	0	0	6/8	4	1		V7/bII	e	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
7	7	3/8	3/8	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
9	9	0	0	6/8	4	1		viio7	e	i		viio7		vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
10	10	0	0	6/8	4	1		V65(2)	e	i		V65(2)		V		65	2				Mm7	1	1	5, 2, -1, -4		1	5
10	10	3/8	3/8	6/8	4	1		V65	e	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	11	0	0	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	12	0	0	6/8	4	1		V7(2)	e	i		V7(2)		V		7	2				Mm7	1	1	-4, 5, 2, -1		1	-4
12	12	3/8	3/8	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	13	0	0	6/8	4	1		V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
13	13	3/8	3/8	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	0	0	6/8	4	1		V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
14	14	3/8	3/8	6/8	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
14	14	1/2	1/2	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	15	0	0	6/8	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
15	15	3/8	3/8	6/8	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
15	15	1/2	1/2	6/8	4	1		V6/iv	e	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
15	15	5/8	5/8	6/8	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
16	16	0	0	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
16	16	3/8	3/8	6/8	4	1		vii	e	i		vii		vii							m	1	1	-2, -5, -1		-2	-2
17	17	0	0	6/8	4	1		III	e	i		III		III							M	1	1	-3, 1, -2		-3	-3
17	17	9/16	9/16	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
18	18	1/8	1/8	6/8	4	1		viio7/V	e	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
18	18	3/8	3/8	6/8	4	1		V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
19	19	0	0	6/8	4	1		#viio2	e	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
19	19	3/8	3/8	6/8	4	1		V6\\	e	i		V6		V		6				\\	M	1	1	5, 2, 1		1	5
21	21	0	0	6/8	4	1		i[i6	e	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
21	21	3/8	3/8	6/8	4	1		#viio64	e	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
22	22	0	0	6/8	4	1		i6	e	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
22	22	3/8	3/8	6/8	4	1		#viio64	e	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
23	23	0	0	6/8	4	1		i6]	e	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
23	23	3/8	3/8	6/8	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
23	23	1/2	1/2	6/8	4	1		V6/iv	e	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
23	23	5/8	5/8	6/8	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
24	24	0	0	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
24	24	3/8	3/8	6/8	4	1		vii	e	i		vii		vii							m	1	1	-2, -5, -1		-2	-2
25	25	3/16	3/16	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
25	25	5/8	5/8	6/8	4	1		vi.iv6	e	vi		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
26	26	0	0	6/8	4	1		V7	e	vi		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	0	0	6/8	4	1		i	e	vi		i		i							m	1	1	0, -3, 1		0	0
28	28	0	0	6/8	4	1		iii.V65	e	iii		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
29	29	0	0	6/8	4	1		i	e	iii		i		i							m	1	1	0, -3, 1		0	0
30	30	0	0	6/8	4	1		VI	e	iii		VI		VI							M	1	1	-4, 0, -3		-4	-4
30	30	5/8	5/8	6/8	4	1		Ger6	e	iii		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
31	31	0	0	6/8	4	1		V[V	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
31	31	3/16	3/16	6/8	4	1		iv6	e	iii	V	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
31	31	1/4	1/4	6/8	4	1		viio7/V	e	iii	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
31	31	3/8	3/8	6/8	4	1		V	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
31	31	5/8	5/8	6/8	4	1		viio7/V	e	iii	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
32	32	0	0	6/8	4	1		V	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
32	32	1/16	1/16	6/8	4	1		VI6	e	iii	V	VI6		VI		6					M	1	1	0, -3, -4		-4	0
32	32	3/16	3/16	6/8	4	1		viio43/V	e	iii	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
32	32	1/4	1/4	6/8	4	1		V6	e	iii	V	V6		V		6					M	1	1	5, 2, 1		1	5
