mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
15	15	1/2	1/2	4/4	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
16	16	0	0	4/4	2	1	i6(#762)		c	i		i6(#762)		i		6	#762				m	1	1	-3, -4, 2, 5		0	-3
16	16	1/4	1/4	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
16	16	1/2	1/2	4/4	2	1	#viio6		c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
17	17	0	0	4/4	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
17	17	1/2	1/2	4/4	2	1	iio6		c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
18	18	0	0	4/4	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
18	18	1/2	1/2	4/4	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	19	0	0	4/4	2	1	i}		c	i		i		i						}	m	1	1	0, -3, 1		0	0
21	21	0	0	4/4	2	1	III.V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
23	23	0	0	4/4	2	1	I{		c	III		I		I						{	M	1	0	0, 4, 1		0	0
23	23	1/2	1/2	4/4	2	1	V43		c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
23	23	3/4	3/4	4/4	2	1	V2		c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
24	24	0	0	4/4	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
24	24	1/4	1/4	4/4	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
24	24	1/2	1/2	4/4	2	1	V6		c	III		V6		V		6					M	1	0	5, 2, 1		1	5
24	24	3/4	3/4	4/4	2	1	V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	25	0	0	4/4	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
25	25	1/2	1/2	4/4	2	1	V43		c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
25	25	3/4	3/4	4/4	2	1	V2		c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
26	26	0	0	4/4	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
26	26	1/4	1/4	4/4	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
26	26	1/2	1/2	4/4	2	1	V6		c	III		V6		V		6					M	1	0	5, 2, 1		1	5
26	26	3/4	3/4	4/4	2	1	V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
27	27	0	0	4/4	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
27	27	1/2	1/2	4/4	2	1	V6		c	III		V6		V		6					M	1	0	5, 2, 1		1	5
28	28	0	0	4/4	2	1	vi7		c	III		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
29	29	0	0	4/4	2	1	V43/V		c	III		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
30	30	0	0	4/4	2	1	V(2)}		c	III		V(2)		V			2			}	M	1	0	3, 5, 2		1	3
30	30	1/4	1/4	4/4	2	1	V		c	III		V		V							M	1	0	1, 5, 2		1	1
30	30	1/2	1/2	4/4	2	1	iv6	It6	c	III		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
31	31	0	0	4/4	2	1	V		c	III		V		V							M	1	0	1, 5, 2		1	1
31	31	1/2	1/2	4/4	2	1	iv6	It6	c	III		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
32	32	0	0	4/4	2	1	V		c	III		V		V							M	1	0	1, 5, 2		1	1
32	32	1/2	1/2	4/4	2	1	iv6	It6	c	III		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
33	33	0	0	4/4	2	1	V		c	III		V		V							M	1	0	1, 5, 2		1	1
33	33	1/4	1/4	4/4	2	1	iv6	It6	c	III		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
33	33	1/2	1/2	4/4	2	1	V		c	III		V		V							M	1	0	1, 5, 2		1	1
33	33	3/4	3/4	4/4	2	1	iv6	It6	c	III		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
34	34	0	0	4/4	2	1	V		c	III		V		V							M	1	0	1, 5, 2		1	1
35	35	0	0	4/4	2	1	V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
36	36	0	0	4/4	2	1	I6{		c	III		I6		I		6				{	M	1	0	4, 1, 0		0	4
36	36	1/2	1/2	4/4	2	1	V64		c	III		V64		V		64					M	1	0	2, 1, 5		1	2
36	36	3/4	3/4	4/4	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
37	37	0	0	4/4	2	1	#viio6/ii		c	III		#viio6/ii		#vii	o	6		ii			o	1	0	4, 1, 7		7	4
37	37	1/2	1/2	4/4	2	1	V2		c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
38	38	3/4	3/4	4/4	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
39	39	0	0	4/4	2	1	V65(4)		c	III		V65(4)		V		65	4				Mm7	1	0	0, 2, -1, 1		1	0
39	39	1/2	1/2	4/4	2	1	V65		c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
40	40	0	0	4/4	2	1	V6		c	III		V6		V		6					M	1	0	5, 2, 1		1	5
40	40	1/2	1/2	4/4	2	1	vi7		c	III		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
40	40	3/4	3/4	4/4	2	1	V6		c	III		V6		V		6					M	1	0	5, 2, 1		1	5
41	41	0	0	4/4	2	1	V+6		c	III		V+6		V	+	6					+	1	0	5, 9, 1		1	5
41	41	1/2	1/2	4/4	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
42	42	0	0	4/4	2	1	I64		c	III		I64		I		64					M	1	0	1, 0, 4		0	1
42	42	3/4	3/4	4/4	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
43	43	0	0	4/4	2	1	V43		c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
43	43	1/2	1/2	4/4	2	1	I}		c	III		I		I						}	M	1	0	0, 4, 1		0	0
44	44	0	0	4/4	2	1	{		c	III										{		1	0				
44	44	1/2	1/2	4/4	2	1	It6/ii		c	III		It6/ii	It	vii	o	6	b3	V/ii			It	1	0	-2, 2, 8		8	-2
45	45	0	0	4/4	2	1	V/ii		c	III		V/ii		V				ii			M	1	0	3, 7, 4		3	3
45	45	1/4	1/4	4/4	2	1	#viio43/ii		c	III		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
46	46	0	0	4/4	2	1	ii6		c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
47	47	0	0	4/4	2	1	V(64)		c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
47	47	1/2	1/2	4/4	2	1	V7(4)		c	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
47	47	3/4	3/4	4/4	2	1	#viio7/vi		c	III		#viio7/vi		#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
48	48	0	0	4/4	2	1	vi		c	III		vi		vi							m	1	0	3, 0, 4		3	3
49	49	0	0	4/4	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
49	49	1/2	1/2	4/4	2	1	It6/ii		c	III		It6/ii	It	vii	o	6	b3	V/ii			It	1	0	-2, 2, 8		8	-2
50	50	0	0	4/4	2	1	V/ii		c	III		V/ii		V				ii			M	1	0	3, 7, 4		3	3
50	50	1/4	1/4	4/4	2	1	#viio43/ii		c	III		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
51	51	0	0	4/4	2	1	ii6		c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
52	52	0	0	4/4	2	1	ii		c	III		ii		ii							m	1	0	2, -1, 3		2	2
56	56	0	0	4/4	2	1	ii6		c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
56	56	1/2	1/2	4/4	2	1	viio7/V		c	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
57	57	0	0	4/4	2	1	V(64)		c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
58	58	1/2	1/2	4/4	2	1	V7(4)		c	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
58	58	3/4	3/4	4/4	2	1	V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
59	59	0	0	4/4	2	1	I}{		c	III		I		I						}{	M	1	0	0, 4, 1		0	0
59	59	1/2	1/2	4/4	2	1	V65		c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
60	60	0	0	4/4	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
60	60	1/2	1/2	4/4	2	1	viio6		c	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
61	61	0	0	4/4	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
61	61	1/2	1/2	4/4	2	1	IV		c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
62	62	0	0	4/4	2	1	V(64)		c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
62	62	1/2	1/2	4/4	2	1	V7(4)		c	III		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
62	62	3/4	3/4	4/4	2	1	V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
63	63	0	0	4/4	2	1	I}{		c	III		I		I						}{	M	1	0	0, 4, 1		0	0
63	63	1/2	1/2	4/4	2	1	V65		c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
64	64	0	0	4/4	2	1	I		c	III		I		I							M	1	0	0, 4, 1		0	0
64	64	1/2	1/2	4/4	2	1	V43		c	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
65	65	0	0	4/4	2	1	I6		c	III		I6		I		6					M	1	0	4, 1, 0		0	4
66	66	0	0	4/4	2	1	IV		c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
66	66	1/2	1/2	4/4	2	1	V(64)		c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
66	66	3/4	3/4	4/4	2	1	V7		c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
67	67	0	0	4/4	2	1	I[I}{		c	III	I	I		I						}{	M	1	0	0, 4, 1		0	0
67	67	3/4	3/4	4/4	2	1	V+7/IV		c	III	I	V+7/IV		V	+	7		IV			+7	1	0	0, 4, 8, -2		0	0
68	68	0	0	4/4	2	1	IV		c	III	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
68	68	3/4	3/4	4/4	2	1	viio6		c	III	I	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
69	69	0	0	4/4	2	1	I		c	III	I	I		I							M	1	0	0, 4, 1		0	0
69	69	3/4	3/4	4/4	2	1	V+7/IV		c	III	I	V+7/IV		V	+	7		IV			+7	1	0	0, 4, 8, -2		0	0
70	70	0	0	4/4	2	1	IV		c	III	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
70	70	3/4	3/4	4/4	2	1	viio6		c	III	I	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
71	71	0	0	4/4	2	1	I]}		c	III	I	I		I						}	M	1	0	0, 4, 1		0	0
74	74	0	0	4/4	2	1	V7(+b9)/vi		c	III		V7(+b9)/vi		V		7	+b9	vi			Mm7	1	0	4, 8, 5, 2	-8	4	4
75	75	0	0	4/4	2	1	iv.V{		c	iv		V		V						{	M	1	1	1, 5, 2		1	1
77	77	0	0	4/4	2	1	#viio43		c	iv		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
79	79	0	0	4/4	2	1	i}{		c	iv		i		i						}{	m	1	1	0, -3, 1		0	0
79	79	1/2	1/2	4/4	2	1	V43		c	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
80	80	0	0	4/4	2	1	i6		c	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
80	80	1/4	1/4	4/4	2	1	i		c	iv		i		i							m	1	1	0, -3, 1		0	0
80	80	1/2	1/2	4/4	2	1	V6		c	iv		V6		V		6					M	1	1	5, 2, 1		1	5
80	80	3/4	3/4	4/4	2	1	V7		c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
81	81	0	0	4/4	2	1	i		c	iv		i		i							m	1	1	0, -3, 1		0	0
81	81	1/2	1/2	4/4	2	1	V43		c	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
82	82	0	0	4/4	2	1	i6		c	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
82	82	1/4	1/4	4/4	2	1	i		c	iv		i		i							m	1	1	0, -3, 1		0	0
82	82	1/2	1/2	4/4	2	1	V6		c	iv		V6		V		6					M	1	1	5, 2, 1		1	5
82	82	3/4	3/4	4/4	2	1	V7		c	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
83	83	0	0	4/4	2	1	i}{		c	iv		i		i						}{	m	1	1	0, -3, 1		0	0
85	85	0	0	4/4	2	1	i.V7/v		c	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
87	87	0	0	4/4	2	1	v		c	i		v		v							m	1	1	1, -2, 2		1	1
89	89	0	0	4/4	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
91	91	0	0	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
93	93	0	0	4/4	2	1	V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
94	94	1/4	1/4	4/4	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
95	95	0	0	4/4	2	1	#viio65		c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
96	96	0	0	4/4	2	1	#viio7		c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
99	99	0	0	4/4	2	1	V65}		c	i		V65		V		65				}	Mm7	1	1	5, 2, -1, 1		1	5
100	100	0	0	4/4	2	1	i{		c	i		i		i						{	m	1	1	0, -3, 1		0	0
102	102	0	0	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
103	103	0	0	4/4	2	1	#viio65		c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
104	104	0	0	4/4	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
106	106	0	0	4/4	2	1	#viio65		c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
107	107	0	0	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
108	108	0	0	4/4	2	1	V[V		c	i	V	V		V							M	1	1	1, 5, 2		1	1
108	108	3/4	3/4	4/4	2	1	V(64)		c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
109	109	0	0	4/4	2	1	viio7/V		c	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
109	109	1/4	1/4	4/4	2	1	V7		c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
109	109	1/2	1/2	4/4	2	1	I6(2)		c	i	V	I6(2)		I		6	2				M	1	1	4, 1, 2		0	4
109	109	3/4	3/4	4/4	2	1	i6		c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
110	110	0	0	4/4	2	1	V(4)		c	i	V	V(4)		V			4				M	1	1	1, 0, 2		1	1
110	110	1/4	1/4	4/4	2	1	V		c	i	V	V		V							M	1	1	1, 5, 2		1	1
110	110	3/4	3/4	4/4	2	1	V(64)		c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
111	111	0	0	4/4	2	1	viio2/V		c	i	V	viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
111	111	1/4	1/4	4/4	2	1	V7		c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
111	111	1/2	1/2	4/4	2	1	I(2)		c	i	V	I(2)		I			2				M	1	1	2, 4, 1		0	2
111	111	3/4	3/4	4/4	2	1	i		c	i	V	i		i							m	1	1	0, -3, 1		0	0
112	112	0	0	4/4	2	1	V(4)		c	i	V	V(4)		V			4				M	1	1	1, 0, 2		1	1
112	112	1/4	1/4	4/4	2	1	V]		c	i	V	V		V							M	1	1	1, 5, 2		1	1
112	112	1/2	1/2	4/4	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
113	113	0	0	4/4	2	1	i6(#762)		c	i		i6(#762)		i		6	#762				m	1	1	-3, -4, 2, 5		0	-3
113	113	1/4	1/4	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
113	113	1/2	1/2	4/4	2	1	V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
114	114	0	0	4/4	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
114	114	1/2	1/2	4/4	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
115	115	0	0	4/4	2	1	i6(#762)		c	i		i6(#762)		i		6	#762				m	1	1	-3, -4, 2, 5		0	-3
115	115	1/4	1/4	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
115	115	1/2	1/2	4/4	2	1	#viio6		c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
116	116	0	0	4/4	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
116	116	1/2	1/2	4/4	2	1	iio6		c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
117	117	0	0	4/4	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
117	117	1/2	1/2	4/4	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
118	118	0	0	4/4	2	1	i}{		c	i		i		i						}{	m	1	1	0, -3, 1		0	0
119	119	1/2	1/2	4/4	2	1	VI		c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
120	120	0	0	4/4	2	1	iv64		c	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
120	120	1/2	1/2	4/4	2	1	V(64)/bII		c	i		V(64)/bII		V			64	bII			M	1	1	-4, -5, -1		-4	-4
121	121	0	0	4/4	2	1	V7/bII		c	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
122	122	0	0	4/4	2	1	V(64)/bII		c	i		V(64)/bII		V			64	bII			M	1	1	-4, -5, -1		-4	-4
123	123	0	0	4/4	2	1	V7/bII		c	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
124	124	0	0	4/4	2	1	V(64)/bII		c	i		V(64)/bII		V			64	bII			M	1	1	-4, -5, -1		-4	-4
125	125	0	0	4/4	2	1	viio65/V		c	i		viio65/V		vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
126	126	0	0	4/4	2	1	V}		c	i		V		V						}	M	1	1	1, 5, 2		1	1
126	126	1/2	1/2	4/4	2	1	iv6	It6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
127	127	0	0	4/4	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
127	127	1/2	1/2	4/4	2	1	iv6	It6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
128	128	0	0	4/4	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
128	128	1/4	1/4	4/4	2	1	iv6	It6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
128	128	1/2	1/2	4/4	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
128	128	3/4	3/4	4/4	2	1	iv6	It6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
129	129	0	0	4/4	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1
130	130	0	0	4/4	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
131	131	0	0	4/4	2	1	i6{		c	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
131	131	1/2	1/2	4/4	2	1	V64		c	i		V64		V		64					M	1	1	2, 1, 5		1	2
131	131	3/4	3/4	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
132	132	0	0	4/4	2	1	#viio6/ii		c	i		#viio6/ii		#vii	o	6		ii			o	1	1	4, 1, 7		7	4
132	132	1/2	1/2	4/4	2	1	V2		c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
133	133	0	0	4/4	2	1	V2		c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
133	133	3/4	3/4	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
134	134	0	0	4/4	2	1	V65(4)		c	i		V65(4)		V		65	4				Mm7	1	1	0, 2, -1, 1		1	0
134	134	1/2	1/2	4/4	2	1	V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
135	135	0	0	4/4	2	1	V6		c	i		V6		V		6					M	1	1	5, 2, 1		1	5
135	135	1/2	1/2	4/4	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
135	135	3/4	3/4	4/4	2	1	V43		c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
136	136	0	0	4/4	2	1	i6(#11^2)		c	i		i6(#11^2)		i		6	#11^2				m	1	1	2, 1, 0	6	0	2
136	136	1/2	1/2	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
137	137	0	0	4/4	2	1	i64		c	i		i64		i		64					m	1	1	1, 0, -3		0	1
137	137	3/4	3/4	4/4	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
138	138	0	0	4/4	2	1	V43		c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
138	138	1/2	1/2	4/4	2	1	i}		c	i		i		i						}	m	1	1	0, -3, 1		0	0
139	139	0	0	4/4	2	1	{		c	i										{		1	1				
139	139	1/2	1/2	4/4	2	1	#viio43/iv		c	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
140	140	0	0	4/4	2	1	IV6		c	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3
140	140	1/4	1/4	4/4	2	1	Ger6		c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
141	141	0	0	4/4	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
141	141	1/2	1/2	4/4	2	1	#viio7		c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
142	142	0	0	4/4	2	1	V7/iv		c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
142	142	1/2	1/2	4/4	2	1	#viio7/iv		c	i		#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
143	143	0	0	4/4	2	1	iv		c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
144	144	0	0	4/4	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
144	144	1/2	1/2	4/4	2	1	V7(4)		c	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
144	144	3/4	3/4	4/4	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
145	145	0	0	4/4	2	1	i}{		c	i		i		i						}{	m	1	1	0, -3, 1		0	0
145	145	1/2	1/2	4/4	2	1	#viio43/iv		c	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
146	146	0	0	4/4	2	1	IV6		c	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3
146	146	1/4	1/4	4/4	2	1	Ger6		c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
147	147	0	0	4/4	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
147	147	1/2	1/2	4/4	2	1	#viio7		c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
148	148	0	0	4/4	2	1	V7/iv		c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
148	148	1/2	1/2	4/4	2	1	#viio7/iv		c	i		#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
