COMPOSER	COLLECTION	MOVEMENT	MEASURE (START)	FIGURE(S)	KEY
Beethoven, Ludwig van	Op028(Pastorale)	1	217	Ger65	B minor
Beethoven, Ludwig van	Op028(Pastorale)	1	218	Ger65	B minor
Beethoven, Ludwig van	Op028(Pastorale)	1	350	It6	B major
Beethoven, Ludwig van	Op028(Pastorale)	1	352	It6	B major
Beethoven, Ludwig van	Op028(Pastorale)	1	353	It6	B major
Beethoven, Ludwig van	Op028(Pastorale)	1	354	It6	B major
Beethoven, Ludwig van	Op031 No1	1	55	It6	B minor
Beethoven, Ludwig van	Op031 No1	1	59	It6	B minor
Beethoven, Ludwig van	Op031 No1	1	61	It6	B minor
Beethoven, Ludwig van	Op031 No1	1	63	It6	B minor
Beethoven, Ludwig van	Op031 No1	1	158	Ger65	G minor
Beethoven, Ludwig van	Op031 No1	1	159	Ger65	G minor
Beethoven, Ludwig van	Op031 No1	1	160	Ger65	G minor
Beethoven, Ludwig van	Op031 No1	1	161	Ger65	G minor
Beethoven, Ludwig van	Op031 No1	1	211	It6	E major
Beethoven, Ludwig van	Op031 No1	1	213	It6	E major
Beethoven, Ludwig van	Op031 No1	1	215	It6	E major
Beethoven, Ludwig van	Op031 No2	1	5	It6	D minor
Beethoven, Ludwig van	Op031 No2	1	120	It6	D minor
Beethoven, Ludwig van	Op031 No2	1	151	It6	D minor
Beethoven, Ludwig van	Op031 No3	1	43	Ger65	Bb major
Beethoven, Ludwig van	Op031 No3	1	92	Ger65	C minor
Beethoven, Ludwig van	Op031 No3	1	93	Ger65	C minor
Beethoven, Ludwig van	Op049 No2	1	58	Ger65	E minor
Beethoven, Ludwig van	Op053	1	22	It6	E minor
Beethoven, Ludwig van	Op053	1	183	Ger65	A minor
Beethoven, Ludwig van	Op053	1	258	Ger65	C minor
Beethoven, Ludwig van	Op054	1	61	It6	F minor
Beethoven, Ludwig van	Op078	1	26	Ger65	C# major
Beethoven, Ludwig van	Op078	1	85	Ger65	F# major
Beethoven, Ludwig van	Op081a(Les Adieux)	1	3	Fr43	C minor
Beethoven, Ludwig van	Op081a(Les Adieux)	1	83	Ger65	Eb major
Beethoven, Ludwig van	Op081a(Les Adieux)	1	84	Ger65	Eb major
Beethoven, Ludwig van	Op081a(Les Adieux)	1	85	Ger65	Eb major
Beethoven, Ludwig van	Op081a(Les Adieux)	1	86	Ger65	Eb major
Beethoven, Ludwig van	Op090	1	182	Ger65	A minor
Beethoven, Ludwig van	Op090	1	183	Ger65	A minor
Beethoven, Ludwig van	Op110	1	19	It6	Eb major
Beethoven, Ludwig van	Op110	1	74	It6	E major
Beethoven, Ludwig van	Op110	1	75	It6	E major
Beethoven, Ludwig van	Op111	1	7	Ger65	Eb minor
Beethoven, Ludwig van	Op111	1	10	It6	C minor
Beethoven, Ludwig van	Op111	1	123	Ger65	F minor
Beethoven, Ludwig van	Op111	1	137	Ger65	C minor
