COMPOSER	COLLECTION	MOVEMENT	MEASURE (START)	FIGURE(S)	KEY
Beethoven, Ludwig van	Op028(Pastorale)	1	82	['iii7', 'viio43', 'iii7']	F# major
Beethoven, Ludwig van	Op028(Pastorale)	1	83	['iii7', 'viio43', 'iii7']	F# major
