mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	4	1		A.I	A	I		I		I							M	0	0	0, 4, 1		0	0
3	2	0	0	3/4	4	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
4	3	0	0	3/4	4	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
5	4	0	0	3/4	4	1		V(6)	A	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
5	4	1/4	1/4	3/4	4	1		V\\	A	I		V		V						\\	M	0	0	1, 5, 2		1	1
6	5	0	0	3/4	4	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
7	6	1/2	1/2	3/4	4	1		vi	A	I		vi		vi							m	0	0	3, 0, 4		3	3
8	7	0	0	3/4	4	1		viio/V	A	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
9	8	0	0	3/4	4	1		V/V	A	I		V/V		V				V			M	0	0	2, 6, 3		2	2
9	8	1/2	1/2	3/4	4	1		V2/V	A	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
10	9	0	0	3/4	4	1		V6	A	I		V6		V		6					M	0	0	5, 2, 1		1	5
10	9	1/2	1/2	3/4	4	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
11	10	1/4	1/4	3/4	4	1		V.IV6	A	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
11	10	1/2	1/2	3/4	4	1		V	A	V		V		V							M	0	0	1, 5, 2		1	1
12	11	0	0	3/4	4	1		ii6	A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
12	11	1/4	1/4	3/4	4	1		ii	A	V		ii		ii							m	0	0	2, -1, 3		2	2
12	11	1/2	1/2	3/4	4	1		V	A	V		V		V							M	0	0	1, 5, 2		1	1
13	12	0	0	3/4	4	1		I\\	A	V		I		I						\\	M	0	0	0, 4, 1		0	0
14	13	0	0	3/4	4	1		I.I	A	I		I		I							M	0	0	0, 4, 1		0	0
15	14	0	0	3/4	4	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
16	15	0	0	3/4	4	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
16	15	1/2	1/2	3/4	4	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
17	16	0	0	3/4	4	1		V\\	A	I		V		V						\\	M	0	0	1, 5, 2		1	1
18	17	0	0	3/4	4	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
19	18	1/2	1/2	3/4	4	1		vi	A	I		vi		vi							m	0	0	3, 0, 4		3	3
20	19	0	0	3/4	4	1		viio/V	A	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
21	20	0	0	3/4	4	1		V6/V	A	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
21	20	1/4	1/4	3/4	4	1		V/V	A	I		V/V		V				V			M	0	0	2, 6, 3		2	2
21	20	1/2	1/2	3/4	4	1		V2/V	A	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
22	21	0	0	3/4	4	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
23	22	1/4	1/4	3/4	4	1		V.vi	A	V		vi		vi							m	0	0	3, 0, 4		3	3
23	22	1/2	1/2	3/4	4	1		V(64)	A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
24	23	0	0	3/4	4	1		ii6	A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
24	23	1/4	1/4	3/4	4	1		ii	A	V		ii		ii							m	0	0	2, -1, 3		2	2
24	23	1/2	1/2	3/4	4	1		V7	A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	24	0	0	3/4	4	1		I\\	A	V		I		I						\\	M	0	0	0, 4, 1		0	0
26	25	0	0	3/4	4	1		I.V[viio	A	I	V	viio		vii	o						o	0	0	5, 2, -1		5	5
27	26	0	0	3/4	4	1		I	A	I	V	I		I							M	0	0	0, 4, 1		0	0
28	27	0	0	3/4	4	1		V43	A	I	V	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
30	29	0	0	3/4	4	1		viio	A	I	V	viio		vii	o						o	0	0	5, 2, -1		5	5
31	30	0	0	3/4	4	1		I	A	I	V	I		I							M	0	0	0, 4, 1		0	0
32	31	0	0	3/4	4	1		V43]	A	I	V	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
34	33	0	0	3/4	4	1		#viio7/vi	A	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
35	34	0	0	3/4	4	1		vi	A	I		vi		vi							m	0	0	3, 0, 4		3	3
36	35	0	0	3/4	4	1		iii64	A	I		iii64		iii		64					m	0	0	5, 4, 1		4	5
37	36	0	0	3/4	4	1		iii.Ger6	A	iii		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
