mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	5/8	6/8	2	1	D.I{	D	I		I		I						{	M	0	0	0, 4, 1		0	0
3	2	5/8	5/8	6/8	2	1	V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	3	0	0	6/8	2	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	1/4	1/4	6/8	2	1	V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
4	3	3/8	3/8	6/8	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
4	3	5/8	5/8	6/8	2	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
5	4	0	0	6/8	2	1	V(64)}	D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
5	4	3/8	3/8	6/8	2	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
5	4	5/8	5/8	6/8	2	1	ii{	D	I		ii		ii						{	m	0	0	2, -1, 3		2	2
7	6	5/8	5/8	6/8	2	1	#viio6/ii	D	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
8	7	0	0	6/8	2	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	5/8	5/8	6/8	2	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
9	8	0	0	6/8	2	1	I(94)}	D	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
9	8	3/8	3/8	6/8	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
9	8	5/8	5/8	6/8	2	1	{	D	I										{		0	0				
11	10	0	0	6/8	2	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
11	10	5/8	5/8	6/8	2	1	V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
12	11	0	0	6/8	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
12	11	1/4	1/4	6/8	2	1	V64	D	I		V64		V		64					M	0	0	2, 1, 5		1	2
12	11	3/8	3/8	6/8	2	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	11	5/8	5/8	6/8	2	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
13	12	0	0	6/8	2	1	V(64)}	D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
13	12	3/8	3/8	6/8	2	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
13	12	5/8	5/8	6/8	2	1	ii{	D	I		ii		ii						{	m	0	0	2, -1, 3		2	2
15	14	0	0	6/8	2	1	V7/ii	D	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
15	14	5/8	5/8	6/8	2	1	V65/ii	D	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
16	15	0	0	6/8	2	1	ii	D	I		ii		ii							m	0	0	2, -1, 3		2	2
16	15	5/8	5/8	6/8	2	1	V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	0	0	6/8	2	1	I}{	D	I		I		I						}{	M	0	0	0, 4, 1		0	0
18	17	0	0	6/8	2	1	V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
18	17	3/8	3/8	6/8	2	1	V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
19	18	0	0	6/8	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
20	19	0	0	6/8	2	1	V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	19	3/8	3/8	6/8	2	1	V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	20	0	0	6/8	2	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
21	20	3/8	3/8	6/8	2	1	V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
22	21	0	0	6/8	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
22	21	3/8	3/8	6/8	2	1	V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
22	21	1/2	1/2	6/8	2	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
22	21	5/8	5/8	6/8	2	1	V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
23	22	0	0	6/8	2	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	22	3/8	3/8	6/8	2	1	V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
24	23	0	0	6/8	2	1	I	D	I		I		I							M	0	0	0, 4, 1		0	0
24	23	3/8	3/8	6/8	2	1	V43	D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
24	23	1/2	1/2	6/8	2	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
24	23	5/8	5/8	6/8	2	1	V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	24	0	0	6/8	2	1	I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	24	1/4	1/4	6/8	2	1	viio6	D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
25	24	3/8	3/8	6/8	2	1	vi6	D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
25	24	5/8	5/8	6/8	2	1	V6	D	I		V6		V		6					M	0	0	5, 2, 1		1	5
26	25	0	0	6/8	2	1	IV6	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
26	25	1/4	1/4	6/8	2	1	iii6	D	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
26	25	3/8	3/8	6/8	2	1	ii6	D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
26	25	5/8	5/8	6/8	2	1	V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
27	26	0	0	6/8	2	1	V}	D	I		V		V						}	M	0	0	1, 5, 2		1	1
27	26	1/4	1/4	6/8	2	1	V(64)	D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
27	26	3/8	3/8	6/8	2	1	V	D	I		V		V							M	0	0	1, 5, 2		1	1
