key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
E major	[0.0, 0.247, 0.11, 0.283, 1.0, 0.0, 0.361, 0.0, 0.584, 0.575, 0.009, 0.849]	0.0	55.5	55.5	1	19	18
c# minor	[0.412, 1.0, 0.0, 0.235, 0.588, 0.118, 0.706, 0.059, 0.971, 0.647, 0.059, 0.059]	55.5	66.0	1.5	19	23	4
E major	[0.019, 0.188, 0.15, 0.216, 1.0, 0.0, 0.317, 0.0, 0.492, 0.505, 0.006, 0.674]	66.0	129.0	3.0	23	43	20
