0,3.0,e,1,m,0
3.0,3.5,e,5,M,0
3.5,6.0,e,5,D7,0
6.0,9.0,e,1,m,0
9.0,9.5,e,2,m,0
9.5,10.0,e,2,m,1
10.0,11.0,e,1,m,0
11.0,11.5,e,5,m,0
11.5,12.0,e,5,D7,0
12.0,18.5,e,1,m,0
18.5,19.0,e,1,m,2
19.0,19.5,e,5,M,0
19.5,22.0,e,5,D7,0
22.0,26.0,e,1,m,0
26.0,27.0,e,5,D7,2
27.0,28.0,e,5,D7,0
28.0,29.0,G,1,M,1
29.0,30.0,G,5,D7,0
30.0,33.5,G,1,M,0
33.5,34.0,G,5,M,0
34.0,34.5,G,1,M,0
34.5,36.0,G,5,M,0
36.0,38.0,G,5,D7,0
38.0,38.5,G,5,M,0
38.5,41.0,G,1,M,0
41.0,42.0,e,5,D7,2
42.0,43.0,e,1,m,0
43.0,44.0,e,2,m,1
44.0,44.5,e,1,m,2
44.5,45.0,e,1,m,0
45.0,46.0,e,5,D7,0
46.0,47.0,e,1,m,0
47.0,47.5,e,4,m,0
47.5,48.0,e,2,m,1
48.0,48.5,e,1,m,2
48.5,49.0,e,1,m,0
49.0,50.0,e,5,D7,0
50.0,51.5,e,1,m,0
51.5,54.0,C,1,M,0
54.0,55.5,C,4,M,0
55.5,59.5,C,1,M,0
59.5,60.0,C,4,M,0
60.0,63.5,C,1,M,0
63.5,64.0,C,2,m7,1
64.0,66.0,C,5,M,0
66.0,67.0,C,1,M,0
67.0,68.0,C,7/5,d7,0
68.0,68.5,C,5/5,M,0
68.5,70.0,C,5,M,0
70.0,74.0,C,1,M,0
74.0,75.5,C,4,M,0
75.5,76.0,C,5,M,0
76.0,76.5,C,1,M,0
76.5,77.0,C,5,M,0
77.0,79.5,C,1,M,0
79.5,80.0,C,4,M,0
80.0,83.5,C,1,M,0
83.5,84.0,C,2,m7,1
84.0,86.0,C,5,M,0
86.0,88.0,C,1,M,0
88.0,90.0,C,7/5,d7,0
90.0,91.0,C,5,M,0
91.0,92.0,C,1,M,0
92.0,92.5,C,7/6,d7,0
92.5,93.5,a,7/6,d7,0
93.5,94.0,a,7,d7,0
94.0,95.5,a,6,m,0
95.5,96.0,e,2,m,0
96.0,96.5,e,1,m,0
96.5,97.0,E,1,m,0
97.0,99.5,E,5,M,0
99.5,102.0,E,1,M,0
102.0,103.0,E,1,M,2
103.0,103.5,E,5,D7,0
103.5,104.0,E,1,M,0
104.0,106.0,E,5,D7,0
106.0,108.0,E,1,M,0
108.0,110.0,E,1,M,1
110.0,111.5,E,4,M,0
111.5,112.0,E,1,M,0
112.0,112.5,E,5/2,D7,1
112.5,113.0,E,7/2,D7,1
113.0,114.0,E,5/2,D7,0
114.0,114.5,E,5,D7,0
114.5,116.5,E,2,m,0
116.5,117.0,E,7/5,d7,0
117.0,117.5,E,5,D7,1
117.5,118.5,E,5,D7,0
118.5,119.0,E,5,M,0
119.0,120.0,E,1,M,0
120.0,122.0,e,1,m,0
122.0,122.5,e,5,D7,2
122.5,123.0,e,5,D7,3
123.0,123.5,e,5,D7,2
123.5,124.0,C,5,D7,0
124.0,126.0,E,1,M,0
126.0,126.5,C,5,D7,3
126.5,127.0,C,5/4,D7,3
127.0,128.0,e,5/4,D7,3
128.0,132.0,e,2-,M,1
132.0,136.0,e,7/5,d7,0
136.0,136.5,e,1,m,0
136.5,137.0,e,1,m,2
137.0,137.5,e,2,m7,0
137.5,138.0,e,2,m,1
138.0,139.0,e,1,m,0
139.0,140.0,e,5,M,0
140.0,140.5,e,7/4,d7,1
140.5,142.0,e,7/4,d7,2
142.0,143.5,e,5/4,D7,2
143.5,144.0,e,5,D7,2
144.0,146.0,e,2-,M,1
146.0,148.0,e,7/4,d7,1
148.0,152.0,e,2-,M,1
152.0,152.5,e,7,d7,1
152.5,153.5,e,7,d7,0
153.5,154.0,e,7,d7,2
154.0,156.0,e,5,D7,1
156.0,157.0,e,1,m,0
157.0,157.5,e,4,m,0
157.5,158.0,e,2,m,0
158.0,159.0,e,1,m,2
159.0,160.0,e,5,D7,0
160.0,161.0,e,1,m,0
161.0,161.5,e,4,D7,0
161.5,162.0,e,2,m,1
162.0,163.0,e,1,m,2
163.0,164.0,e,5,D7,0
164.0,167.5,E,1,M,0
167.5,168.0,e,1,M,0
