key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
E major	[0.15, 0.336, 0.0, 0.486, 1.0, 0.0, 0.327, 0.019, 0.822, 0.346, 0.0, 0.729]	0.0	26.0	26.0	1	7	6
B major	[0.259, 0.411, 0.125, 0.83, 0.446, 0.089, 1.0, 0.027, 0.616, 0.045, 0.259, 0.893]	26.0	64.0	1.0	7	17	10
e minor	[0.429, 0.929, 0.0, 0.643, 0.786, 0.0, 1.0, 0.0, 0.429, 0.714, 0.286, 0.857]	64.0	74.0	4.0	17	21	4
E major	[0.18, 0.09, 0.0, 0.607, 0.213, 0.045, 0.517, 0.067, 0.157, 0.618, 0.135, 1.0]	74.0	96.0	2.0	21	27	6
B major	[0.07, 0.313, 0.0, 0.47, 1.0, 0.009, 0.443, 0.087, 0.661, 0.343, 0.1, 0.87]	96.0	156.0	2.0	27	39	12
