key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
d minor	[0.0, 0.042, 0.197, 0.0, 0.042, 0.268, 0.028, 0.056, 0.0, 0.31, 0.0, 0.056]	0.0	4.5	4.5	0	3	3
e minor	[0.0, 0.0, 0.0, 0.034, 0.276, 0.0, 0.069, 0.034, 0.069, 0.069, 0.0, 0.448]	4.5	8.0	3.5	3	4	1
d minor	[0.0, 0.062, 0.173, 0.0, 0.062, 0.247, 0.025, 0.074, 0.0, 0.309, 0.0, 0.049]	8.0	12.5	4.5	4	7	3
F major	[0.167, 0.083, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.083, 0.167, 0.0]	12.5	14.5	2.0	7	8	1
a minor	[0.058, 0.072, 0.093, 0.014, 0.261, 0.071, 0.01, 0.027, 0.065, 0.205, 0.045, 0.077]	14.5	24.0	9.5	8	12	4
b- minor	[0.096, 0.077, 0.023, 0.077, 0.044, 0.203, 0.116, 0.002, 0.002, 0.082, 0.246, 0.031]	24.0	45.5	21.5	12	23	11
g minor	[0.0, 0.0, 0.269, 0.122, 0.0, 0.0, 0.11, 0.158, 0.0, 0.097, 0.244, 0.0]	45.5	48.5	3.0	23	25	2
d minor	[0.009, 0.019, 0.273, 0.0, 0.102, 0.117, 0.0, 0.15, 0.037, 0.184, 0.099, 0.009]	48.5	60.5	12.0	25	31	6
