key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
A major	[0.005, 0.138, 0.113, 0.031, 0.248, 0.02, 0.063, 0.003, 0.073, 0.21, 0.0, 0.097]	0.0	63.5	63.5	0	22	22
a minor	[0.111, 0.0, 0.083, 0.0, 0.389, 0.042, 0.0, 0.014, 0.139, 0.194, 0.0, 0.028]	63.5	69.5	6.0	22	24	2
C major	[0.191, 0.0, 0.139, 0.0, 0.165, 0.113, 0.0, 0.252, 0.0, 0.061, 0.0, 0.078]	69.5	87.5	18.0	24	30	6
a minor	[0.284, 0.0, 0.0, 0.0, 0.209, 0.149, 0.0, 0.0, 0.09, 0.149, 0.0, 0.119]	87.5	99.5	12.0	30	34	4
C major	[0.227, 0.0, 0.0, 0.0, 0.17, 0.0, 0.136, 0.136, 0.136, 0.148, 0.0, 0.045]	99.5	111.5	12.0	34	38	4
A major	[0.001, 0.14, 0.117, 0.022, 0.229, 0.024, 0.054, 0.021, 0.057, 0.233, 0.015, 0.087]	111.5	216.5	105.0	38	73	35
