mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	16	1/2	1/2	2/2	2	1		vi		F	V		vi		vi							m	0	0	3, 0, 4		3	3
17	17	0	0	2/2	2	1		ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	18	0	0	2/2	2	1		V(64)}		F	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
18	18	1/2	1/2	2/2	2	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
19	19	0	0	2/2	2	1		IV6{		F	V		IV6		IV		6				{	M	0	0	3, 0, -1		-1	3
19	19	1/2	1/2	2/2	2	1		I64		F	V		I64		I		64					M	0	0	1, 0, 4		0	1
20	20	0	0	2/2	2	1		V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
20	20	1/2	1/2	2/2	2	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
21	21	0	0	2/2	2	1		IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
21	21	1/2	1/2	2/2	2	1		I64		F	V		I64		I		64					M	0	0	1, 0, 4		0	1
22	22	0	0	2/2	2	1		V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
22	22	1/2	1/2	2/2	2	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	0	0	2/2	2	1		viio6/V		F	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
23	23	3/4	3/4	2/2	2	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
24	24	0	0	2/2	2	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
24	24	3/4	3/4	2/2	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
25	25	0	0	2/2	2	1		IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
25	25	1/2	1/2	2/2	2	1		V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
25	25	3/4	3/4	2/2	2	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
26	26	0	0	2/2	2	1		I(97)}		F	V		I(97)		I			97			}	M	0	0	0, 4, 1	2, 5	0	0
26	26	1/2	1/2	2/2	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
27	27	0	0	2/2	2	1		V7/V{		F	V		V7/V		V		7		V		{	Mm7	0	0	2, 6, 3, 0		2	2
27	27	3/4	3/4	2/2	2	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
28	28	0	0	2/2	2	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	3/4	3/4	2/2	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
29	29	0	0	2/2	2	1		ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
29	29	1/2	1/2	2/2	2	1		V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
29	29	3/4	3/4	2/2	2	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	0	0	2/2	2	1		I}{		F	V		I		I						}{	M	0	0	0, 4, 1		0	0
30	30	1/4	1/4	2/2	2	1		V[I		F	V	V	I		I							M	0	0	0, 4, 1		0	0
31	31	0	0	2/2	2	1		V7		F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	2/2	2	1		I		F	V	V	I		I							M	0	0	0, 4, 1		0	0
33	33	0	0	2/2	2	1		V7]		F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	0	0	2/2	2	1		I}		F	V		I		I						}	M	0	0	0, 4, 1		0	0
35	35	3/8	3/8	2/2	2	1		I.V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	2/2	2	1		I6{		F	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
39	39	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
40	40	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	40	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
41	41	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
41	41	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
42	42	0	0	2/2	2	1		V64		F	I		V64		V		64					M	0	0	2, 1, 5		1	2
42	42	1/4	1/4	2/2	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
42	42	3/4	3/4	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
43	43	0	0	2/2	2	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
43	43	1/2	1/2	2/2	2	1		vi	IV6	F	I		vi		vi							m	0	0	3, 0, 4		3	3
43	43	3/4	3/4	2/2	2	1		V65/V		F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
44	44	0	0	2/2	2	1		V(4)}		F	I		V(4)		V			4			}	M	0	0	1, 0, 2		1	1
44	44	1/4	1/4	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
45	45	0	0	2/2	2	1		I6{		F	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
45	45	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
46	46	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
46	46	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	47	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
47	47	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
48	48	0	0	2/2	2	1		V64		F	I		V64		V		64					M	0	0	2, 1, 5		1	2
48	48	1/4	1/4	2/2	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
48	48	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
48	48	3/4	3/4	2/2	2	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
49	49	0	0	2/2	2	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
49	49	3/8	3/8	2/2	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
49	49	1/2	1/2	2/2	2	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
49	49	3/4	3/4	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	0	0	2/2	2	1		I(74)}		F	I		I(74)		I			74			}	M	0	0	0, -1, 1	5	0	0
50	50	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
51	51	0	0	2/2	2	1		vi.i{		F	vi		i		i						{	m	0	1	0, -3, 1		0	0
52	52	0	0	2/2	2	1		V43		F	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
52	52	1/4	1/4	2/2	2	1		i		F	vi		i		i							m	0	1	0, -3, 1		0	0
52	52	1/2	1/2	2/2	2	1		V6		F	vi		V6		V		6					M	0	1	5, 2, 1		1	5
53	53	0	0	2/2	2	1		#viio43		F	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
54	54	0	0	2/2	2	1		i6		F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
54	54	1/4	1/4	2/2	2	1		#viio6		F	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
54	54	1/2	1/2	2/2	2	1		i}		F	vi		i		i						}	m	0	1	0, -3, 1		0	0
55	55	0	0	2/2	2	1		V2{		F	vi		V2		V		2				{	Mm7	0	1	-1, 1, 5, 2		1	-1
55	55	1/2	1/2	2/2	2	1		i6		F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
56	56	0	0	2/2	2	1		V2		F	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
56	56	1/2	1/2	2/2	2	1		i6		F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
57	57	0	0	2/2	2	1		V64		F	vi		V64		V		64					M	0	1	2, 1, 5		1	2
57	57	1/4	1/4	2/2	2	1		V65		F	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
57	57	1/2	1/2	2/2	2	1		I		F	vi		I		I							M	0	1	0, 4, 1		0	0
57	57	3/4	3/4	2/2	2	1		Ger6		F	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
58	58	0	0	2/2	2	1		V}		F	vi		V		V						}	M	0	1	1, 5, 2		1	1
59	59	0	0	2/2	2	1		i{		F	vi		i		i						{	m	0	1	0, -3, 1		0	0
60	60	0	0	2/2	2	1		V43		F	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
60	60	1/4	1/4	2/2	2	1		i		F	vi		i		i							m	0	1	0, -3, 1		0	0
60	60	1/2	1/2	2/2	2	1		V6		F	vi		V6		V		6					M	0	1	5, 2, 1		1	5
61	61	0	0	2/2	2	1		#viio43		F	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
62	62	0	0	2/2	2	1		i6		F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
62	62	1/4	1/4	2/2	2	1		#viio6		F	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
62	62	1/2	1/2	2/2	2	1		i}		F	vi		i		i						}	m	0	1	0, -3, 1		0	0
63	63	0	0	2/2	2	1		bII6{		F	vi		bII6		bII		6				{	M	0	1	-1, -4, -5		-5	-1
63	63	1/4	1/4	2/2	2	1		#viio2		F	vi		#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
63	63	1/2	1/2	2/2	2	1		i6		F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
64	64	0	0	2/2	2	1		bII6		F	vi		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
64	64	1/4	1/4	2/2	2	1		#viio2		F	vi		#viio2		#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
64	64	1/2	1/2	2/2	2	1		i6		F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
65	65	0	0	2/2	2	1		iio6		F	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
65	65	1/2	1/2	2/2	2	1		V(64)		F	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
65	65	3/4	3/4	2/2	2	1		V		F	vi		V		V							M	0	1	1, 5, 2		1	1
66	66	0	0	2/2	2	1		i(#74)}		F	vi		i(#74)		i			#74			}	m	0	1	0, -1, 1	5	0	0
67	67	0	0	2/2	2	1		i		F	vi		i		i							m	0	1	0, -3, 1		0	0
67	67	1/2	1/2	2/2	2	1		IV.V2		F	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
68	68	0	0	2/2	2	1		I{		F	IV		I		I						{	M	0	0	0, 4, 1		0	0
69	69	0	0	2/2	2	1		V43		F	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	69	1/2	1/2	2/2	2	1		V7		F	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	70	0	0	2/2	2	1		I		F	IV		I		I							M	0	0	0, 4, 1		0	0
71	71	0	0	2/2	2	1		V43		F	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
71	71	1/2	1/2	2/2	2	1		V7		F	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	0	0	2/2	2	1		I		F	IV		I		I							M	0	0	0, 4, 1		0	0
73	73	0	0	2/2	2	1		I.V43/ii		F	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
74	74	0	0	2/2	2	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
74	74	1/2	1/2	2/2	2	1		ii2		F	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
75	75	0	0	2/2	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
75	75	1/2	1/2	2/2	2	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
76	76	0	0	2/2	2	1		i		F	I		i		i							m	0	0	0, -3, 1		0	0
77	77	0	0	2/2	2	1		bVI		F	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
78	78	0	0	2/2	2	1		Ger6		F	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
79	79	0	0	2/2	2	1		V}		F	I		V		V						}	M	0	0	1, 5, 2		1	1
79	79	5/8	5/8	2/2	2	1		viio/V		F	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
80	80	0	0	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
80	80	1/8	1/8	2/2	2	1		viio/V		F	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
80	80	1/2	1/2	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
80	80	5/8	5/8	2/2	2	1		viio/V		F	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
81	81	0	0	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
81	81	1/2	1/2	2/2	2	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
82	82	0	0	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
82	82	1/8	1/8	2/2	2	1		V6/ii		F	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
82	82	1/2	1/2	2/2	2	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
82	82	5/8	5/8	2/2	2	1		V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
83	83	0	0	2/2	2	1		I6{		F	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
83	83	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
84	84	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
84	84	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
85	85	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
85	85	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
86	86	0	0	2/2	2	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
86	86	1/4	1/4	2/2	2	1		V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
86	86	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
87	87	0	0	2/2	2	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
87	87	1/2	1/2	2/2	2	1		vi	IV6	F	I		vi		vi							m	0	0	3, 0, 4		3	3
87	87	3/4	3/4	2/2	2	1		V65/V		F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
88	88	0	0	2/2	2	1		V(4)}		F	I		V(4)		V			4			}	M	0	0	1, 0, 2		1	1
88	88	1/4	1/4	2/2	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
89	89	0	0	2/2	2	1		I6{		F	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
89	89	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
90	90	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
90	90	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
91	91	0	0	2/2	2	1		V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
91	91	1/2	1/2	2/2	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
92	92	0	0	2/2	2	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
92	92	1/4	1/4	2/2	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
92	92	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
92	92	3/4	3/4	2/2	2	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
93	93	0	0	2/2	2	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
93	93	3/8	3/8	2/2	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
93	93	1/2	1/2	2/2	2	1		V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
93	93	3/4	3/4	2/2	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
94	94	0	0	2/2	2	1		I(74)}		F	I		I(74)		I			74			}	M	0	0	0, -1, 1	5	0	0
94	94	1/2	1/2	2/2	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
95	95	0	0	2/2	2	1		i.i{		F	i		i		i						{	m	0	1	0, -3, 1		0	0
95	95	1/2	1/2	2/2	2	1		iv7		F	i		iv7		iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
96	96	0	0	2/2	2	1		V7/III		F	i		V7/III		V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
96	96	1/2	1/2	2/2	2	1		IIIM7		F	i		IIIM7		III	M	7					MM7	0	1	-3, 1, -2, 2		-3	-3
97	97	0	0	2/2	2	1		VIM7		F	i		VIM7		VI	M	7					MM7	0	1	-4, 0, -3, 1		-4	-4
97	97	1/2	1/2	2/2	2	1		ii7		F	i		ii7		ii		7					mm7	0	1	2, -1, 3, 0		2	2
98	98	0	0	2/2	2	1		V7		F	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
98	98	1/2	1/2	2/2	2	1		i}		F	i		i		i						}	m	0	1	0, -3, 1		0	0
98	98	5/8	5/8	2/2	2	1		bIII.viio64{		F	bIII		viio64		vii	o	64				{	o	0	0	-1, 5, 2		5	-1
98	98	3/4	3/4	2/2	2	1		I6		F	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
98	98	7/8	7/8	2/2	2	1		viio6		F	bIII		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
99	99	0	0	2/2	2	1		I		F	bIII		I		I							M	0	0	0, 4, 1		0	0
100	100	1/4	1/4	2/2	2	1		V65		F	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
100	100	3/4	3/4	2/2	2	1		I		F	bIII		I		I							M	0	0	0, 4, 1		0	0
101	101	0	0	2/2	2	1		ii6		F	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
101	101	1/2	1/2	2/2	2	1		V(64)		F	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
101	101	3/4	3/4	2/2	2	1		V7		F	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	102	0	0	2/2	2	1		I(94)}		F	bIII		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
102	102	1/2	1/2	2/2	2	1		I		F	bIII		I		I							M	0	0	0, 4, 1		0	0
103	103	0	0	2/2	2	1		V/ii		F	bIII		V/ii		V				ii			M	0	0	3, 7, 4		3	3
103	103	1/2	1/2	2/2	2	1		viio7/V/ii		F	bIII		viio7/V/ii		vii	o	7		V/ii			o7	0	0	8, 5, 2, -1		8	8
104	104	0	0	2/2	2	1		#viio43/ii		F	bIII		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
104	104	1/4	1/4	2/2	2	1		V43/ii		F	bIII		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
104	104	1/2	1/2	2/2	2	1		ii		F	bIII		ii		ii							m	0	0	2, -1, 3		2	2
105	105	0	0	2/2	2	1		V		F	bIII		V		V							M	0	0	1, 5, 2		1	1
105	105	1/2	1/2	2/2	2	1		viio7/V		F	bIII		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
106	106	0	0	2/2	2	1		vii%7		F	bIII		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
106	106	1/4	1/4	2/2	2	1		V43		F	bIII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
106	106	1/2	1/2	2/2	2	1		I}		F	bIII		I		I						}	M	0	0	0, 4, 1		0	0
106	106	3/4	3/4	2/2	2	1		i.i{		F	i		i		i						{	m	0	1	0, -3, 1		0	0
106	106	7/8	7/8	2/2	2	1		v6		F	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
107	107	0	0	2/2	2	1		viio6/V		F	i		viio6/V		vii	o	6		V			o	0	1	3, 0, 6		6	3
107	107	1/4	1/4	2/2	2	1		#viio		F	i		#viio		#vii	o						o	0	1	5, 2, -1		5	5
107	107	1/2	1/2	2/2	2	1		I		F	i		I		I							M	0	1	0, 4, 1		0	0
107	107	3/4	3/4	2/2	2	1		viio7/V		F	i		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
108	108	0	0	2/2	2	1		V(64)}		F	i		V(64)		V			64			}	M	0	1	1, 0, -3		1	1
108	108	1/2	1/2	2/2	2	1		V		F	i		V		V							M	0	1	1, 5, 2		1	1
109	109	0	0	2/2	2	1		V7{		F	i		V7		V		7				{	Mm7	0	1	1, 5, 2, -1		1	1
109	109	1/2	1/2	2/2	2	1		VI(6#2)		F	i		VI(6#2)		VI			6#2				M	0	1	-4, 5, -1		-4	-4
109	109	3/4	3/4	2/2	2	1		VI		F	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
110	110	0	0	2/2	2	1		V2/III		F	i		V2/III		V		2		III			Mm7	0	1	-4, -2, 2, -1		-2	-4
110	110	1/2	1/2	2/2	2	1		IIIM65		F	i		IIIM65		III	M	65					MM7	0	1	1, -2, 2, -3		-3	1
111	111	0	0	2/2	2	1		VIM2		F	i		VIM2		VI	M	2					MM7	0	1	1, -4, 0, -3		-4	1
111	111	1/2	1/2	2/2	2	1		ii%65		F	i		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
112	112	0	0	2/2	2	1		V2		F	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
112	112	1/2	1/2	2/2	2	1		i6		F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
112	112	5/8	5/8	2/2	2	1		#viio6		F	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
112	112	3/4	3/4	2/2	2	1		i		F	i		i		i							m	0	1	0, -3, 1		0	0
112	112	7/8	7/8	2/2	2	1		v6		F	i		v6		v		6					m	0	1	-2, 2, 1		1	-2
113	113	0	0	2/2	2	1		Ger6		F	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
113	113	1/2	1/2	2/2	2	1		viio65/V		F	i		viio65/V		vii	o	65		V			o7	0	1	3, 0, -3, 6		6	3
114	114	0	0	2/2	2	1		V		F	i		V		V							M	0	1	1, 5, 2		1	1
114	114	1/4	1/4	2/2	2	1		#viio7		F	i		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
