key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
e- minor	[0.0, 0.0, 0.167, 1.0, 0.0, 0.167, 0.5, 0.0, 0.0, 0.0, 0.833, 0.0]	0.0	8.0	8.0	1	5	4
G- major	[0.0, 0.905, 0.0, 0.0, 0.0, 0.333, 1.0, 0.0, 0.238, 0.0, 0.524, 0.048]	8.0	16.0	2.0	5	9	4
b- minor	[0.0, 1.0, 0.0, 0.0, 0.4, 0.6, 0.4, 0.0, 0.0, 0.0, 1.0, 0.0]	16.0	20.0	2.0	9	11	2
f minor	[0.0, 0.0, 0.0, 0.0, 0.167, 0.833, 0.167, 0.0, 0.5, 0.0, 0.167, 1.0]	20.0	24.0	1.0	11	13	2
A- major	[0.212, 0.353, 0.094, 1.0, 0.0, 0.165, 0.047, 0.224, 0.576, 0.0, 0.259, 0.118]	24.0	46.0	2.0	13	24	11
a- minor	[0.0, 0.0, 0.174, 0.696, 0.174, 0.087, 0.0, 0.043, 1.0, 0.0, 0.217, 0.435]	46.0	52.0	1.0	24	27	3
A- major	[0.164, 0.309, 0.0, 1.0, 0.0, 0.036, 0.0, 0.182, 0.927, 0.0, 0.218, 0.2]	52.0	67.0	2.0	27	34	7
e- minor	[0.0, 0.007, 0.174, 0.931, 0.0, 0.111, 0.285, 0.021, 0.153, 0.111, 1.0, 0.438]	67.0	110.0	1.0	34	55	21
