mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	1/4	1/4	3/4	4	1		g#.i	g#	i		i		i							m	1	1	0, -3, 1		0	0
3	2	0	0	3/4	4	1		V43	g#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	2	1/2	1/2	3/4	4	1		i	g#	i		i		i							m	1	1	0, -3, 1		0	0
4	3	0	0	3/4	4	1		V65	g#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	3	1/4	1/4	3/4	4	1		i	g#	i		i		i							m	1	1	0, -3, 1		0	0
4	3	1/2	1/2	3/4	4	1		VI	g#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
5	4	0	0	3/4	4	1		iv7	g#	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
5	4	3/16	3/16	3/4	4	1		iio6	g#	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
5	4	1/4	1/4	3/4	4	1		V(64)	g#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
5	4	1/2	1/2	3/4	4	1		V7	g#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	5	0	0	3/4	4	1		i	g#	i		i		i							m	1	1	0, -3, 1		0	0
7	6	0	0	3/4	4	1		V43	g#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
7	6	1/2	1/2	3/4	4	1		i	g#	i		i		i							m	1	1	0, -3, 1		0	0
8	7	0	0	3/4	4	1		V65	g#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
8	7	1/4	1/4	3/4	4	1		i	g#	i		i		i							m	1	1	0, -3, 1		0	0
8	7	1/2	1/2	3/4	4	1		VI	g#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
9	8	0	0	3/4	4	1		iv7	g#	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
9	8	3/16	3/16	3/4	4	1		bII6	g#	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
9	8	1/4	1/4	3/4	4	1		V(64)	g#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
9	8	1/2	1/2	3/4	4	1		V7	g#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	9	0	0	3/4	4	1		i64	g#	i		i64		i		64					m	1	1	1, 0, -3		0	1
10	9	1/4	1/4	3/4	4	1		i	g#	i		i		i							m	1	1	0, -3, 1		0	0
10	9	1/2	1/2	3/4	4	1		V6/III	g#	i		V6/III		V		6		III			M	1	1	2, -1, -2		-2	2
11	10	0	0	3/4	4	1		V65/III	g#	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
11	10	1/2	1/2	3/4	4	1		III(4)	g#	i		III(4)		III			4				M	1	1	-3, -4, -2		-3	-3
12	11	0	0	3/4	4	1		III	g#	i		III		III							M	1	1	-3, 1, -2		-3	-3
12	11	1/2	1/2	3/4	4	1		V6	g#	i		V6		V		6					M	1	1	5, 2, 1		1	5
13	12	0	0	3/4	4	1		V65	g#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
13	12	1/2	1/2	3/4	4	1		i(4)	g#	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
14	13	0	0	3/4	4	1		i	g#	i		i		i							m	1	1	0, -3, 1		0	0
15	14	0	0	3/4	4	1		V43	g#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
15	14	1/2	1/2	3/4	4	1		i	g#	i		i		i							m	1	1	0, -3, 1		0	0
16	15	0	0	3/4	4	1		V65	g#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
16	15	1/4	1/4	3/4	4	1		i	g#	i		i		i							m	1	1	0, -3, 1		0	0
16	15	1/2	1/2	3/4	4	1		VI	g#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
17	16	0	0	3/4	4	1		bII6(9)	g#	i		bII6(9)		bII		6	9				M	1	1	-1, -4, -5	-3	-5	-1
17	16	3/16	3/16	3/4	4	1		bII6	g#	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
17	16	1/4	1/4	3/4	4	1		V(64)	g#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
17	16	1/2	1/2	3/4	4	1		V7	g#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	17	0	0	3/4	4	1		i64	g#	i		i64		i		64					m	1	1	1, 0, -3		0	1
18	17	1/2	1/2	3/4	4	1		V6/III	g#	i		V6/III		V		6		III			M	1	1	2, -1, -2		-2	2
19	18	0	0	3/4	4	1		V65/III	g#	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
19	18	1/2	1/2	3/4	4	1		III(4)	g#	i		III(4)		III			4				M	1	1	-3, -4, -2		-3	-3
20	19	0	0	3/4	4	1		III	g#	i		III		III							M	1	1	-3, 1, -2		-3	-3
20	19	1/2	1/2	3/4	4	1		V6	g#	i		V6		V		6					M	1	1	5, 2, 1		1	5
21	20	0	0	3/4	4	1		V65	g#	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
21	20	1/2	1/2	3/4	4	1		i(4)	g#	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
