key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
A major	[0.0, 0.878, 0.0, 0.0, 1.0, 0.0, 0.0, 0.122, 0.0, 0.755, 0.0, 0.204]	0.0	12.0	12.0	1	5	4
b minor	[0.0, 0.531, 0.906, 0.0, 0.188, 0.0, 1.0, 0.0, 0.0, 0.0, 0.344, 0.531]	12.0	21.0	3.0	5	8	3
A major	[0.0, 0.378, 0.324, 0.0, 1.0, 0.0, 0.432, 0.0, 0.432, 0.324, 0.0, 0.892]	21.0	33.0	3.0	8	12	4
a minor	[0.448, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.276, 0.379, 0.0, 0.448]	33.0	39.0	3.0	12	14	2
C major	[0.833, 0.0, 0.5, 0.0, 0.333, 0.583, 0.0, 1.0, 0.0, 0.417, 0.0, 0.5]	39.0	44.5	1.5	14	15	1
A major	[0.2, 0.39, 0.04, 0.04, 1.0, 0.0, 0.1, 0.14, 0.16, 0.36, 0.08, 0.32]	44.5	63.0	0.5	15	22	7
b minor	[0.0, 0.531, 0.844, 0.0, 0.188, 0.0, 1.0, 0.0, 0.0, 0.0, 0.344, 0.594]	63.0	72.0	3.0	22	25	3
A major	[0.112, 0.52, 0.413, 0.251, 1.0, 0.0, 0.464, 0.011, 0.296, 0.994, 0.0, 0.508]	72.0	126.0	3.0	25	42	17
