mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
17	16	0	0	2/2	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	16	3/8	3/8	2/2	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
17	16	1/2	1/2	2/2	2	1	vi6		F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
17	16	7/8	7/8	2/2	2	1	V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
18	17	0	0	2/2	2	1	IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
18	17	3/8	3/8	2/2	2	1	iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
18	17	1/2	1/2	2/2	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
18	17	7/8	7/8	2/2	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	18	0	0	2/2	2	1	viio6(2)}		F	I		viio6(2)		vii	o	6	2			}	o	0	0	2, -1, 0		5	2
19	18	1/2	1/2	2/2	2	1	viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
20	19	0	0	2/2	2	1	viio{		F	I		viio		vii	o					{	o	0	0	5, 2, -1		5	5
20	19	3/4	3/4	2/2	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
21	20	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
21	20	3/8	3/8	2/2	2	1	V7/IV		F	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
21	20	1/2	1/2	2/2	2	1	ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
22	21	0	0	2/2	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
22	21	1/2	1/2	2/2	2	1	V7(4)		F	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
22	21	3/4	3/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	22	0	0	2/2	2	1	viio6/V		F	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
24	23	0	0	2/2	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
25	24	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
25	24	1/2	1/2	2/2	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
26	25	0	0	2/2	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
26	25	1/2	1/2	2/2	2	1	ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
27	26	0	0	2/2	2	1	V65(4b2)}		F	I		V65(4b2)		V		65	4b2			}	Mm7	0	0	0, 2, -1, -4		1	0
27	26	1/2	1/2	2/2	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
28	27	0	0	2/2	2	1	viio6{		F	I		viio6		vii	o	6				{	o	0	0	2, -1, 5		5	2
28	27	3/4	3/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	0	0	2/2	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
29	28	1/4	1/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	3/4	3/4	2/2	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	29	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
30	29	1/4	1/4	2/2	2	1	V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
30	29	3/4	3/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	30	0	0	2/2	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	30	1/4	1/4	2/2	2	1	V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	0	0	2/2	2	1	I}		F	I		I		I						}	M	0	0	0, 4, 1		0	0
32	31	3/4	3/4	2/2	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
33	32	0	0	2/2	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
33	32	1/4	1/4	2/2	2	1	V.ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
33	32	1/2	1/2	2/2	2	1	V6/ii		F	V		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
33	32	3/4	3/4	2/2	2	1	{		F	V										{		0	0				
34	33	0	0	2/2	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
34	33	3/4	3/4	2/2	2	1	V7/ii		F	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
35	34	0	0	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
35	34	1/4	1/4	2/2	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
35	34	1/2	1/2	2/2	2	1	V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
36	35	0	0	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
36	35	1/2	1/2	2/2	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	36	0	0	2/2	2	1	i6		F	V		i6		i		6					m	0	0	-3, 1, 0		0	-3
37	36	1/4	1/4	2/2	2	1	i		F	V		i		i							m	0	0	0, -3, 1		0	0
37	36	1/2	1/2	2/2	2	1	V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	37	0	0	2/2	2	1	i		F	V		i		i							m	0	0	0, -3, 1		0	0
38	37	1/2	1/2	2/2	2	1	i2		F	V		i2		i		2					mm7	0	0	-2, 0, -3, 1		0	-2
39	38	0	0	2/2	2	1	bVI		F	V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
39	38	1/2	1/2	2/2	2	1	i64		F	V		i64		i		64					m	0	0	1, 0, -3		0	1
40	39	0	0	2/2	2	1	viio7/V		F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
40	39	1/2	1/2	2/2	2	1	i64		F	V		i64		i		64					m	0	0	1, 0, -3		0	1
41	40	0	0	2/2	2	1	bVI		F	V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
41	40	1/2	1/2	2/2	2	1	It6		F	V		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
42	41	0	0	2/2	2	1	V}		F	V		V		V						}	M	0	0	1, 5, 2		1	1
42	41	1/2	1/2	2/2	2	1	{		F	V										{		0	0				
44	43	0	0	2/2	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	43	1/4	1/4	2/2	2	1	V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
44	43	1/2	1/2	2/2	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	43	3/4	3/4	2/2	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
45	44	0	0	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
45	44	1/4	1/4	2/2	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
45	44	1/2	1/2	2/2	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
45	44	3/4	3/4	2/2	2	1	IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
46	45	0	0	2/2	2	1	V(64)}		F	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
46	45	1/4	1/4	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
46	45	1/2	1/2	2/2	2	1	V/ii{		F	V		V/ii		V				ii		{	M	0	0	3, 7, 4		3	3
47	46	0	0	2/2	2	1	#vi%7/ii		F	V		#vi%7/ii		#vi	%	7		ii			%7	0	0	5, 2, -1, 3		5	5
47	46	1/4	1/4	2/2	2	1	V65/ii		F	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
47	46	1/2	1/2	2/2	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
47	46	3/4	3/4	2/2	2	1	#viio6/ii		F	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
48	47	0	0	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
48	47	3/4	3/4	2/2	2	1	V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
49	48	0	0	2/2	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
49	48	1/4	1/4	2/2	2	1	V65/V		F	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
49	48	1/2	1/2	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
49	48	3/4	3/4	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
50	49	0	0	2/2	2	1	I}		F	V		I		I						}	M	0	0	0, 4, 1		0	0
50	49	1/2	1/2	2/2	2	1	V{		F	V		V		V						{	M	0	0	1, 5, 2		1	1
51	50	1/4	1/4	2/2	2	1	V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	50	1/2	1/2	2/2	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	50	3/4	3/4	2/2	2	1	V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
52	51	0	0	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
52	51	1/4	1/4	2/2	2	1	viio6		F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
52	51	1/2	1/2	2/2	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
52	51	3/4	3/4	2/2	2	1	viio(#3)/IV		F	V		viio(#3)/IV		vii	o		#3	IV			o	0	0	4, 8, -2		4	4
53	52	0	0	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	53	0	0	2/2	2	1	V(4)}		F	V		V(4)		V			4			}	M	0	0	1, 0, 2		1	1
54	53	1/4	1/4	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
54	53	1/2	1/2	2/2	2	1	vi{		F	V		vi		vi						{	m	0	0	3, 0, 4		3	3
55	54	1/4	1/4	2/2	2	1	#viio43/ii		F	V		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
55	54	1/2	1/2	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
55	54	3/4	3/4	2/2	2	1	#viio6/ii		F	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
56	55	0	0	2/2	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
56	55	1/4	1/4	2/2	2	1	V2/V		F	V		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
56	55	1/2	1/2	2/2	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
56	55	3/4	3/4	2/2	2	1	V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
57	56	0	0	2/2	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
57	56	1/4	1/4	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
57	56	1/2	1/2	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
57	56	3/4	3/4	2/2	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	57	0	0	2/2	2	1	I}		F	V		I		I						}	M	0	0	0, 4, 1		0	0
58	57	1/4	1/4	2/2	2	1	{		F	V										{		0	0				
58	57	3/4	3/4	2/2	2	1	viio43/V		F	V		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
59	58	0	0	2/2	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
59	58	1/4	1/4	2/2	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
59	58	1/2	1/2	2/2	2	1	iii6		F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
59	58	3/4	3/4	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
60	59	0	0	2/2	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
60	59	1/4	1/4	2/2	2	1	i		F	V		i		i							m	0	0	0, -3, 1		0	0
60	59	3/4	3/4	2/2	2	1	viio7/V		F	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
61	60	0	0	2/2	2	1	V(4)		F	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
61	60	1/4	1/4	2/2	2	1	V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
61	60	1/2	1/2	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
61	60	3/4	3/4	2/2	2	1	V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
62	61	0	0	2/2	2	1	I}		F	V		I		I						}	M	0	0	0, 4, 1		0	0
62	61	1/4	1/4	2/2	2	1	{		F	V										{		0	0				
62	61	3/4	3/4	2/2	2	1	V+65/IV		F	V		V+65/IV		V	+	65		IV			+7	0	0	4, 8, -2, 0		0	4
63	62	0	0	2/2	2	1	IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
63	62	1/4	1/4	2/2	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
63	62	3/4	3/4	2/2	2	1	V+43/V		F	V		V+43/V		V	+	43		V			+7	0	0	10, 0, 2, 6		2	10
64	63	0	0	2/2	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
64	63	1/4	1/4	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
64	63	3/4	3/4	2/2	2	1	V2/V		F	V		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
65	64	0	0	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
65	64	3/4	3/4	2/2	2	1	V43/V		F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
66	65	0	0	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
66	65	1/4	1/4	2/2	2	1	V43/V		F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
66	65	1/2	1/2	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
66	65	3/4	3/4	2/2	2	1	V43/V		F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
67	66	0	0	2/2	2	1	V}		F	V		V		V						}	M	0	0	1, 5, 2		1	1
67	66	1/4	1/4	2/2	2	1	{		F	V										{		0	0				
68	67	0	0	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
68	67	1/2	1/2	2/2	2	1	IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
69	68	0	0	2/2	2	1	vi		F	V		vi		vi							m	0	0	3, 0, 4		3	3
69	68	1/2	1/2	2/2	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
70	69	0	0	2/2	2	1	vi		F	V		vi		vi							m	0	0	3, 0, 4		3	3
70	69	3/4	3/4	2/2	2	1	V6/V		F	V		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
71	70	0	0	2/2	2	1	V[V}{		F	V	V	V		V						}{	M	0	0	1, 5, 2		1	1
71	70	1/4	1/4	2/2	2	1	I6		F	V	V	I6		I		6					M	0	0	4, 1, 0		0	4
71	70	1/2	1/2	2/2	2	1	IV		F	V	V	IV		IV							M	0	0	-1, 3, 0		-1	-1
71	70	3/4	3/4	2/2	2	1	V		F	V	V	V		V							M	0	0	1, 5, 2		1	1
72	71	0	0	2/2	2	1	I6		F	V	V	I6		I		6					M	0	0	4, 1, 0		0	4
72	71	1/4	1/4	2/2	2	1	#viio/ii		F	V	V	#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
72	71	1/2	1/2	2/2	2	1	V7		F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	71	3/4	3/4	2/2	2	1	V+6/IV		F	V	V	V+6/IV		V	+	6		IV			+	0	0	4, 8, 0		0	4
73	72	0	0	2/2	2	1	IV		F	V	V	IV		IV							M	0	0	-1, 3, 0		-1	-1
73	72	1/2	1/2	2/2	2	1	V7		F	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	73	0	0	2/2	2	1	V(64)		F	V	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
74	73	3/4	3/4	2/2	2	1	V7/V		F	V	V	V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
75	74	0	0	2/2	2	1	V(4)		F	V	V	V(4)		V			4				M	0	0	1, 0, 2		1	1
75	74	1/4	1/4	2/2	2	1	V		F	V	V	V		V							M	0	0	1, 5, 2		1	1
75	74	1/2	1/2	2/2	2	1	IV(4)		F	V	V	IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
75	74	3/4	3/4	2/2	2	1	IV		F	V	V	IV		IV							M	0	0	-1, 3, 0		-1	-1
76	75	0	0	2/2	2	1	iii(4)		F	V	V	iii(4)		iii			4				m	0	0	4, 3, 5		4	4
76	75	1/4	1/4	2/2	2	1	iii		F	V	V	iii		iii							m	0	0	4, 1, 5		4	4
76	75	1/2	1/2	2/2	2	1	ii(4)	V	F	V	V	ii(4)		ii			4				m	0	0	2, 1, 3		2	2
76	75	3/4	3/4	2/2	2	1	ii]	V7]	F	V	V	ii		ii							m	0	0	2, -1, 3		2	2
76	75	7/8	7/8	2/2	2	1	#viio7/vi		F	V		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
77	76	0	0	2/2	2	1	V(64)/ii		F	V		V(64)/ii		V			64	ii			M	0	0	3, 2, -1		3	3
78	77	0	0	2/2	2	1	V(4)/ii		F	V		V(4)/ii		V			4	ii			M	0	0	3, 2, 4		3	3
78	77	1/4	1/4	2/2	2	1	V(b94)/ii		F	V		V(b94)/ii		V			b94	ii			M	0	0	3, 2, 4	-9	3	3
78	77	1/2	1/2	2/2	2	1	V(b9)/ii		F	V		V(b9)/ii		V			b9	ii			M	0	0	3, 7, 4	-9	3	3
78	77	3/4	3/4	2/2	2	1	V7/ii		F	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
79	78	0	0	2/2	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
79	78	1/4	1/4	2/2	2	1	V/ii		F	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
79	78	3/4	3/4	2/2	2	1	V65/ii		F	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
80	79	0	0	2/2	2	1	ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
80	79	1/4	1/4	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
80	79	3/4	3/4	2/2	2	1	V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
81	80	0	0	2/2	2	1	I(4)		F	V		I(4)		I			4				M	0	0	0, -1, 1		0	0
81	80	3/8	3/8	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
81	80	1/2	1/2	2/2	2	1	ii6(2)		F	V		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
81	80	7/8	7/8	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
82	81	0	0	2/2	2	1	V(13)		F	V		V(13)		V			13				M	0	0	1, 5, 2	4	1	1
82	81	3/8	3/8	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
82	81	1/2	1/2	2/2	2	1	V7(4)		F	V		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
82	81	7/8	7/8	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
83	82	0	0	2/2	2	1	viio6/V		F	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
83	82	3/4	3/4	2/2	2	1	V43/V		F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
84	83	0	0	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
85	84	0	0	2/2	2	1	vii%7/V		F	V		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
86	85	0	0	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
87	86	0	0	2/2	2	1	Ger6		F	V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
88	87	0	0	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
89	88	0	0	2/2	2	1	V(4)		F	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
89	88	1/2	1/2	2/2	2	1	V		F	V		V		V							M	0	0	1, 5, 2		1	1
90	89	0	0	2/2	2	1	I}{		F	V		I		I						}{	M	0	0	0, 4, 1		0	0
90	89	3/4	3/4	2/2	2	1	viio6		F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
91	90	0	0	2/2	2	1	vi6		F	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
91	90	1/4	1/4	2/2	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
91	90	1/2	1/2	2/2	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
91	90	3/4	3/4	2/2	2	1	iii6		F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
92	91	0	0	2/2	2	1	#viio65/ii		F	V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
92	91	1/4	1/4	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
92	91	1/2	1/2	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
92	91	3/4	3/4	2/2	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
93	92	0	0	2/2	2	1	I}{		F	V		I		I						}{	M	0	0	0, 4, 1		0	0
93	92	3/4	3/4	2/2	2	1	viio6		F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
94	93	0	0	2/2	2	1	vi6		F	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
94	93	1/4	1/4	2/2	2	1	V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
94	93	1/2	1/2	2/2	2	1	IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
94	93	3/4	3/4	2/2	2	1	iii6		F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
95	94	0	0	2/2	2	1	#viio65/ii		F	V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
95	94	1/4	1/4	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
95	94	1/2	1/2	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
95	94	3/4	3/4	2/2	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
96	95	0	0	2/2	2	1	I}{		F	V		I		I						}{	M	0	0	0, 4, 1		0	0
96	95	1/4	1/4	2/2	2	1	I(#4#2)		F	V		I(#4#2)		I			#4#2				M	0	0	0, 9, 6		0	0
96	95	1/2	1/2	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
96	95	3/4	3/4	2/2	2	1	I(#4#2)		F	V		I(#4#2)		I			#4#2				M	0	0	0, 9, 6		0	0
97	96	0	0	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
97	96	1/4	1/4	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
97	96	1/2	1/2	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
97	96	3/4	3/4	2/2	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
98	97	0	0	2/2	2	1	I}{		F	V		I		I						}{	M	0	0	0, 4, 1		0	0
98	97	1/4	1/4	2/2	2	1	I(#4#2)		F	V		I(#4#2)		I			#4#2				M	0	0	0, 9, 6		0	0
98	97	1/2	1/2	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
98	97	3/4	3/4	2/2	2	1	I(#4#2)		F	V		I(#4#2)		I			#4#2				M	0	0	0, 9, 6		0	0
99	98	0	0	2/2	2	1	I		F	V		I		I							M	0	0	0, 4, 1		0	0
99	98	1/4	1/4	2/2	2	1	ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
99	98	1/2	1/2	2/2	2	1	V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
99	98	3/4	3/4	2/2	2	1	V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	99	0	0	2/2	2	1	I}		F	V		I		I						}	M	0	0	0, 4, 1		0	0
104	102	0	3/4	2/2	2	1	v.i		F	v		i		i							m	0	1	0, -3, 1		0	0
105	103	1/2	1/2	2/2	2	1	#viio		F	v		#viio		#vii	o						o	0	1	5, 2, -1		5	5
106	104	0	0	2/2	2	1	i[i		F	v	i	i		i							m	0	1	0, -3, 1		0	0
