321,108,59,,1,E,I,Development,d1,Theme f
330,111,62,,1,E,V7,,,
342,115,66,,1,C,iii,,,
345,116,67,,1,C,I,Development,d1,Theme f
354,119,70,,1,C,V7,,,
366,123,74,,1,C,I,,,
369,124,75,,1,None,None,Development,d1,Theme b'
372,125,76,,1,C,V6,,,
375,126,77,,1,C,I,,,
378,127,78,,1,C,IV,,,
380,127,78,,3,C,V65/V,,,
381,128,79,,1,C,V,,,
384,129,80,,1,C,IV,,,
386,129,80,,3,C,V65/V,,,
387,130,81,,1,C,V,,,
390,131,82,,1,c,iv,,,
392,131,82,,3,c,V,,,
393,132,83,,1,c,i,Development,d1,Theme f
402,135,86,,1,c,V7,,,
414,139,90,,1,c,i,,,
416,139,90,,3,E-,V,,,
417,140,91,,1,E-,I,Development,d1,Theme f
426,143,94,,1,E-,V7,,,
438,147,98,,1,E-,I,,,
441,148,99,,1,None,None,Development,d1,Theme b''
444,149,100,,1,E-,V65,,,
447,150,101,,1,E-,I,,,
450,151,102,,1,E-,IV,,,
452,151,102,,3,E-,V65/V,,,
453,152,103,,1,E-,V,,,
456,153,104,,1,E-,IV,,,
458,153,104,,3,E-,V65/V,,,
459,154,105,,1,E-,V,,,
462,155,106,,1,g,iv6,,,
465,156,107,,1,g,viio,,,
468,157,108,,1,g,iv6,,,
471,158,109,,1,g,V6,,,
474,159,110,,1,g,i,,,
476,159,110,,3,g,viio7/V,,,
477,160,111,,1,D,I,Development,Re-transition,Theme f
486,163,114,,1,D,V7,,,
498,167,118,,1,D,I,,,
501,168,119,,1,None,None,Development,Re-transition,Theme g
507,170,121,,1,G,V7,,,
513,172,123,,1,G,I,Recapitulation,First Subject Group,Theme a
522,175,126,,1,G,IV,,,
528,177,128,,1,G,V43,,,
534,179,130,,1,G,I,Recapitulation,Transition,Theme b
537,180,131,,1,G,V6,,,
540,181,132,,1,G,I,,,
543,182,133,,1,G,V43,,,
546,183,134,,1,G,I6,,,
546.5,183,134,,1.5,None,None,Recapitulation,Transition,Theme c
558,187,138,,1,G,IV,,,
570,191,142,,1,D,V7,,,
582,195,146,,1,D,I,Recapitulation,Second Subject Group,Theme d
585,196,147,,1,D,V65,,,
588,197,148,,1,G,V7,,,
591,198,149,,1,G,I,,,
594,199,150,,1,D,I,Recapitulation,Second Subject Group,Theme d
597,200,151,,1,D,V65,,,
600,201,152,,1,G,V7,,,
603,202,153,,1,G,I,,,
606,203,154,,1,G,V,Recapitulation,Second Subject Group,Theme d'
609,204,155,,1,G,vi,,,
612,205,156,,1,G,V42/V,,,
615,206,157,,1,G,V7,,,
621,208,159,,1,G,viio42,,,
624,209,160,,1,G,V7,,,
626,209,160,,3,G,V42,,,
627,210,161,,1,G,I6,,,
629,210,161,,3,G,I,,,
630,211,162,,1,G,V7,,,
633,212,163,,1,G,viio42,,,
636,213,164,,1,G,V7,,,
638,213,164,,3,G,V42,,,
639,214,165,,1,G,I6,,,
641,214,165,,3,G,I,,,
642,215,166,,1,G,IV,,,
644,215,166,,3,G,ii6,,,
645,216,167,,1,G,I64,,,
647,216,167,,3,G,V7,,,
648,217,168,,1,G,I,Recapitulation,Second Subject Group,Theme e'
651,218,169,,1,G,V43,,,
654,219,170,,1,G,I6,,,
657,220,171,,1,G,V43,,,
660,221,172,,1,E,I6,,,
663,222,173,,1,E,V43,,,
666,223,=,52,1,,,,,
675,226,=,55,1,,,,,
678,227,=,56,1,,,,,
681,228,=,57,1,,,,,
687,230,=,59,1,,,,,
696,233,=,62,1,,,,,
708,237,=,66,1,,,,,
711,238,=,67,1,,,,,
720,241,=,70,1,,,,,
732,245,=,74,1,,,,,
735,246,=,75,1,,,,,
738,247,=,76,1,,,,,
741,248,=,77,1,,,,,
744,249,=,78,1,,,,,
746,249,=,78,3,,,,,
747,250,=,79,1,,,,,
750,251,=,80,1,,,,,
752,251,=,80,3,,,,,
753,252,=,81,1,,,,,
756,253,=,82,1,,,,,
758,253,=,82,3,,,,,
759,254,=,83,1,,,,,
768,257,=,86,1,,,,,
780,261,=,90,1,,,,,
782,261,=,90,3,,,,,
783,262,=,91,1,,,,,
792,265,=,94,1,,,,,
804,269,=,98,1,,,,,
807,270,=,99,1,,,,,
810,271,=,100,1,,,,,
813,272,=,101,1,,,,,
816,273,=,102,1,,,,,
818,273,=,102,3,,,,,
819,274,=,103,1,,,,,
822,275,=,104,1,,,,,
824,275,=,104,3,,,,,
825,276,=,105,1,,,,,
828,277,=,106,1,,,,,
831,278,=,107,1,,,,,
834,279,=,108,1,,,,,
837,280,=,109,1,,,,,
840,281,=,110,1,,,,,
842,281,=,110,3,,,,,
843,282,=,111,1,,,,,
852,285,=,114,1,,,,,
864,289,=,118,1,,,,,
867,290,=,119,1,,,,,
873,292,=,121,1,,,,,
879,294,=,123,1,,,,,
888,297,=,126,1,,,,,
894,299,=,128,1,,,,,
900,301,=,130,1,,,,,
903,302,=,131,1,,,,,
906,303,=,132,1,,,,,
909,304,=,133,1,,,,,
912,305,=,134,1,,,,,
912.5,305,=,134,1.5,,,,,
924,309,=,138,1,,,,,
936,313,=,142,1,,,,,
948,317,=,146,1,,,,,
951,318,=,147,1,,,,,
954,319,=,148,1,,,,,
957,320,=,149,1,,,,,
960,321,=,150,1,,,,,
963,322,=,151,1,,,,,
966,323,=,152,1,,,,,
969,324,=,153,1,,,,,
972,325,=,154,1,,,,,
975,326,=,155,1,,,,,
978,327,=,156,1,,,,,
981,328,=,157,1,,,,,
987,330,=,159,1,,,,,
990,331,=,160,1,,,,,
992,331,=,160,3,,,,,
993,332,=,161,1,,,,,
995,332,=,161,3,,,,,
996,333,=,162,1,,,,,
999,334,=,163,1,,,,,
1002,335,=,164,1,,,,,
1004,335,=,164,3,,,,,
1005,336,=,165,1,,,,,
1007,336,=,165,3,,,,,
1008,337,=,166,1,,,,,
1010,337,=,166,3,,,,,
1011,338,=,167,1,,,,,
1013,338,=,167,3,,,,,
1014,339,=,168,1,,,,,
1017,340,=,169,1,,,,,
1020,341,170a,170,1,G,I6,,,
1023,342,171a,171,1,G,V43,,,
1026,343,172a,172,1,G,I,,,
1029,344,173a,173,1,G,V7,,,
1032,345,174,,1,G,I6,,,
1035,346,175,,1,G,V43,,,
1038,347,176,,1,G,I,Recapitulation,Coda,Theme a'
1047,350,179,,1,G,IV6,,,
1050,351,180,,1,G,vi6,,,
1056,353,182,,1,G,V7,,,
1059,354,183,,1,G,I,,,
1062,355,184,,1,None,None,Recapitulation,Coda,Theme a'
1071,358,187,,1,G,IV6,,,
1074,359,188,,1,G,vi6,,,
1080,361,190,,1,G,V7,,,
1083,362,191,,1,G,I,Recapitulation,Coda,Theme f'
1092,365,194,,1,G,V7,,,
1095,366,195,,1,G,I,Recapitulation,Coda,Theme f'
1104,369,198,,1,G,V7,,,
1107,370,199,,1,G,I,,,
