mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	4	1		a.i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
2	2	0	0	6/8	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
2	2	3/8	3/8	6/8	4	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	0	0	6/8	4	1		i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
3	3	3/8	3/8	6/8	4	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	0	0	6/8	4	1		i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
4	4	3/8	3/8	6/8	4	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	0	0	6/8	4	1	1	i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
7	7	0	0	6/8	4	1	1	i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
9	9	0	0	6/8	4	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
9	9	3/8	3/8	6/8	4	1		V7/VI	a	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
10	10	0	0	6/8	4	1		VI(94)	a	i		VI(94)		VI			94				M	1	1	-4, 2, -3	-2	-4	-4
10	10	1/8	1/8	6/8	4	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
10	10	3/8	3/8	6/8	4	1		V7/iv	a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
11	11	0	0	6/8	4	1		iv(974)	a	i		iv(974)		iv			974				m	1	1	-1, -2, 0	1, -3	-1	-1
11	11	1/8	1/8	6/8	4	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
11	11	3/8	3/8	6/8	4	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
12	12	0	0	6/8	4	1		V/iv	a	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
12	12	3/8	3/8	6/8	4	1		V7/iv	a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
