key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
G major	[0.074, 0.004, 0.217, 0.0, 0.106, 0.0, 0.074, 0.296, 0.009, 0.017, 0.0, 0.202]	0.0	17.0	17.0	1	7	6
B major	[0.091, 0.031, 0.01, 0.134, 0.112, 0.01, 0.284, 0.052, 0.015, 0.036, 0.044, 0.181]	17.0	33.0	16.0	7	13	6
G major	[0.13, 0.01, 0.209, 0.024, 0.09, 0.007, 0.078, 0.139, 0.03, 0.118, 0.0, 0.164]	33.0	71.0	38.0	13	26	13
B major	[0.117, 0.02, 0.025, 0.094, 0.195, 0.01, 0.198, 0.087, 0.015, 0.035, 0.035, 0.169]	71.0	87.0	16.0	26	32	6
G major	[0.083, 0.014, 0.2, 0.03, 0.072, 0.007, 0.085, 0.204, 0.019, 0.129, 0.005, 0.153]	87.0	138.0	51.0	32	46	14
