mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/2	4	1		Bb.I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
6	6	0	0	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	1/2	1/2	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
8	8	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
10	10	0	0	2/2	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	0	0	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	11	1/2	1/2	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
12	12	0	0	2/2	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
12	12	1/2	1/2	2/2	4	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
13	13	0	0	2/2	4	1		V\\	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
13	13	1/2	1/2	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
14	14	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
14	14	1/2	1/2	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
15	15	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
15	15	1/2	1/2	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
16	16	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
16	16	1/2	1/2	2/2	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
17	17	0	0	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
17	17	1/4	1/4	2/2	4	1		V/V	Bb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
17	17	1/2	1/2	2/2	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
17	17	3/4	3/4	2/2	4	1		V/V	Bb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
18	18	0	0	2/2	4	1		V\\	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
19	19	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
24	24	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
25	25	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
26	26	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	27	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
28	28	0	0	2/2	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	29	0	0	2/2	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
29	29	1/2	1/2	2/2	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	0	0	2/2	4	1		vi6	Bb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
30	30	1/2	1/2	2/2	4	1		viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
31	31	0	0	2/2	4	1		#viio65/iii	Bb	I		#viio65/iii		#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6
31	31	1/2	1/2	2/2	4	1		iii6	Bb	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
32	32	0	0	2/2	4	1		II.ii	Bb	II		ii		ii							m	0	0	2, -1, 3		2	2
32	32	1/4	1/4	2/2	4	1		ii%7	Bb	II		ii%7		ii	%	7					%7	0	0	2, -1, -4, 0		2	2
32	32	1/2	1/2	2/2	4	1		V7	Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	0	0	2/2	4	1		I	Bb	II		I		I							M	0	0	0, 4, 1		0	0
33	33	1/4	1/4	2/2	4	1		I[I	Bb	II	I	I		I							M	0	0	0, 4, 1		0	0
34	34	0	0	2/2	4	1		V2	Bb	II	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
35	35	0	0	2/2	4	1		I6	Bb	II	I	I6		I		6					M	0	0	4, 1, 0		0	4
36	36	0	0	2/2	4	1		V43	Bb	II	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
36	36	1/4	1/4	2/2	4	1		V65	Bb	II	I	V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
36	36	1/2	1/2	2/2	4	1		V7	Bb	II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	3/4	3/4	2/2	4	1		V43	Bb	II	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	0	0	2/2	4	1		I64	Bb	II	I	I64		I		64					M	0	0	1, 0, 4		0	1
38	38	0	0	2/2	4	1		V7	Bb	II	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	2/2	4	1		I64]	Bb	II	I	I64		I		64					M	0	0	1, 0, 4		0	1
40	40	0	0	2/2	4	1		V65	Bb	II		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
41	41	0	0	2/2	4	1		I	Bb	II		I		I							M	0	0	0, 4, 1		0	0
41	41	1/4	1/4	2/2	4	1		V7	Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	1/2	1/2	2/2	4	1		I	Bb	II		I		I							M	0	0	0, 4, 1		0	0
41	41	3/4	3/4	2/2	4	1		V7	Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	0	0	2/2	4	1		I	Bb	II		I		I							M	0	0	0, 4, 1		0	0
42	42	1/4	1/4	2/2	4	1		V7	Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	1/2	1/2	2/2	4	1		I	Bb	II		I		I							M	0	0	0, 4, 1		0	0
42	42	3/4	3/4	2/2	4	1		V7	Bb	II		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	2/2	4	1		I	Bb	II		I		I							M	0	0	0, 4, 1		0	0
44	44	0	0	2/2	4	1		I\\	Bb	II		I		I						\\	M	0	0	0, 4, 1		0	0
44	44	3/4	3/4	2/2	4	1		V.V	Bb	V		V		V							M	0	0	1, 5, 2		1	1
45	45	0	0	2/2	4	1		I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
47	47	0	0	2/2	4	1		V65	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	47	3/8	3/8	2/2	4	1		I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
47	47	1/2	1/2	2/2	4	1		V65	Bb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	47	7/8	7/8	2/2	4	1		I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
48	48	0	0	2/2	4	1		V	Bb	V		V		V							M	0	0	1, 5, 2		1	1
49	49	0	0	2/2	4	1		v.i	Bb	v		i		i							m	0	1	0, -3, 1		0	0
