mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
18	18	0	0	6/8	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
18	18	3/8	3/8	6/8	4	1		iv6	A	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
19	19	0	0	6/8	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
19	19	3/8	3/8	6/8	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
20	20	0	0	6/8	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	3/8	3/8	6/8	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
20	20	5/8	5/8	6/8	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
21	21	0	0	6/8	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
21	21	3/8	3/8	6/8	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
22	22	0	0	6/8	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	1/8	1/8	6/8	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	1/4	1/4	6/8	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
22	22	3/8	3/8	6/8	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	1/2	1/2	6/8	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
22	22	5/8	5/8	6/8	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
23	23	0	0	6/8	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
24	24	0	0	6/8	4	1		V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
25	25	0	0	6/8	4	1		v.i	A	v		i	i							m	0	1	0, -3, 1		0	0
26	26	0	0	6/8	4	1		VI	A	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
26	26	3/8	3/8	6/8	4	1		V	A	v		V	V							M	0	1	1, 5, 2		1	1
27	27	0	0	6/8	4	1		i6	A	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
27	27	1/4	1/4	6/8	4	1		#viio6	A	v		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
27	27	3/8	3/8	6/8	4	1		i	A	v		i	i							m	0	1	0, -3, 1		0	0
27	27	5/8	5/8	6/8	4	1		#viio	A	v		#viio	#vii	o						o	0	1	5, 2, -1		5	5
28	28	0	0	6/8	4	1		i(94)	A	v		i(94)	i			94				m	0	1	0, -1, 1	2	0	0
28	28	1/4	1/4	6/8	4	1		viio7/V	A	v		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
28	28	3/8	3/8	6/8	4	1		V\\	A	v		V	V						\\	M	0	1	1, 5, 2		1	1
29	29	0	0	6/8	4	1		i	A	v		i	i							m	0	1	0, -3, 1		0	0
29	29	1/4	1/4	6/8	4	1		V43	A	v		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
29	29	3/8	3/8	6/8	4	1		i6	A	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
29	29	5/8	5/8	6/8	4	1		V6/iv	A	v		V6/iv	V		6		iv			M	0	1	4, 1, 0		0	4
30	30	0	0	6/8	4	1		iv	A	v		iv	iv							m	0	1	-1, -4, 0		-1	-1
30	30	1/4	1/4	6/8	4	1		V43/iv	A	v		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
30	30	3/8	3/8	6/8	4	1		iv6	A	v		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
30	30	5/8	5/8	6/8	4	1		ii%7	A	v		ii%7	ii	%	7					%7	0	1	2, -1, -4, 0		2	2
31	31	0	0	6/8	4	1		bVII.I(64)	A	bVII		I(64)	I			64				M	0	0	0, -1, 3		0	0
31	31	1/8	1/8	6/8	4	1		I	A	bVII		I	I							M	0	0	0, 4, 1		0	0
31	31	1/4	1/4	6/8	4	1		ii6	A	bVII		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
31	31	3/8	3/8	6/8	4	1		V7	A	bVII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	1/2	1/2	6/8	4	1		V(64)	A	bVII		V(64)	V			64				M	0	0	1, 0, 4		1	1
31	31	5/8	5/8	6/8	4	1		V7	A	bVII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	6/8	4	1		I(974)	A	bVII		I(974)	I			974				M	0	0	0, -1, 1	2, 5	0	0
32	32	3/8	3/8	6/8	4	1		I\\	A	bVII		I	I						\\	M	0	0	0, 4, 1		0	0
32	32	5/8	5/8	6/8	4	1		v.V	A	v		V	V							M	0	1	1, 5, 2		1	1
33	33	0	0	6/8	4	1		i6	A	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
33	33	3/8	3/8	6/8	4	1		i	A	v		i	i							m	0	1	0, -3, 1		0	0
34	34	0	0	6/8	4	1		VI	A	v		VI	VI							M	0	1	-4, 0, -3		-4	-4
34	34	3/8	3/8	6/8	4	1		V	A	v		V	V							M	0	1	1, 5, 2		1	1
35	35	0	0	6/8	4	1		i6	A	v		i6	i		6					m	0	1	-3, 1, 0		0	-3
35	35	1/4	1/4	6/8	4	1		#viio6	A	v		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
35	35	3/8	3/8	6/8	4	1		i	A	v		i	i							m	0	1	0, -3, 1		0	0
35	35	5/8	5/8	6/8	4	1		#viio	A	v		#viio	#vii	o						o	0	1	5, 2, -1		5	5
36	36	0	0	6/8	4	1		i(94)	A	v		i(94)	i			94				m	0	1	0, -1, 1	2	0	0
36	36	1/4	1/4	6/8	4	1		viio7/V	A	v		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
36	36	3/8	3/8	6/8	4	1		V\\	A	v		V	V						\\	M	0	1	1, 5, 2		1	1
37	37	0	0	6/8	4	1		V.I	A	V		I	I							M	0	0	0, 4, 1		0	0
37	37	1/4	1/4	6/8	4	1		V43	A	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	3/8	3/8	6/8	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
38	38	0	0	6/8	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
38	38	1/4	1/4	6/8	4	1		V43/IV	A	V		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
38	38	3/8	3/8	6/8	4	1		IV6	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
40	40	0	0	6/8	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
41	41	0	0	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
41	41	1/4	1/4	6/8	4	1		V6/ii	A	V		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
41	41	3/8	3/8	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
41	41	5/8	5/8	6/8	4	1		ii%2	A	V		ii%2	ii	%	2					%7	0	0	0, 2, -1, -4		2	0
42	42	0	0	6/8	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	3/8	3/8	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
42	42	1/2	1/2	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	42	5/8	5/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
44	44	0	0	6/8	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
44	44	3/8	3/8	6/8	4	1		V2/ii	A	V		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
45	45	0	0	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
45	45	3/8	3/8	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
46	46	0	0	6/8	4	1		V/iii	A	V		V/iii	V				iii			M	0	0	5, 9, 6		5	5
46	46	3/8	3/8	6/8	4	1		#viio6/iii	A	V		#viio6/iii	#vii	o	6		iii			o	0	0	6, 3, 9		9	6
47	47	0	0	6/8	4	1		iii6	A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
47	47	3/8	3/8	6/8	4	1		iii	A	V		iii	iii							m	0	0	4, 1, 5		4	4
48	48	0	0	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	0	0	6/8	4	1		I6(7)	A	V		I6(7)	I		6	7				M	0	0	4, 1, 5		0	4
49	49	1/8	1/8	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
49	49	3/8	3/8	6/8	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
49	49	1/2	1/2	6/8	4	1		IV6	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
50	50	0	0	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
50	50	1/2	1/2	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
52	52	0	0	6/8	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
52	52	3/8	3/8	6/8	4	1		V6	A	V		V6	V		6					M	0	0	5, 2, 1		1	5
53	53	0	0	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
53	53	3/8	3/8	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
54	54	0	0	6/8	4	1		vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
54	54	3/8	3/8	6/8	4	1		vi6	A	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
55	55	0	0	6/8	4	1		iii6	A	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
55	55	3/8	3/8	6/8	4	1		iii	A	V		iii	iii							m	0	0	4, 1, 5		4	4
56	56	0	0	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	3/8	3/8	6/8	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
57	57	0	0	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	57	3/8	3/8	6/8	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
58	58	0	0	6/8	4	1		V43	A	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
58	58	3/8	3/8	6/8	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
58	58	5/8	5/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
59	59	3/8	3/8	6/8	4	1		vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
60	60	0	0	6/8	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
60	60	3/8	3/8	6/8	4	1		viio/V	A	V		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
61	61	0	0	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
61	61	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	62	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
63	63	0	0	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
63	63	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	64	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
65	65	0	0	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
65	65	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
67	67	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
68	68	0	0	6/8	4	1		V2/IV	A	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
68	68	1/2	1/2	6/8	4	1		IV6	A	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
68	68	5/8	5/8	6/8	4	1		V65/IV	A	V		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
69	69	0	0	6/8	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
69	69	1/8	1/8	6/8	4	1		V43/ii	A	V		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
69	69	1/4	1/4	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
69	69	3/8	3/8	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
69	69	1/2	1/2	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	70	0	0	6/8	4	1		I(9)	A	V		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
70	70	1/8	1/8	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
71	71	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
72	72	0	0	6/8	4	1		V65(2)/ii	A	V		V65(2)/ii	V		65	2	ii			Mm7	0	0	7, 4, 1, -2		3	7
72	72	1/2	1/2	6/8	4	1		V65/ii	A	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
73	73	0	0	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
73	73	1/4	1/4	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
73	73	3/8	3/8	6/8	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
73	73	1/2	1/2	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	74	0	0	6/8	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
74	74	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	75	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
75	75	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
76	76	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	77	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
77	77	3/8	3/8	6/8	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	78	0	0	6/8	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
79	79	0	0	6/8	4	1	1	I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
80	79	0	0	6/8	4	1	2	I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
81	80	0	0	6/8	4	1		vi	A	V		vi	vi							m	0	0	3, 0, 4		3	3
83	82	0	0	6/8	4	1		#viio7/ii	A	V		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
83	82	1/2	1/2	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
83	82	5/8	5/8	6/8	4	1		#viio6/ii	A	V		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
84	83	0	0	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
85	84	0	0	6/8	4	1		#viio43/ii	A	V		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
85	84	1/2	1/2	6/8	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
85	84	5/8	5/8	6/8	4	1		#viio6/ii	A	V		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
86	85	0	0	6/8	4	1		ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
87	86	0	0	6/8	4	1		IV.viio43	A	IV		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
87	86	1/2	1/2	6/8	4	1		I6	A	IV		I6	I		6					M	0	0	4, 1, 0		0	4
87	86	5/8	5/8	6/8	4	1		viio6	A	IV		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
88	87	0	0	6/8	4	1		I	A	IV		I	I							M	0	0	0, 4, 1		0	0
89	88	0	0	6/8	4	1		V2	A	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
89	88	1/2	1/2	6/8	4	1		I6	A	IV		I6	I		6					M	0	0	4, 1, 0		0	4
89	88	5/8	5/8	6/8	4	1		V43	A	IV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
90	89	0	0	6/8	4	1		I	A	IV		I	I							M	0	0	0, 4, 1		0	0
90	89	1/8	1/8	6/8	4	1		I6	A	IV		I6	I		6					M	0	0	4, 1, 0		0	4
90	89	3/8	3/8	6/8	4	1		IV	A	IV		IV	IV							M	0	0	-1, 3, 0		-1	-1
90	89	1/2	1/2	6/8	4	1		IV6	A	IV		IV6	IV		6					M	0	0	3, 0, -1		-1	3
91	90	0	0	6/8	4	1		V(64)	A	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
91	90	3/8	3/8	6/8	4	1		V7	A	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	91	0	0	6/8	4	1		I\\	A	IV		I	I						\\	M	0	0	0, 4, 1		0	0
92	91	1/4	1/4	6/8	4	1		I[I	A	IV	I	I	I							M	0	0	0, 4, 1		0	0
93	92	0	0	6/8	4	1		V7/IV	A	IV	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
94	93	0	0	6/8	4	1		IV64	A	IV	I	IV64	IV		64					M	0	0	0, -1, 3		-1	0
95	94	0	0	6/8	4	1		V7	A	IV	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
96	95	3/8	3/8	6/8	4	1		I	A	IV	I	I	I							M	0	0	0, 4, 1		0	0
97	96	0	0	6/8	4	1		V7/IV	A	IV	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
98	97	0	0	6/8	4	1		IV64	A	IV	I	IV64	IV		64					M	0	0	0, -1, 3		-1	0
99	98	0	0	6/8	4	1		V7	A	IV	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	98	5/8	5/8	6/8	4	1		V2	A	IV	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
100	99	0	0	6/8	4	1		I6]	A	IV	I	I6	I		6					M	0	0	4, 1, 0		0	4
101	100	0	0	6/8	4	1		V2	A	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
101	100	3/8	3/8	6/8	4	1		V7	A	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	101	0	0	6/8	4	1		I	A	IV		I	I							M	0	0	0, 4, 1		0	0
103	102	0	0	6/8	4	1		IV	A	IV		IV	IV							M	0	0	-1, 3, 0		-1	-1
103	102	3/8	3/8	6/8	4	1		V	A	IV		V	V							M	0	0	1, 5, 2		1	1
104	103	0	0	6/8	4	1		I\\	A	IV		I	I						\\	M	0	0	0, 4, 1		0	0
105	104	0	0	6/8	4	1		V2	A	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
105	104	3/8	3/8	6/8	4	1		V7	A	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
106	105	0	0	6/8	4	1		I	A	IV		I	I							M	0	0	0, 4, 1		0	0
107	106	0	0	6/8	4	1		V2	A	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
107	106	3/8	3/8	6/8	4	1		V7	A	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
108	107	0	0	6/8	4	1		i\\	A	IV		i	i						\\	m	0	0	0, -3, 1		0	0
109	108	0	0	6/8	4	1		iv.iv	A	iv		iv	iv							m	0	1	-1, -4, 0		-1	-1
109	108	3/8	3/8	6/8	4	1		V	A	iv		V	V							M	0	1	1, 5, 2		1	1
109	108	1/2	1/2	6/8	4	1		V6	A	iv		V6	V		6					M	0	1	5, 2, 1		1	5
110	109	0	0	6/8	4	1		vi	A	iv		vi	vi							m	0	1	-4, -7, -3		-4	-4
110	109	3/8	3/8	6/8	4	1		V6	A	iv		V6	V		6					M	0	1	5, 2, 1		1	5
110	109	1/2	1/2	6/8	4	1		V64	A	iv		V64	V		64					M	0	1	2, 1, 5		1	2
111	110	0	0	6/8	4	1		i	A	iv		i	i							m	0	1	0, -3, 1		0	0
111	110	1/8	1/8	6/8	4	1		i6	A	iv		i6	i		6					m	0	1	-3, 1, 0		0	-3
111	110	3/8	3/8	6/8	4	1		V43	A	iv		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
111	110	1/2	1/2	6/8	4	1		V2	A	iv		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
112	111	0	0	6/8	4	1		i	A	iv		i	i							m	0	1	0, -3, 1		0	0
112	111	3/8	3/8	6/8	4	1		i2	A	iv		i2	i		2					mm7	0	1	-2, 0, -3, 1		0	-2
113	112	0	0	6/8	4	1		VI	A	iv		VI	VI							M	0	1	-4, 0, -3		-4	-4
113	112	3/8	3/8	6/8	4	1		i64	A	iv		i64	i		64					m	0	1	1, 0, -3		0	1
114	113	0	0	6/8	4	1		viio7/V	A	iv		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
116	115	0	0	6/8	4	1		i.i	A	i		i	i							m	0	1	0, -3, 1		0	0
116	115	3/8	3/8	6/8	4	1		i2	A	i		i2	i		2					mm7	0	1	-2, 0, -3, 1		0	-2
117	116	0	0	6/8	4	1		VI	A	i		VI	VI							M	0	1	-4, 0, -3		-4	-4
117	116	3/8	3/8	6/8	4	1		i64	A	i		i64	i		64					m	0	1	1, 0, -3		0	1
118	117	0	0	6/8	4	1		viio7/V	A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
120	119	0	0	6/8	4	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
120	119	3/8	3/8	6/8	4	1		V2	A	i		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
121	120	0	0	6/8	4	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
121	120	3/8	3/8	6/8	4	1		V64	A	i		V64	V		64					M	0	1	2, 1, 5		1	2
122	121	0	0	6/8	4	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
123	122	0	0	6/8	4	1		V43	A	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
123	122	3/8	3/8	6/8	4	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
124	123	0	0	6/8	4	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
124	123	3/8	3/8	6/8	4	1		V2	A	i		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
125	124	0	0	6/8	4	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
125	124	3/8	3/8	6/8	4	1		V64	A	i		V64	V		64					M	0	1	2, 1, 5		1	2
126	125	0	0	6/8	4	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
127	126	0	0	6/8	4	1		V43	A	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
127	126	3/8	3/8	6/8	4	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
128	127	0	0	6/8	4	1		V\\	A	i		V	V						\\	M	0	1	1, 5, 2		1	1
129	128	3/8	3/8	6/8	4	1		I.V43/ii	A	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
129	128	5/8	5/8	6/8	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
130	129	0	0	6/8	4	1		V65/ii	A	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
131	130	0	0	6/8	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
131	130	3/8	3/8	6/8	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
132	131	0	0	6/8	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
133	132	0	0	6/8	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
134	133	0	0	6/8	4	1		IV(94)	A	I		IV(94)	IV			94				M	0	0	-1, 5, 0	1	-1	-1
134	133	1/4	1/4	6/8	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
135	134	0	0	6/8	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
136	135	0	0	6/8	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
137	136	0	0	6/8	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
138	137	0	0	6/8	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
