mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
27	27	0	0	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	0	0	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
28	28	1/4	1/4	2/4	2	1	#viio43/ii	Bb	V		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
29	29	0	0	2/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
29	29	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
29	29	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	0	0	2/4	2	1	I}{	Bb	V		I	I						}{	M	0	0	0, 4, 1		0	0
31	31	0	0	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
32	32	1/4	1/4	2/4	2	1	#viio43/ii	Bb	V		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
33	33	0	0	2/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
33	33	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
33	33	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	0	0	2/4	2	1	I}{	Bb	V		I	I						}{	M	0	0	0, 4, 1		0	0
34	34	1/4	1/4	2/4	2	1	V7/IV	Bb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
35	35	0	0	2/4	2	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
35	35	1/8	1/8	2/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
35	35	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
35	35	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	0	0	2/4	2	1	I}{	Bb	V		I	I						}{	M	0	0	0, 4, 1		0	0
36	36	1/4	1/4	2/4	2	1	V7/IV	Bb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
37	37	0	0	2/4	2	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
37	37	1/8	1/8	2/4	2	1	ii	Bb	V		ii	ii							m	0	0	2, -1, 3		2	2
37	37	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
37	37	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	0	0	2/4	2	1	I[I}	Bb	V	I	I	I						}	M	0	0	0, 4, 1		0	0
38	38	1/4	1/4	2/4	2	1	viio	Bb	V	I	viio	vii	o						o	0	0	5, 2, -1		5	5
39	39	0	0	2/4	2	1	I	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
39	39	1/4	1/4	2/4	2	1	viio	Bb	V	I	viio	vii	o						o	0	0	5, 2, -1		5	5
40	40	1/4	1/4	2/4	2	1	I]	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
41	41	0	0	2/4	2	1	I{	Bb	V		I	I						{	M	0	0	0, 4, 1		0	0
42	42	0	0	2/4	2	1	V6	Bb	V		V6	V		6					M	0	0	5, 2, 1		1	5
43	43	0	0	2/4	2	1	IV6	Bb	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
43	43	1/4	1/4	2/4	2	1	iii6	Bb	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
44	44	0	0	2/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
44	44	1/4	1/4	2/4	2	1	I6}	Bb	V		I6	I		6				}	M	0	0	4, 1, 0		0	4
45	45	0	0	2/4	2	1	{	Bb	V									{		0	0				
45	45	1/4	1/4	2/4	2	1	V2	Bb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
46	46	0	0	2/4	2	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
47	47	0	0	2/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
47	47	1/4	1/4	2/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
47	47	3/8	3/8	2/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	48	0	0	2/4	2	1	I}{	Bb	V		I	I						}{	M	0	0	0, 4, 1		0	0
48	48	1/4	1/4	2/4	2	1	V7/IV	Bb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
49	49	0	0	2/4	2	1	#viio7/ii	Bb	V		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
50	50	0	0	2/4	2	1	vi.i	Bb	vi		i	i							m	0	1	0, -3, 1		0	0
50	50	1/4	1/4	2/4	2	1	V7/VI	Bb	vi		V7/VI	V		7		VI			Mm7	0	1	-3, 1, -2, -5		-3	-3
51	51	0	0	2/4	2	1	#viio7/iv	Bb	vi		#viio7/iv	#vii	o	7		iv			o7	0	1	4, 1, -2, -5		4	4
52	52	0	0	2/4	2	1	IV	Bb	vi		IV	IV							M	0	1	-1, 3, 0		-1	-1
52	52	1/4	1/4	2/4	2	1	V7/VII	Bb	vi		V7/VII	V		7		VII			Mm7	0	1	-1, 3, 0, -3		-1	-1
53	53	0	0	2/4	2	1	viio7/V	Bb	vi		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
54	54	0	0	2/4	2	1	V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
54	54	1/8	1/8	2/4	2	1	#viio43	Bb	vi		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
55	55	0	0	2/4	2	1	i6	Bb	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
55	55	3/8	3/8	2/4	2	1	iv	Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
56	56	0	0	2/4	2	1	i6	Bb	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
56	56	3/8	3/8	2/4	2	1	iv6	Bb	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
57	57	0	0	2/4	2	1	V(64)	Bb	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
57	57	1/8	1/8	2/4	2	1	V43/iv	Bb	vi		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
57	57	1/4	1/4	2/4	2	1	iv	Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
57	57	3/8	3/8	2/4	2	1	V65/iv	Bb	vi		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
58	58	0	0	2/4	2	1	iv	Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
58	58	1/8	1/8	2/4	2	1	iio6	Bb	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
58	58	1/4	1/4	2/4	2	1	V(64)	Bb	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
58	58	3/8	3/8	2/4	2	1	V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
59	59	0	0	2/4	2	1	i}{	Bb	vi		i	i						}{	m	0	1	0, -3, 1		0	0
59	59	1/8	1/8	2/4	2	1	V43/iv	Bb	vi		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
59	59	1/4	1/4	2/4	2	1	iv	Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
59	59	3/8	3/8	2/4	2	1	V65/iv	Bb	vi		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
60	60	0	0	2/4	2	1	iv	Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
60	60	1/8	1/8	2/4	2	1	iio6	Bb	vi		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
60	60	1/4	1/4	2/4	2	1	V(64)	Bb	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
60	60	3/8	3/8	2/4	2	1	V	Bb	vi		V	V							M	0	1	1, 5, 2		1	1
61	61	0	0	2/4	2	1	i}{	Bb	vi		i	i						}{	m	0	1	0, -3, 1		0	0
62	62	0	0	2/4	2	1	I.IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
63	63	0	0	2/4	2	1	V43/IV	Bb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
64	64	0	0	2/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
65	65	0	0	2/4	2	1	V43/IV	Bb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
66	66	0	0	2/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
67	67	3/8	3/8	2/4	2	1	V43/V	Bb	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
68	68	0	0	2/4	2	1	V}	Bb	I		V	V						}	M	0	0	1, 5, 2		1	1
68	68	3/16	3/16	2/4	2	1	V2/V	Bb	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
68	68	1/4	1/4	2/4	2	1	V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
68	68	7/16	7/16	2/4	2	1	V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
69	69	0	0	2/4	2	1	V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
70	70	0	0	2/4	2	1	I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
70	70	1/4	1/4	2/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
71	71	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
72	72	0	0	2/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
72	72	1/8	1/8	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
73	73	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	1/8	1/8	2/4	2	1	I}	Bb	I		I	I						}	M	0	0	0, 4, 1		0	0
74	74	0	0	2/4	2	1	{	Bb	I									{		0	0				
74	74	1/4	1/4	2/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
75	75	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
76	76	0	0	2/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
76	76	1/4	1/4	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
76	76	3/8	3/8	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	77	0	0	2/4	2	1	I[I}{	Bb	I	I	I	I						}{	M	0	0	0, 4, 1		0	0
77	77	7/16	7/16	2/4	2	1	V7/IV	Bb	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
78	78	0	0	2/4	2	1	IV	Bb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
79	79	0	0	2/4	2	1	I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
79	79	7/16	7/16	2/4	2	1	V7/IV	Bb	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
80	80	0	0	2/4	2	1	IV	Bb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
81	81	0	0	2/4	2	1	I]	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
82	82	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
83	83	0	0	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
83	83	1/4	1/4	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
83	83	7/16	7/16	2/4	2	1	#viio6/ii	Bb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
84	84	0	0	2/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
84	84	7/16	7/16	2/4	2	1	viio/V	Bb	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
85	85	0	0	2/4	2	1	V}	Bb	I		V	V						}	M	0	0	1, 5, 2		1	1
85	85	1/4	1/4	2/4	2	1	V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
85	85	3/8	3/8	2/4	2	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
86	86	3/16	3/16	2/4	2	1	{	Bb	I									{		0	0				
87	87	0	0	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
87	87	1/4	1/4	2/4	2	1	V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
88	88	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
89	89	0	0	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
89	89	1/4	1/4	2/4	2	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
90	90	0	0	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
91	91	0	0	2/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
92	92	0	0	2/4	2	1	ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
92	92	1/4	1/4	2/4	2	1	V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
92	92	3/8	3/8	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	92	7/16	7/16	2/4	2	1	V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
93	93	0	0	2/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
94	94	0	0	2/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
94	94	1/4	1/4	2/4	2	1	vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
94	94	3/8	3/8	2/4	2	1	IV(+7)	Bb	I		IV(+7)	IV			+7				M	0	0	-1, 3, 0	4	-1	-1
95	95	0	0	2/4	2	1	ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
96	96	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
97	97	0	0	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
97	97	1/4	1/4	2/4	2	1	#viio43/ii	Bb	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
98	98	0	0	2/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
98	98	1/4	1/4	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
98	98	3/8	3/8	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	99	0	0	2/4	2	1	I}{	Bb	I		I	I						}{	M	0	0	0, 4, 1		0	0
100	100	0	0	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
101	101	0	0	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
101	101	1/4	1/4	2/4	2	1	#viio43/ii	Bb	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
102	102	0	0	2/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
102	102	1/4	1/4	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
102	102	3/8	3/8	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	103	0	0	2/4	2	1	I}{	Bb	I		I	I						}{	M	0	0	0, 4, 1		0	0
103	103	1/4	1/4	2/4	2	1	V7/IV	Bb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
104	104	0	0	2/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
104	104	1/8	1/8	2/4	2	1	ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
104	104	1/4	1/4	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
104	104	3/8	3/8	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
105	105	0	0	2/4	2	1	I}{	Bb	I		I	I						}{	M	0	0	0, 4, 1		0	0
105	105	1/4	1/4	2/4	2	1	V7/IV	Bb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
106	106	0	0	2/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
106	106	1/8	1/8	2/4	2	1	ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
106	106	1/4	1/4	2/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
106	106	3/8	3/8	2/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	107	0	0	2/4	2	1	I[I}	Bb	I	I	I	I						}	M	0	0	0, 4, 1		0	0
107	107	1/4	1/4	2/4	2	1	viio	Bb	I	I	viio	vii	o						o	0	0	5, 2, -1		5	5
108	108	0	0	2/4	2	1	I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
108	108	3/16	3/16	2/4	2	1	viio/IV	Bb	I	I	viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
108	108	1/4	1/4	2/4	2	1	IV	Bb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
108	108	7/16	7/16	2/4	2	1	viio6	Bb	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
109	109	1/4	1/4	2/4	2	1	I]	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
