key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
F major	[0.244, 0.012, 0.084, 0.057, 0.04, 0.217, 0.01, 0.102, 0.0, 0.133, 0.103, 0.0]	0.0	75.5	75.5	1	19	18
b- minor	[0.133, 0.053, 0.044, 0.088, 0.018, 0.434, 0.018, 0.0, 0.0, 0.168, 0.044, 0.0]	75.5	82.0	6.5	19	21	2
f minor	[0.235, 0.012, 0.0, 0.0, 0.086, 0.272, 0.0, 0.185, 0.148, 0.0, 0.012, 0.049]	82.0	92.0	10.0	21	24	3
A- major	[0.156, 0.062, 0.0, 0.312, 0.0, 0.0, 0.0, 0.125, 0.234, 0.0, 0.078, 0.031]	92.0	96.0	4.0	24	25	1
c minor	[0.246, 0.0, 0.07, 0.193, 0.0, 0.07, 0.0, 0.281, 0.105, 0.0, 0.0, 0.035]	96.0	99.5	3.5	25	25	0
F major	[0.305, 0.0, 0.034, 0.0, 0.051, 0.288, 0.0, 0.051, 0.068, 0.119, 0.085, 0.0]	99.5	103.0	3.5	25	26	1
c minor	[0.203, 0.0, 0.076, 0.152, 0.0, 0.089, 0.0, 0.354, 0.076, 0.0, 0.0, 0.051]	103.0	107.5	4.5	26	27	1
F major	[0.266, 0.0, 0.03, 0.077, 0.024, 0.308, 0.018, 0.059, 0.0, 0.136, 0.083, 0.0]	107.5	124.0	16.5	27	31	4
