key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
A- major	[0.376, 0.153, 0.017, 1.0, 0.0, 0.116, 0.0, 0.231, 0.702, 0.0, 0.322, 0.0]	0.0	38.5	38.5	1	13	12
b- minor	[0.083, 0.5, 0.0, 0.208, 0.0, 0.917, 0.042, 0.0, 0.0, 0.125, 1.0, 0.0]	38.5	44.5	0.5	13	15	2
A- major	[0.333, 0.143, 0.0, 1.0, 0.0, 0.0, 0.0, 0.095, 0.429, 0.0, 0.238, 0.0]	44.5	49.5	0.5	15	17	2
b- minor	[0.138, 0.414, 0.0, 0.276, 0.0, 1.0, 0.034, 0.0, 0.0, 0.207, 0.69, 0.0]	49.5	56.5	1.0	17	19	2
A- major	[0.348, 0.273, 0.015, 1.0, 0.03, 0.182, 0.091, 0.167, 0.636, 0.045, 0.318, 0.0]	56.5	78.0	0.5	19	27	8
C- major	[0.0, 0.345, 0.0, 0.322, 0.126, 0.0, 1.0, 0.034, 0.046, 0.0, 0.322, 0.54]	78.0	101.5	1.5	27	34	7
d- minor	[0.125, 1.0, 0.0, 0.083, 0.5, 0.0, 0.208, 0.0, 0.917, 0.042, 0.0, 0.0]	101.5	107.5	0.5	34	36	2
C- major	[0.0, 0.19, 0.0, 0.333, 0.143, 0.0, 1.0, 0.0, 0.0, 0.0, 0.095, 0.429]	107.5	112.5	0.5	36	38	2
d- minor	[0.25, 0.808, 0.0, 0.192, 0.385, 0.0, 0.346, 0.0, 1.0, 0.038, 0.019, 0.0]	112.5	119.5	1.0	38	40	2
C- major	[0.044, 0.382, 0.0, 0.353, 0.353, 0.015, 1.0, 0.029, 0.279, 0.044, 0.25, 0.603]	119.5	144.0	0.5	40	49	9
A- major	[0.3, 0.044, 0.011, 1.0, 0.011, 0.011, 0.0, 0.244, 0.522, 0.0, 0.267, 0.0]	144.0	164.5	2.5	49	55	6
b- minor	[0.083, 0.5, 0.0, 0.208, 0.0, 0.917, 0.042, 0.0, 0.0, 0.125, 1.0, 0.0]	164.5	170.5	0.5	55	57	2
A- major	[0.333, 0.143, 0.0, 1.0, 0.0, 0.0, 0.0, 0.095, 0.429, 0.0, 0.238, 0.0]	170.5	175.5	0.5	57	59	2
b- minor	[0.138, 0.414, 0.0, 0.276, 0.0, 1.0, 0.034, 0.0, 0.0, 0.207, 0.724, 0.0]	175.5	182.5	1.0	59	61	2
A- major	[0.355, 0.265, 0.02, 1.0, 0.02, 0.18, 0.06, 0.17, 0.87, 0.03, 0.3, 0.0]	182.5	216.0	0.5	61	72	11
