mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	4	1		f.i	f	i		i		i							m	1	1	0, -3, 1		0	0
1	1	5/8	5/8	4/4	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
2	2	0	0	4/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
3	3	0	0	4/4	4	1		V[V6	f	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
3	3	1/2	1/2	4/4	4	1		i	f	i	V	i		i							m	1	1	0, -3, 1		0	0
4	4	0	0	4/4	4	1		V6]	f	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
4	4	1/4	1/4	4/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
4	4	1/2	1/2	4/4	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
4	4	3/4	3/4	4/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
5	5	0	0	4/4	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
6	6	0	0	4/4	4	1		bII	f	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
8	8	0	0	4/4	4	1		viio2/V	f	i		viio2/V		vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
9	9	0	0	4/4	4	1		V43(2)	f	i		V43(2)		V		43	2				Mm7	1	1	2, -1, -4, 5		1	2
9	9	1/2	1/2	4/4	4	1		V43	f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
10	10	0	0	4/4	4	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	11	0	0	4/4	4	1		V7(94)	f	i		V7(94)		V		7	94				Mm7	1	1	1, 0, 2, -1	-4	1	1
11	11	1/2	1/2	4/4	4	1		V7(9)	f	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
13	13	0	0	4/4	4	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	0	0	4/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
14	14	1/2	1/2	4/4	4	1		vii%65	f	i		vii%65		vii	%	65					%7	1	1	-5, -8, -4, -2		-2	-5
14	14	3/4	3/4	4/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
15	15	0	0	4/4	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
16	16	0	0	4/4	4	1		VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
16	16	1/2	1/2	4/4	4	1		VI(#4)	f	i		VI(#4)		VI			#4				M	1	1	-4, 0, 9		-4	-4
16	16	3/4	3/4	4/4	4	1		VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
17	17	0	0	4/4	4	1		V/V	f	i		V/V		V				V			M	1	1	2, 6, 3		2	2
17	17	1/4	1/4	4/4	4	1		V7/V	f	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
17	17	1/2	1/2	4/4	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
18	18	0	0	4/4	4	1		i\\	f	i		i		i						\\	m	1	1	0, -3, 1		0	0
18	18	1/4	1/4	4/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
18	18	5/8	5/8	4/4	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
19	19	0	0	4/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
19	19	1/2	1/2	4/4	4	1		bII	f	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
20	20	0	0	4/4	4	1		@none	f	i		@none		@none							m	1	1				
21	21	0	0	4/4	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
21	21	1/8	1/8	4/4	4	1		V6/VI	f	i		V6/VI		V		6		VI			M	1	1	1, -2, -3		-3	1
21	21	1/2	1/2	4/4	4	1		VI.V	f	VI		V		V							M	1	0	1, 5, 2		1	1
21	21	3/4	3/4	4/4	4	1		viio	f	VI		viio		vii	o						o	1	0	5, 2, -1		5	5
22	22	0	0	4/4	4	1		I	f	VI		I		I							M	1	0	0, 4, 1		0	0
22	22	1/4	1/4	4/4	4	1		ii7	f	VI		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
22	22	3/8	3/8	4/4	4	1		I6	f	VI		I6		I		6					M	1	0	4, 1, 0		0	4
22	22	1/2	1/2	4/4	4	1		IV	f	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
22	22	3/4	3/4	4/4	4	1		ii65	f	VI		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
23	23	1/4	1/4	4/4	4	1		V(4)	f	VI		V(4)		V			4				M	1	0	1, 0, 2		1	1
23	23	1/2	1/2	4/4	4	1		Fr6	f	VI		Fr6	Fr	V		7	b5	V			Fr	1	0	2, 6, -4, 0		2	2
23	23	3/4	3/4	4/4	4	1		V	f	VI		V		V							M	1	0	1, 5, 2		1	1
24	24	0	0	4/4	4	1		I64	f	VI		I64		I		64					M	1	0	1, 0, 4		0	1
25	25	0	0	4/4	4	1		V43	f	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
25	25	3/4	3/4	4/4	4	1		V65	f	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
26	26	0	0	4/4	4	1		I	f	VI		I		I							M	1	0	0, 4, 1		0	0
27	27	0	0	4/4	4	1		V43	f	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
28	28	0	0	4/4	4	1		I6	f	VI		I6		I		6					M	1	0	4, 1, 0		0	4
29	29	0	0	4/4	4	1		V2	f	VI		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
29	29	3/4	3/4	4/4	4	1		V65	f	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
30	30	0	0	4/4	4	1		I	f	VI		I		I							M	1	0	0, 4, 1		0	0
30	30	1/2	1/2	4/4	4	1		I6	f	VI		I6		I		6					M	1	0	4, 1, 0		0	4
31	31	0	0	4/4	4	1		IV(9)	f	VI		IV(9)		IV			9				M	1	0	-1, 3, 0	1	-1	-1
31	31	1/3	1/3	4/4	4	1		IV	f	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
31	31	1/2	1/2	4/4	4	1		ii6(2)	f	VI		ii6(2)		ii		6	2				m	1	0	-1, 3, 4		2	-1
31	31	7/12	7/12	4/4	4	1		ii6	f	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
31	31	3/4	3/4	4/4	4	1		IV	f	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
32	32	0	0	4/4	4	1		V	f	VI		V		V							M	1	0	1, 5, 2		1	1
32	32	5/12	5/12	4/4	4	1		V7	f	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
32	32	1/2	1/2	4/4	4	1		viio7/vi	f	VI		viio7/vi		vii	o	7		vi			o7	1	0	1, -2, -5, -8		1	1
33	33	0	0	4/4	4	1		vi(9)	f	VI		vi(9)		vi			9				m	1	0	3, 0, 4	5	3	3
33	33	1/12	1/12	4/4	4	1		vi	f	VI		vi		vi							m	1	0	3, 0, 4		3	3
33	33	5/12	5/12	4/4	4	1		viio7/iii	f	VI		viio7/iii		vii	o	7		iii			o7	1	0	2, -1, -4, -7		2	2
33	33	1/2	1/2	4/4	4	1		iv	f	VI		iv		iv							m	1	0	-1, -4, 0		-1	-1
33	33	5/6	5/6	4/4	4	1		V6	f	VI		V6		V		6					M	1	0	5, 2, 1		1	5
33	33	11/12	11/12	4/4	4	1		viio7/iii	f	VI		viio7/iii		vii	o	7		iii			o7	1	0	2, -1, -4, -7		2	2
34	34	0	0	4/4	4	1		V6(9)	f	VI		V6(9)		V		6	9				M	1	0	5, 2, 1	3	1	5
34	34	1/12	1/12	4/4	4	1		V6	f	VI		V6		V		6					M	1	0	5, 2, 1		1	5
34	34	1/6	1/6	4/4	4	1		V65	f	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
37	37	3/4	3/4	4/4	4	1		V	f	VI		V		V							M	1	0	1, 5, 2		1	1
38	38	0	0	4/4	4	1		V/#i	f	VI		V/#i		V				#i			M	1	0	8, 12, 9		8	8
39	39	1/4	1/4	4/4	4	1		#i	f	VI		#i		#i							m	1	0	7, 4, 8		7	7
40	40	1/4	1/4	4/4	4	1		ii6	f	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
41	41	1/2	1/2	4/4	4	1		I+	f	VI		I+		I	+						+	1	0	0, 4, 8		0	0
41	41	3/4	3/4	4/4	4	1		V7	f	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
42	42	0	0	4/4	4	1		vi	f	VI		vi		vi							m	1	0	3, 0, 4		3	3
42	42	1/2	1/2	4/4	4	1		I+	f	VI		I+		I	+						+	1	0	0, 4, 8		0	0
42	42	3/4	3/4	4/4	4	1		V7	f	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
43	43	0	0	4/4	4	1		I[I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
44	44	0	0	4/4	4	1		V43	f	VI	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
45	45	0	0	4/4	4	1		I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
46	46	0	0	4/4	4	1		V43	f	VI	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
47	47	0	0	4/4	4	1		I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
48	48	11/12	11/12	4/4	4	1		I]	f	VI	I	I		I							M	1	0	0, 4, 1		0	0
49	49	0	0	4/4	4	1		#viio/ii	f	VI		#viio/ii		#vii	o			ii			o	1	0	7, 4, 1		7	7
50	50	0	0	4/4	4	1		#viio/ii\\	f	VI		#viio/ii		#vii	o			ii		\\	o	1	0	7, 4, 1		7	7
51	51	1/4	1/4	4/4	4	1		ii6	f	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
52	52	1/2	1/2	4/4	4	1		I+	f	VI		I+		I	+						+	1	0	0, 4, 8		0	0
52	52	3/4	3/4	4/4	4	1		V7	f	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
53	53	0	0	4/4	4	1		vi	f	VI		vi		vi							m	1	0	3, 0, 4		3	3
53	53	1/2	1/2	4/4	4	1		I+	f	VI		I+		I	+						+	1	0	0, 4, 8		0	0
53	53	3/4	3/4	4/4	4	1		V7	f	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
54	54	0	0	4/4	4	1		I[I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
55	55	0	0	4/4	4	1		V43	f	VI	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
56	56	0	0	4/4	4	1		I6	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
57	57	0	0	4/4	4	1		V43	f	VI	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
58	58	0	0	4/4	4	1		I6]	f	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
58	58	1/2	1/2	4/4	4	1		V	f	VI		V		V							M	1	0	1, 5, 2		1	1
59	59	0	0	4/4	4	1		I	f	VI		I		I							M	1	0	0, 4, 1		0	0
