mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
18	18	0	0	2/4	2	1		#viio6	a	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
18	18	3/8	3/8	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
19	19	0	0	2/4	2	1		iio6	a	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
19	19	1/4	1/4	2/4	2	1		V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
19	19	3/8	3/8	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
20	20	0	0	2/4	2	1		i}	a	i		i		i						}	m	1	1	0, -3, 1		0	0
21	21	0	0	2/4	2	1		III.IV6{	a	III		IV6		IV		6				{	M	1	0	3, 0, -1		-1	3
22	22	0	0	2/4	2	1		I64	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
23	23	0	0	2/4	2	1		IV	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
24	24	0	0	2/4	2	1		I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
26	26	0	0	2/4	2	1		IV	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
26	26	1/4	1/4	2/4	2	1		I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
27	27	0	0	2/4	2	1		viio6	a	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
27	27	1/4	1/4	2/4	2	1		I	a	III		I		I							M	1	0	0, 4, 1		0	0
28	28	0	0	2/4	2	1		V(64)}	a	III		V(64)		V			64			}	M	1	0	1, 0, 4		1	1
28	28	1/4	1/4	2/4	2	1		V	a	III		V		V							M	1	0	1, 5, 2		1	1
29	29	0	0	2/4	2	1		i[i{	a	III	i	i		i						{	m	1	0	0, -3, 1		0	0
29	29	3/8	3/8	2/4	2	1		viio64	a	III	i	viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
30	30	0	0	2/4	2	1		i	a	III	i	i		i							m	1	0	0, -3, 1		0	0
30	30	3/8	3/8	2/4	2	1		viio6	a	III	i	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
31	31	0	0	2/4	2	1		i]	a	III	i	i		i							m	1	0	0, -3, 1		0	0
31	31	3/8	3/8	2/4	2	1		iv6	a	III		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
32	32	0	0	2/4	2	1		V(b64)	a	III		V(b64)		V			b64				M	1	0	1, 0, -3		1	1
32	32	1/4	1/4	2/4	2	1		V	a	III		V		V							M	1	0	1, 5, 2		1	1
33	33	0	0	2/4	2	1		V[V7	a	III	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
33	33	3/8	3/8	2/4	2	1		I	a	III	V	I		I							M	1	0	0, 4, 1		0	0
34	34	0	0	2/4	2	1		V7	a	III	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
34	34	3/8	3/8	2/4	2	1		I6	a	III	V	I6		I		6					M	1	0	4, 1, 0		0	4
35	35	0	0	2/4	2	1		V7	a	III	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
35	35	3/8	3/8	2/4	2	1		I6]	a	III	V	I6		I		6					M	1	0	4, 1, 0		0	4
36	36	0	0	2/4	2	1		viio	a	III		viio		vii	o						o	1	0	5, 2, -1		5	5
36	36	1/4	1/4	2/4	2	1		I}	a	III		I		I						}	M	1	0	0, 4, 1		0	0
37	37	0	0	2/4	2	1		I6{	a	III		I6		I		6				{	M	1	0	4, 1, 0		0	4
37	37	3/8	3/8	2/4	2	1		viio6	a	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
38	38	0	0	2/4	2	1		vi6	a	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
38	38	3/8	3/8	2/4	2	1		V6	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
39	39	0	0	2/4	2	1		IV6	a	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
39	39	3/8	3/8	2/4	2	1		iii6	a	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
40	40	0	0	2/4	2	1		ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
40	40	3/8	3/8	2/4	2	1		#viio6/ii	a	III		#viio6/ii		#vii	o	6		ii			o	1	0	4, 1, 7		7	4
41	41	0	0	2/4	2	1		ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
41	41	1/4	1/4	2/4	2	1		V6/ii	a	III		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7
42	42	0	0	2/4	2	1		ii	a	III		ii		ii							m	1	0	2, -1, 3		2	2
42	42	3/8	3/8	2/4	2	1		ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
43	43	0	0	2/4	2	1		V(64)	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
43	43	1/4	1/4	2/4	2	1		V	a	III		V		V							M	1	0	1, 5, 2		1	1
44	44	0	0	2/4	2	1		I(9)}	a	III		I(9)		I			9			}	M	1	0	0, 4, 1	2	0	0
44	44	1/4	1/4	2/4	2	1		I	a	III		I		I							M	1	0	0, 4, 1		0	0
44	44	3/8	3/8	2/4	2	1		{	a	III										{		1	0				
45	45	0	0	2/4	2	1		I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
45	45	3/8	3/8	2/4	2	1		viio6	a	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
46	46	0	0	2/4	2	1		vi6	a	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
46	46	3/8	3/8	2/4	2	1		V6	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
47	47	0	0	2/4	2	1		IV6	a	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
47	47	3/8	3/8	2/4	2	1		iii6	a	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
48	48	0	0	2/4	2	1		ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
48	48	3/8	3/8	2/4	2	1		#viio6/ii	a	III		#viio6/ii		#vii	o	6		ii			o	1	0	4, 1, 7		7	4
49	49	0	0	2/4	2	1		ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
49	49	1/4	1/4	2/4	2	1		V6/ii	a	III		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7
50	50	0	0	2/4	2	1		ii	a	III		ii		ii							m	1	0	2, -1, 3		2	2
51	51	0	0	2/4	2	1		V(64)	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
51	51	1/4	1/4	2/4	2	1		V	a	III		V		V							M	1	0	1, 5, 2		1	1
52	52	0	0	2/4	2	1		#viio43/ii	a	III		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
53	53	0	0	2/4	2	1		ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
53	53	1/4	1/4	2/4	2	1		V6/ii	a	III		V6/ii		V		6		ii			M	1	0	7, 4, 3		3	7
54	54	0	0	2/4	2	1		ii	a	III		ii		ii							m	1	0	2, -1, 3		2	2
55	55	0	0	2/4	2	1		V(64)	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
55	55	1/4	1/4	2/4	2	1		V	a	III		V		V							M	1	0	1, 5, 2		1	1
56	56	0	0	2/4	2	1		#viio43/ii	a	III		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
57	57	0	0	2/4	2	1		ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
58	58	0	0	2/4	2	1		v.#viio43	a	v		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
59	59	0	0	2/4	2	1		i6	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
60	60	0	0	2/4	2	1		iv	a	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
61	61	0	0	2/4	2	1		iv6	a	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
62	62	0	0	2/4	2	1		iio6	a	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
62	62	3/8	3/8	2/4	2	1		viio/V	a	v		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
63	63	0	0	2/4	2	1		V}	a	v		V		V						}	M	1	1	1, 5, 2		1	1
64	64	0	0	2/4	2	1		i6{	a	v		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
64	64	3/8	3/8	2/4	2	1		V64	a	v		V64		V		64					M	1	1	2, 1, 5		1	2
65	65	0	0	2/4	2	1		i	a	v		i		i							m	1	1	0, -3, 1		0	0
65	65	3/8	3/8	2/4	2	1		V6	a	v		V6		V		6					M	1	1	5, 2, 1		1	5
66	66	0	0	2/4	2	1		i	a	v		i		i							m	1	1	0, -3, 1		0	0
66	66	3/8	3/8	2/4	2	1		V43	a	v		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
67	67	0	0	2/4	2	1		i	a	v		i		i							m	1	1	0, -3, 1		0	0
67	67	1/4	1/4	2/4	2	1		V6	a	v		V6		V		6					M	1	1	5, 2, 1		1	5
68	68	0	0	2/4	2	1		V43	a	v		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
68	68	3/8	3/8	2/4	2	1		i	a	v		i		i							m	1	1	0, -3, 1		0	0
69	69	0	0	2/4	2	1		V6	a	v		V6		V		6					M	1	1	5, 2, 1		1	5
69	69	3/8	3/8	2/4	2	1		i	a	v		i		i							m	1	1	0, -3, 1		0	0
70	70	0	0	2/4	2	1		V43	a	v		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
70	70	3/8	3/8	2/4	2	1		i6	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
71	71	0	0	2/4	2	1		V43	a	v		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
71	71	1/4	1/4	2/4	2	1		i}	a	v		i		i						}	m	1	1	0, -3, 1		0	0
72	72	0	0	2/4	2	1		i6{	a	v		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
72	72	3/8	3/8	2/4	2	1		#viio6	a	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
73	73	0	0	2/4	2	1		VI6	a	v		VI6		VI		6					M	1	1	0, -3, -4		-4	0
73	73	3/8	3/8	2/4	2	1		v6	a	v		v6		v		6					m	1	1	-2, 2, 1		1	-2
74	74	0	0	2/4	2	1		iv6	a	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
74	74	3/8	3/8	2/4	2	1		III6	a	v		III6		III		6					M	1	1	1, -2, -3		-3	1
75	75	0	0	2/4	2	1		bII6	a	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
75	75	3/8	3/8	2/4	2	1		i6	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
76	76	0	0	2/4	2	1		#viio6	a	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
76	76	1/4	1/4	2/4	2	1		V65	a	v		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
77	77	0	0	2/4	2	1		i	a	v		i		i							m	1	1	0, -3, 1		0	0
77	77	1/4	1/4	2/4	2	1		iv	a	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
78	78	0	0	2/4	2	1		V(64)	a	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
78	78	1/4	1/4	2/4	2	1		V	a	v		V		V							M	1	1	1, 5, 2		1	1
79	79	0	0	2/4	2	1		i}	a	v		i		i						}	m	1	1	0, -3, 1		0	0
80	80	0	0	2/4	2	1		i6{	a	v		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
80	80	3/8	3/8	2/4	2	1		#viio6	a	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
81	81	0	0	2/4	2	1		VI6	a	v		VI6		VI		6					M	1	1	0, -3, -4		-4	0
81	81	3/8	3/8	2/4	2	1		v6	a	v		v6		v		6					m	1	1	-2, 2, 1		1	-2
82	82	0	0	2/4	2	1		iv6	a	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
82	82	3/8	3/8	2/4	2	1		III6	a	v		III6		III		6					M	1	1	1, -2, -3		-3	1
83	83	0	0	2/4	2	1		bII6	a	v		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
83	83	3/8	3/8	2/4	2	1		i6	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
84	84	0	0	2/4	2	1		#viio6	a	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
84	84	1/4	1/4	2/4	2	1		V65	a	v		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
85	85	0	0	2/4	2	1		i	a	v		i		i							m	1	1	0, -3, 1		0	0
85	85	1/4	1/4	2/4	2	1		iv	a	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
86	86	0	0	2/4	2	1		V(64)	a	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
86	86	1/4	1/4	2/4	2	1		V	a	v		V		V							M	1	1	1, 5, 2		1	1
87	87	0	0	2/4	2	1		i}{	a	v		i		i						}{	m	1	1	0, -3, 1		0	0
87	87	3/8	3/8	2/4	2	1		i.V65	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
88	88	0	0	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
89	89	0	0	2/4	2	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
90	90	0	0	2/4	2	1		V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
91	91	0	0	2/4	2	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
92	92	0	0	2/4	2	1		VIM7	a	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
93	93	0	0	2/4	2	1		iio	a	i		iio		ii	o						o	1	1	2, -1, -4		2	2
94	94	0	0	2/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
95	95	0	0	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
95	95	3/8	3/8	2/4	2	1		v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
96	96	0	0	2/4	2	1		iv6(2)	a	i		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
96	96	1/4	1/4	2/4	2	1		iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
96	96	3/8	3/8	2/4	2	1		iio6	a	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
97	97	0	0	2/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
97	97	3/8	3/8	2/4	2	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
98	98	0	0	2/4	2	1		ii6(2)	a	i		ii6(2)		ii		6	2				m	1	1	-1, 3, -3		2	-1
98	98	1/4	1/4	2/4	2	1		ii6	a	i		ii6		ii		6					m	1	1	-1, 3, 2		2	-1
98	98	3/8	3/8	2/4	2	1		viio/V	a	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6	6
99	99	0	0	2/4	2	1		V}	a	i		V		V						}	M	1	1	1, 5, 2		1	1
100	100	0	0	2/4	2	1		It6(2)	a	i		It6(2)	It	vii	o	6	b32	V			It	1	1	-4, 0, 1		6	-4
100	100	1/4	1/4	2/4	2	1		It6	a	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
101	101	0	0	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
102	102	0	0	2/4	2	1		It6(2)	a	i		It6(2)	It	vii	o	6	b32	V			It	1	1	-4, 0, 1		6	-4
102	102	1/4	1/4	2/4	2	1		It6	a	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
103	103	0	0	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
104	104	0	0	2/4	2	1		It6(2)	a	i		It6(2)	It	vii	o	6	b32	V			It	1	1	-4, 0, 1		6	-4
104	104	1/4	1/4	2/4	2	1		It6	a	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
105	105	0	0	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
106	106	0	0	2/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
107	107	0	0	2/4	2	1		i[i{	a	i	i	i		i						{	m	1	1	0, -3, 1		0	0
107	107	3/8	3/8	2/4	2	1		#viio64	a	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
108	108	0	0	2/4	2	1		i	a	i	i	i		i							m	1	1	0, -3, 1		0	0
108	108	3/8	3/8	2/4	2	1		V64	a	i	i	V64		V		64					M	1	1	2, 1, 5		1	2
109	109	0	0	2/4	2	1		i]	a	i	i	i		i							m	1	1	0, -3, 1		0	0
109	109	3/8	3/8	2/4	2	1		V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
110	110	0	0	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
110	110	1/4	1/4	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
111	111	0	0	2/4	2	1		iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
111	111	3/8	3/8	2/4	2	1		i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
112	112	0	0	2/4	2	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
112	112	3/8	3/8	2/4	2	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
113	113	0	0	2/4	2	1		#viio6	a	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
113	113	3/8	3/8	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
114	114	0	0	2/4	2	1		V}	a	i		V		V						}	M	1	1	1, 5, 2		1	1
115	115	0	0	2/4	2	1		i[i{	a	i	i	i		i						{	m	1	1	0, -3, 1		0	0
115	115	3/8	3/8	2/4	2	1		#viio64	a	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
116	116	0	0	2/4	2	1		i	a	i	i	i		i							m	1	1	0, -3, 1		0	0
116	116	3/8	3/8	2/4	2	1		V64	a	i	i	V64		V		64					M	1	1	2, 1, 5		1	2
117	117	0	0	2/4	2	1		i]	a	i	i	i		i							m	1	1	0, -3, 1		0	0
117	117	3/8	3/8	2/4	2	1		V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
118	118	0	0	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
118	118	1/4	1/4	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
119	119	0	0	2/4	2	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
119	119	3/8	3/8	2/4	2	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
120	120	0	0	2/4	2	1		iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
120	120	3/8	3/8	2/4	2	1		i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
121	121	0	0	2/4	2	1		iio6	a	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
121	121	1/4	1/4	2/4	2	1		V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
121	121	3/8	3/8	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
122	122	0	0	2/4	2	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
122	122	1/4	1/4	2/4	2	1		iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
123	123	0	0	2/4	2	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
123	123	3/8	3/8	2/4	2	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
124	124	0	0	2/4	2	1		#viio6	a	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
124	124	3/8	3/8	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
125	125	0	0	2/4	2	1		V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
125	125	3/8	3/8	2/4	2	1		#vio	a	i		#vio		#vi	o						o	1	1	3, 0, -3		3	3
126	126	0	0	2/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
127	127	0	0	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
127	127	3/8	3/8	2/4	2	1		v	a	i		v		v							m	1	1	1, -2, 2		1	1
128	128	0	0	2/4	2	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
128	128	3/8	3/8	2/4	2	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
129	129	0	0	2/4	2	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
129	129	3/8	3/8	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
130	130	0	0	2/4	2	1		iio	a	i		iio		ii	o						o	1	1	2, -1, -4		2	2
130	130	3/8	3/8	2/4	2	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
131	131	0	0	2/4	2	1		#viio43	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
132	132	0	0	2/4	2	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
132	132	1/4	1/4	2/4	2	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
133	133	0	0	2/4	2	1		iio6	a	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
133	133	1/4	1/4	2/4	2	1		V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
133	133	3/8	3/8	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
134	134	0	0	2/4	2	1		i}	a	i		i		i						}	m	1	1	0, -3, 1		0	0
135	135	0	0	2/4	2	1		{	a	i										{		1	1				
135	135	3/8	3/8	2/4	2	1		v	a	i		v		v							m	1	1	1, -2, 2		1	1
136	136	0	0	2/4	2	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
136	136	3/8	3/8	2/4	2	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
137	137	0	0	2/4	2	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
137	137	3/8	3/8	2/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
138	138	0	0	2/4	2	1		iio	a	i		iio		ii	o						o	1	1	2, -1, -4		2	2
138	138	3/8	3/8	2/4	2	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
139	139	0	0	2/4	2	1		#viio43	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
140	140	0	0	2/4	2	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
140	140	1/4	1/4	2/4	2	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
141	141	0	0	2/4	2	1		iio6	a	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
141	141	1/4	1/4	2/4	2	1		V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
141	141	3/8	3/8	2/4	2	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
142	142	0	0	2/4	2	1		i}	a	i		i		i						}	m	1	1	0, -3, 1		0	0
143	143	0	0	2/4	2	1		I.I[I{	a	I	I	I		I						{	M	1	0	0, 4, 1		0	0
144	144	0	0	2/4	2	1		ii6	a	I	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
145	145	0	0	2/4	2	1		viio6	a	I	I	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
146	146	0	0	2/4	2	1		I	a	I	I	I		I							M	1	0	0, 4, 1		0	0
148	148	0	0	2/4	2	1		IV	a	I	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
148	148	3/8	3/8	2/4	2	1		I	a	I	I	I		I							M	1	0	0, 4, 1		0	0
