key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
f# minor	[0.0, 1.0, 0.705, 0.0, 0.0, 0.247, 0.247, 0.0, 0.247, 0.0, 0.049, 0.198]	0.0	8.25	8.25	0	5	5
A major	[0.0, 0.487, 1.0, 0.0, 0.718, 0.026, 0.359, 0.231, 0.103, 0.897, 0.154, 0.59]	8.25	24.25	1.5	5	13	8
f# minor	[0.0, 1.0, 0.379, 0.0, 0.0, 0.345, 0.172, 0.0, 0.31, 0.0, 0.034, 0.345]	24.25	30.25	2.0	13	16	3
A major	[0.0, 0.487, 1.0, 0.0, 0.718, 0.026, 0.359, 0.231, 0.103, 0.897, 0.154, 0.59]	30.25	46.25	1.5	16	24	8
f# minor	[0.0, 1.0, 0.357, 0.0, 0.0, 0.643, 0.179, 0.0, 0.214, 0.0, 0.036, 0.429]	46.25	52.25	2.0	24	26	2
