mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
52	51	0	0	3/4	4	1		I6		Eb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
52	51	1/2	1/2	3/4	4	1		V65		Eb	bVII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
53	52	0	0	3/4	4	1		I		Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
53	52	1/2	1/2	3/4	4	1		I64		Eb	bVII		I64		I		64					M	0	0	1, 0, 4		0	1
53	52	5/8	5/8	3/4	4	1		I6		Eb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
54	53	0	0	3/4	4	1		V2		Eb	bVII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
54	53	1/2	1/2	3/4	4	1		I		Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
54	53	5/8	5/8	3/4	4	1		I6		Eb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
55	54	0	0	3/4	4	1		V43		Eb	bVII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
55	54	1/2	1/2	3/4	4	1		IV6		Eb	bVII		IV6		IV		6					M	0	0	3, 0, -1		-1	3
55	54	11/16	11/16	3/4	4	1		V6		Eb	bVII		V6		V		6					M	0	0	5, 2, 1		1	5
56	55	0	0	3/4	4	1		I		Eb	bVII		I		I							M	0	0	0, 4, 1		0	0
56	55	1/2	1/2	3/4	4	1		V43		Eb	bVII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	55	11/16	11/16	3/4	4	1		V2		Eb	bVII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
57	56	0	0	3/4	4	1		i.#viio6		Eb	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
57	56	1/2	1/2	3/4	4	1		V65		Eb	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
58	57	0	0	3/4	4	1		i		Eb	i		i		i							m	0	1	0, -3, 1		0	0
58	57	1/2	1/2	3/4	4	1		ii		Eb	i		ii		ii							m	0	1	2, -1, 3		2	2
58	57	11/16	11/16	3/4	4	1		V2		Eb	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
59	58	0	0	3/4	4	1		i6		Eb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
59	58	3/16	3/16	3/4	4	1		#viio7		Eb	i		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
59	58	1/4	1/4	3/4	4	1		i		Eb	i		i		i							m	0	1	0, -3, 1		0	0
59	58	7/16	7/16	3/4	4	1		i6		Eb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
59	58	1/2	1/2	3/4	4	1		iio		Eb	i		iio		ii	o						o	0	1	2, -1, -4		2	2
60	59	0	0	3/4	4	1		i6		Eb	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
60	59	1/4	1/4	3/4	4	1		bIII.viio6		Eb	bIII		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
60	59	7/16	7/16	3/4	4	1		vi7		Eb	bIII		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
60	59	1/2	1/2	3/4	4	1		V65		Eb	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
61	60	0	0	3/4	4	1		I		Eb	bIII		I		I							M	0	0	0, 4, 1		0	0
62	61	0	0	3/4	4	1		IV6		Eb	bIII		IV6		IV		6					M	0	0	3, 0, -1		-1	3
63	62	0	0	3/4	4	1		V(64)		Eb	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
64	63	0	0	3/4	4	1		V		Eb	bIII		V		V							M	0	0	1, 5, 2		1	1
65	64	0	0	3/4	4	1		i\\		Eb	bIII		i		i						\\	m	0	0	0, -3, 1		0	0
65	64	1/4	1/4	3/4	4	1		i		Eb	bIII		i		i							m	0	0	0, -3, 1		0	0
66	65	0	0	3/4	4	1		iii.V6		Eb	iii		V6		V		6					M	0	1	5, 2, 1		1	5
67	66	0	0	3/4	4	1		V		Eb	iii		V		V							M	0	1	1, 5, 2		1	1
67	66	1/4	1/4	3/4	4	1		@none		Eb	iii		@none		@none							m	0	1				
72	71	0	0	2/4	4	1		V		Eb	iii		V		V							M	0	1	1, 5, 2		1	1
72	71	1/4	1/4	2/4	4	1		V6		Eb	iii		V6		V		6					M	0	1	5, 2, 1		1	5
73	72	0	0	2/4	4	1		i		Eb	iii		i		i							m	0	1	0, -3, 1		0	0
73	72	1/4	1/4	2/4	4	1		i6		Eb	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
74	73	0	0	2/4	4	1		V64		Eb	iii		V64		V		64					M	0	1	2, 1, 5		1	2
74	73	1/4	1/4	2/4	4	1		i		Eb	iii		i		i							m	0	1	0, -3, 1		0	0
75	74	0	0	2/4	4	1		IV		Eb	iii		IV		IV							M	0	1	-1, 3, 0		-1	-1
75	74	1/8	1/8	2/4	4	1		V		Eb	iii		V		V							M	0	1	1, 5, 2		1	1
75	74	3/8	3/8	2/4	4	1		i		Eb	iii		i		i							m	0	1	0, -3, 1		0	0
76	75	0	0	3/4	4	1		#viio43		Eb	iii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
78	77	0	0	3/4	4	1		V7/iv		Eb	iii		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
79	78	0	0	2/4	4	1		vi.i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
80	79	0	0	2/4	4	1		V64		Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
80	79	1/4	1/4	2/4	4	1		i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
81	80	0	0	2/4	4	1		IV		Eb	vi		IV		IV							M	0	1	-1, 3, 0		-1	-1
81	80	1/8	1/8	2/4	4	1		V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
81	80	3/8	3/8	2/4	4	1		ii.i		Eb	ii		i		i							m	0	1	0, -3, 1		0	0
82	81	0	0	3/4	4	1		V6		Eb	ii		V6		V		6					M	0	1	5, 2, 1		1	5
84	83	0	0	3/4	4	1		V65		Eb	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
84	83	1/2	1/2	3/4	4	1		iv6		Eb	ii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
85	84	0	0	3/4	4	1		V7		Eb	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
85	84	1/2	1/2	3/4	4	1		V43		Eb	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
86	85	0	0	3/4	4	1		i		Eb	ii		i		i							m	0	1	0, -3, 1		0	0
86	85	1/2	1/2	3/4	4	1		VI		Eb	ii		VI		VI							M	0	1	-4, 0, -3		-4	-4
87	86	0	0	3/4	4	1		i64		Eb	ii		i64		i		64					m	0	1	1, 0, -3		0	1
87	86	1/2	1/2	3/4	4	1		#viio43		Eb	ii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
88	87	0	0	3/4	4	1		i6		Eb	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
88	87	1/2	1/2	3/4	4	1		I.I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
89	88	0	0	3/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
89	88	1/2	1/2	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
90	89	0	0	3/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
90	89	1/4	1/4	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
90	89	1/2	1/2	3/4	4	1		viio6		Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
90	89	11/16	11/16	3/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
91	90	0	0	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
91	90	1/2	1/2	3/4	4	1		ii43		Eb	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
92	91	0	0	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
92	91	1/2	1/2	3/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
92	91	11/16	11/16	3/4	4	1		viio/V		Eb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
93	92	0	0	3/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
93	92	1/2	1/2	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
94	93	0	0	3/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
94	93	1/4	1/4	3/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
94	93	1/2	1/2	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
95	94	0	0	3/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
95	94	1/4	1/4	3/4	4	1		V64		Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
95	94	1/2	1/2	3/4	4	1		viio43/V		Eb	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
96	95	0	0	3/4	4	1		v6		Eb	I		v6		v		6					m	0	0	-2, 2, 1		1	-2
96	95	1/4	1/4	3/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
96	95	1/2	1/2	3/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
97	96	0	0	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
97	96	1/4	1/4	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
97	96	1/2	1/2	3/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
98	97	0	0	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
98	97	1/4	1/4	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
98	97	1/2	1/2	3/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	98	0	0	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
99	98	1/2	1/2	3/4	4	1		ii2		Eb	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
100	99	0	0	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
100	99	1/4	1/4	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
100	99	1/2	1/2	3/4	4	1		I(64)		Eb	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
100	99	11/16	11/16	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
101	100	0	0	3/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
101	100	1/2	1/2	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
102	101	0	0	3/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	101	7/16	7/16	3/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
102	101	1/2	1/2	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
102	101	11/16	11/16	3/4	4	1		vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
103	102	0	0	3/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
103	102	1/2	1/2	3/4	4	1		V43/V		Eb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
103	102	11/16	11/16	3/4	4	1		V65/V		Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
104	103	0	0	3/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
104	103	1/4	1/4	3/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
104	103	1/2	1/2	3/4	4	1		vii%43		Eb	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
105	104	0	0	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
105	104	1/2	1/2	3/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
106	105	0	0	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
106	105	1/2	1/2	3/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
107	106	0	0	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
107	106	1/2	1/2	3/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
108	107	0	0	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
108	107	1/2	1/2	3/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
109	108	0	0	3/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
109	108	1/2	1/2	3/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
110	109	0	0	3/4	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
110	109	1/4	1/4	3/4	4	1		V43/IV		Eb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
110	109	1/2	1/2	3/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
111	110	0	0	3/4	4	1		vi.iv6		Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
111	110	1/4	1/4	3/4	4	1		It6		Eb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
111	110	1/2	1/2	3/4	4	1		V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
112	111	1/4	1/4	3/4	4	1		i\\		Eb	vi		i		i						\\	m	0	1	0, -3, 1		0	0
113	112	1/4	1/4	3/4	4	1		I.V43/V		Eb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
114	113	0	0	3/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
114	113	1/4	1/4	3/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
114	113	1/2	1/2	3/4	4	1		V65/ii		Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
115	114	1/4	1/4	3/4	4	1		ii\\		Eb	I		ii		ii						\\	m	0	0	2, -1, 3		2	2
116	115	1/4	1/4	3/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
117	116	0	0	3/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
117	116	1/4	1/4	3/4	4	1		vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
117	116	1/2	1/2	3/4	4	1		vii%7		Eb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
118	117	0	0	3/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
118	117	1/4	1/4	3/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
119	118	0	0	3/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
119	118	1/4	1/4	3/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
120	119	0	0	3/4	4	1		V7(b9)		Eb	I		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
120	119	1/4	1/4	3/4	4	1		V7(9)		Eb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
