mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
6	6	0	0	3/4	2	1	V(4)/V	F	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
6	6	1/4	1/4	3/4	2	1	V/V	F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
6	6	3/8	3/8	3/4	2	1	iv64	F	I		iv64	iv		64					m	0	0	0, -1, -4		-1	0
6	6	1/2	1/2	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	6	5/8	5/8	3/4	2	1	V2	F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	7	0	0	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	1/2	1/2	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	5/8	5/8	3/4	2	1	IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
8	8	0	0	3/4	2	1	V(64)}	F	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
8	8	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
9	9	0	0	3/4	2	1	I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
9	9	1/8	1/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
9	9	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
10	10	0	0	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	1/8	1/8	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
10	10	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	1/8	1/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
11	11	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	3/8	3/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
11	11	1/2	1/2	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	5/8	5/8	3/4	2	1	V6/ii	F	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
12	12	0	0	3/4	2	1	ii(4)	F	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
12	12	1/8	1/8	3/4	2	1	viio	F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
12	12	1/4	1/4	3/4	2	1	I}	F	I		I	I						}	M	0	0	0, 4, 1		0	0
12	12	1/2	1/2	3/4	2	1	{	F	I									{		0	0				
13	13	0	0	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
14	14	0	0	3/4	2	1	V/V	F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
14	14	1/8	1/8	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	14	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
14	14	11/16	11/16	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
15	15	0	0	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	3/16	3/16	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	15	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
15	15	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	0	0	3/4	2	1	I(94)}	F	I		I(94)	I			94			}	M	0	0	0, -1, 1	2	0	0
16	16	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
17	17	0	0	3/4	2	1	{	F	I									{		0	0				
17	17	1/8	1/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
17	17	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
18	18	0	0	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	1/8	1/8	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
18	18	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
19	19	0	0	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
19	19	1/8	1/8	3/4	2	1	V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
19	19	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
20	20	0	0	3/4	2	1	V64	F	I		V64	V		64					M	0	0	2, 1, 5		1	2
20	20	1/8	1/8	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
20	20	1/4	1/4	3/4	2	1	I}	F	I		I	I						}	M	0	0	0, 4, 1		0	0
20	20	1/2	1/2	3/4	2	1	{	F	I									{		0	0				
21	21	0	0	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
21	21	1/4	1/4	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	3/8	3/8	3/4	2	1	V2	F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
21	21	1/2	1/2	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	5/8	5/8	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
22	22	0	0	3/4	2	1	V(4)/V	F	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
22	22	1/4	1/4	3/4	2	1	V/V	F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
22	22	3/8	3/8	3/4	2	1	iv64	F	I		iv64	iv		64					m	0	0	0, -1, -4		-1	0
22	22	1/2	1/2	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	22	5/8	5/8	3/4	2	1	V2	F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
23	23	0	0	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
23	23	1/2	1/2	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	23	5/8	5/8	3/4	2	1	IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
24	24	0	0	3/4	2	1	V(64)}	F	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
24	24	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
25	25	0	0	3/4	2	1	I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
25	25	1/8	1/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
25	25	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
26	26	0	0	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
26	26	1/8	1/8	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
26	26	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
27	27	1/8	1/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
27	27	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
27	27	3/8	3/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
27	27	1/2	1/2	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
27	27	11/16	11/16	3/4	2	1	vi6	F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
28	28	0	0	3/4	2	1	ii(4)	F	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
28	28	1/8	1/8	3/4	2	1	viio	F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
28	28	1/4	1/4	3/4	2	1	I}	F	I		I	I						}	M	0	0	0, 4, 1		0	0
28	28	1/2	1/2	3/4	2	1	{	F	I									{		0	0				
29	29	0	0	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
29	29	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
30	30	0	0	3/4	2	1	V/V	F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
30	30	1/8	1/8	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	30	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
30	30	11/16	11/16	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
31	31	0	0	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
31	31	3/16	3/16	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
31	31	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	3/4	2	1	I(974)}	F	I		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
32	32	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
33	33	0	0	3/4	2	1	V.I{	F	V		I	I						{	M	0	0	0, 4, 1		0	0
34	34	0	0	3/4	2	1	viio6(2)	F	V		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
34	34	1/4	1/4	3/4	2	1	viio6	F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
35	35	0	0	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	0	0	3/4	2	1	I(#2)}	F	V		I(#2)	I			#2			}	M	0	0	0, 9, 1		0	0
36	36	1/4	1/4	3/4	2	1	I	F	V		I	I							M	0	0	0, 4, 1		0	0
36	36	1/2	1/2	3/4	2	1	I6{	F	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
37	37	0	0	3/4	2	1	ii65	F	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
37	37	3/8	3/8	3/4	2	1	viio7/V	F	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
37	37	1/2	1/2	3/4	2	1	V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
38	38	0	0	3/4	2	1	IV6	F	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
38	38	3/8	3/8	3/4	2	1	viio6/V	F	V		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
38	38	1/2	1/2	3/4	2	1	V65/IV	F	V		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
39	39	0	0	3/4	2	1	IV	F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
39	39	1/8	1/8	3/4	2	1	ii6	F	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
39	39	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
39	39	1/2	1/2	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	40	0	0	3/4	2	1	I}{	F	V		I	I						}{	M	0	0	0, 4, 1		0	0
40	40	1/2	1/2	3/4	2	1	I.I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
40	40	5/8	5/8	3/4	2	1	V2/vi	F	I		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
41	41	0	0	3/4	2	1	V65/ii	F	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
41	41	1/8	1/8	3/4	2	1	V7/ii	F	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
41	41	1/4	1/4	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
41	41	1/2	1/2	3/4	2	1	ii	F	I		ii	ii							m	0	0	2, -1, 3		2	2
41	41	5/8	5/8	3/4	2	1	IV64	F	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
42	42	0	0	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	1/8	1/8	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
42	42	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
42	42	5/8	5/8	3/4	2	1	iii64	F	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
43	43	0	0	3/4	2	1	ii64(2)	F	I		ii64(2)	ii		64	2				m	0	0	3, 4, -1		2	3
43	43	1/8	1/8	3/4	2	1	ii64	F	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
43	43	1/4	1/4	3/4	2	1	viio	F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
43	43	3/8	3/8	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	1/2	1/2	3/4	2	1	vi	F	I		vi	vi							m	0	0	3, 0, 4		3	3
43	43	5/8	5/8	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
44	44	0	0	3/4	2	1	V(64)}	F	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
44	44	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
45	45	0	0	3/4	2	1	I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
45	45	1/8	1/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
45	45	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
46	46	0	0	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
46	46	1/8	1/8	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
46	46	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
47	47	0	0	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
47	47	5/8	5/8	3/4	2	1	vi6	F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
48	48	0	0	3/4	2	1	viio6/V	F	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
48	48	1/8	1/8	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
48	48	1/4	1/4	3/4	2	1	I}	F	I		I	I						}	M	0	0	0, 4, 1		0	0
48	48	1/2	1/2	3/4	2	1	{	F	I									{		0	0				
49	49	0	0	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
49	49	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
50	50	0	0	3/4	2	1	viio6/V	F	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
50	50	1/8	1/8	3/4	2	1	viio	F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
50	50	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
50	50	5/8	5/8	3/4	2	1	V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
51	51	0	0	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
51	51	1/8	1/8	3/4	2	1	IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
51	51	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
51	51	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	0	0	3/4	2	1	I(974)}	F	I		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
52	52	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
53	53	0	0	3/4	2	1	V.I{	F	V		I	I						{	M	0	0	0, 4, 1		0	0
54	54	0	0	3/4	2	1	viio6(2)	F	V		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
54	54	1/4	1/4	3/4	2	1	viio6	F	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
55	55	0	0	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	0	0	3/4	2	1	I}	F	V		I	I						}	M	0	0	0, 4, 1		0	0
56	56	1/2	1/2	3/4	2	1	I6{	F	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
57	57	0	0	3/4	2	1	ii65	F	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
57	57	3/8	3/8	3/4	2	1	viio7/V	F	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
57	57	1/2	1/2	3/4	2	1	V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
58	58	0	0	3/4	2	1	IV6	F	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
58	58	3/8	3/8	3/4	2	1	viio6/V	F	V		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
58	58	1/2	1/2	3/4	2	1	I6	F	V		I6	I		6					M	0	0	4, 1, 0		0	4
59	59	0	0	3/4	2	1	IV	F	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
59	59	1/8	1/8	3/4	2	1	ii6	F	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
59	59	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
59	59	1/2	1/2	3/4	2	1	V7	F	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	60	0	0	3/4	2	1	I}{	F	V		I	I						}{	M	0	0	0, 4, 1		0	0
60	60	1/2	1/2	3/4	2	1	I.I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
60	60	5/8	5/8	3/4	2	1	V2/iv	F	I		V2/iv	V		2		iv			Mm7	0	0	-2, 0, 4, 1		0	-2
61	61	0	0	3/4	2	1	V65/ii	F	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
61	61	1/8	1/8	3/4	2	1	V7/ii	F	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
61	61	1/4	1/4	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
61	61	1/2	1/2	3/4	2	1	ii	F	I		ii	ii							m	0	0	2, -1, 3		2	2
61	61	5/8	5/8	3/4	2	1	IV64	F	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
62	62	0	0	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
62	62	1/8	1/8	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	62	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
62	62	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
62	62	5/8	5/8	3/4	2	1	ii64	F	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
63	63	0	0	3/4	2	1	ii64(2)	F	I		ii64(2)	ii		64	2				m	0	0	3, 4, -1		2	3
63	63	1/8	1/8	3/4	2	1	ii64	F	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
63	63	1/4	1/4	3/4	2	1	viio	F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
63	63	3/8	3/8	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
63	63	1/2	1/2	3/4	2	1	vi	F	I		vi	vi							m	0	0	3, 0, 4		3	3
63	63	5/8	5/8	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
64	64	0	0	3/4	2	1	V(64)}	F	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
64	64	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
65	65	0	0	3/4	2	1	I{	F	I		I	I						{	M	0	0	0, 4, 1		0	0
65	65	1/8	1/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
65	65	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
66	66	0	0	3/4	2	1	IV6	F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
66	66	1/8	1/8	3/4	2	1	viio	F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
66	66	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
67	67	0	0	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
67	67	1/2	1/2	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
68	68	0	0	3/4	2	1	V/V	F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
68	68	1/8	1/8	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	68	1/4	1/4	3/4	2	1	I}	F	I		I	I						}	M	0	0	0, 4, 1		0	0
68	68	1/2	1/2	3/4	2	1	{	F	I									{		0	0				
69	69	0	0	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
69	69	1/4	1/4	3/4	2	1	V65	F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
69	69	1/2	1/2	3/4	2	1	V43	F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	69	9/16	9/16	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
69	69	5/8	5/8	3/4	2	1	V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
69	69	11/16	11/16	3/4	2	1	vi7	F	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
70	70	0	0	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
70	70	1/16	1/16	3/4	2	1	viio/V	F	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
70	70	1/8	1/8	3/4	2	1	V2	F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
70	70	3/8	3/8	3/4	2	1	V6	F	I		V6	V		6					M	0	0	5, 2, 1		1	5
70	70	5/8	5/8	3/4	2	1	viio7/V	F	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
71	71	1/8	1/8	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
71	71	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	0	0	3/4	2	1	I(974)}	F	I		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
72	72	1/4	1/4	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
72	72	1/2	1/2	3/4	2	1	{	F	I									{		0	0				
73	73	0	0	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
73	73	1/4	1/4	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
74	74	0	0	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
74	74	1/16	1/16	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
74	74	1/8	1/8	3/4	2	1	viio	F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
74	74	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
74	74	5/8	5/8	3/4	2	1	viio6	F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
75	75	0	0	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
75	75	1/8	1/8	3/4	2	1	ii6	F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
75	75	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
75	75	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	0	0	3/4	2	1	I}{	F	I		I	I						}{	M	0	0	0, 4, 1		0	0
76	76	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	77	0	0	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
77	77	1/2	1/2	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	78	0	0	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
78	78	1/4	1/4	3/4	2	1	I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
78	78	1/2	1/2	3/4	2	1	V	F	I		V	V							M	0	0	1, 5, 2		1	1
78	78	5/8	5/8	3/4	2	1	V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	0	0	3/4	2	1	I(974)}	F	I		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
79	79	1/2	1/2	3/4	2	1	I	F	I		I	I							M	0	0	0, 4, 1		0	0
