mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	2/4	4	1		f.V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
2	1	0	0	2/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
2	1	1/8	1/8	2/4	4	1		V43	f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
2	1	3/8	3/8	2/4	4	1		V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	2	0	0	2/4	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
3	2	1/8	1/8	2/4	4	1		V43	f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	2	3/8	3/8	2/4	4	1		V/iv	f	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
4	3	0	0	2/4	4	1		iv(4)	f	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
4	3	1/16	1/16	2/4	4	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
4	3	1/8	1/8	2/4	4	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
4	3	1/4	1/4	2/4	4	1		Ger6	f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
5	4	0	0	2/4	4	1		V[V(64)	f	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
5	4	7/32	7/32	2/4	4	1		viio43/V	f	i	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
5	4	1/4	1/4	2/4	4	1		V(+764)	f	i	V	V(+764)		V			+764				M	1	1	1, 0, -3	-1	1	1
5	4	5/16	5/16	2/4	4	1		V]	f	i	V	V		V							M	1	1	1, 5, 2		1	1
5	4	3/8	3/8	2/4	4	1		viio7/V	f	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
6	5	1/8	1/8	2/4	4	1		V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
6	5	1/4	1/4	2/4	4	1		VI6(7)	f	i		VI6(7)		VI		6	7				M	1	1	0, -3, 1		-4	0
6	5	5/16	5/16	2/4	4	1		VI6	f	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
6	5	3/8	3/8	2/4	4	1		V7(9)	f	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
7	6	0	0	2/4	4	1		V43	f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
7	6	1/8	1/8	2/4	4	1		V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
7	6	1/4	1/4	2/4	4	1		VI6(7)	f	i		VI6(7)		VI		6	7				M	1	1	0, -3, 1		-4	0
7	6	5/16	5/16	2/4	4	1		VI6	f	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
7	6	3/8	3/8	2/4	4	1		V7(9)	f	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
8	7	0	0	2/4	4	1		V43	f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
10	9	3/8	3/8	6/8	4	1		V43	f	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
10	9	1/2	1/2	6/8	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
10	9	5/8	5/8	6/8	4	1		V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
11	10	0	0	6/8	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
13	12	0	0	6/8	4	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
13	12	3/8	3/8	6/8	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
14	13	0	0	6/8	4	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
14	13	3/8	3/8	6/8	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
15	14	0	0	6/8	4	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
15	14	1/8	1/8	6/8	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
15	14	1/4	1/4	6/8	4	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
15	14	1/2	1/2	6/8	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
15	14	5/8	5/8	6/8	4	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
16	15	0	0	6/8	4	1		V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
16	15	3/8	3/8	6/8	4	1		i(4)	f	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
16	15	1/2	1/2	6/8	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
17	16	0	0	6/8	4	1		V7(4)	f	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
17	16	1/8	1/8	6/8	4	1		V7(9)	f	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
17	16	1/4	1/4	6/8	4	1		V7(4)	f	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
17	16	3/8	3/8	6/8	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
17	16	1/2	1/2	6/8	4	1		#viio	f	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
17	16	5/8	5/8	6/8	4	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
18	17	0	0	6/8	4	1		V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
18	17	1/4	1/4	6/8	4	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	17	3/8	3/8	6/8	4	1		i(974)	f	i		i(974)		i			974				m	1	1	0, -1, 1	2, -2	0	0
18	17	1/2	1/2	6/8	4	1		i6	f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
18	17	5/8	5/8	6/8	4	1		viio7/V	f	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
19	18	0	0	6/8	4	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
22	21	0	0	6/8	4	1		VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
23	22	0	0	6/8	4	1		#viio7	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
24	23	0	0	6/8	4	1		i[i6	f	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
25	24	3/8	3/8	6/8	4	1		i	f	i	i	i		i							m	1	1	0, -3, 1		0	0
26	25	0	0	6/8	4	1		iv	f	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1
26	25	3/8	3/8	6/8	4	1		i6	f	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
26	25	5/8	5/8	6/8	4	1		i	f	i	i	i		i							m	1	1	0, -3, 1		0	0
27	26	0	0	6/8	4	1		iv	f	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1
27	26	3/8	3/8	6/8	4	1		i6]	f	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
28	27	0	0	6/8	4	1		V[V(64)	f	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
28	27	1/8	1/8	6/8	4	1		V	f	i	V	V		V							M	1	1	1, 5, 2		1	1
28	27	1/4	1/4	6/8	4	1		V(64)	f	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
