mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
28	28	1/8	1/8	2/4	2	1	I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
28	28	1/4	1/4	2/4	2	1	V43	G	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	3/8	3/8	2/4	2	1	I	G	V		I		I							M	0	0	0, 4, 1		0	0
29	29	0	0	2/4	2	1	I6	G	V		I6		I		6					M	0	0	4, 1, 0		0	4
29	29	1/8	1/8	2/4	2	1	#viio43/vi	G	V		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
29	29	1/4	1/4	2/4	2	1	vi6	G	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
30	30	1/8	1/8	2/4	2	1	V2/IV	G	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
30	30	1/4	1/4	2/4	2	1	IV6	G	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	31	1/8	1/8	2/4	2	1	#viio43/ii	G	V		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
31	31	1/4	1/4	2/4	2	1	ii6	G	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
32	32	0	0	2/4	2	1	V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
32	32	1/8	1/8	2/4	2	1	V	G	V		V		V							M	0	0	1, 5, 2		1	1
32	32	1/4	1/4	2/4	2	1	I(7#2)}	G	V		I(7#2)		I			7#2			}	M	0	0	0, 9, 1	5	0	0
32	32	3/8	3/8	2/4	2	1	I	G	V		I		I							M	0	0	0, 4, 1		0	0
33	33	0	0	2/4	2	1	I6{	G	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
33	33	1/8	1/8	2/4	2	1	#viio43/vi	G	V		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
33	33	1/4	1/4	2/4	2	1	vi6	G	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
34	34	1/8	1/8	2/4	2	1	V2/IV	G	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
34	34	1/4	1/4	2/4	2	1	IV6	G	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
35	35	1/8	1/8	2/4	2	1	#viio43/ii	G	V		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
35	35	1/4	1/4	2/4	2	1	ii6	G	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	36	0	0	2/4	2	1	V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
37	37	0	0	2/4	2	1	V(4)	G	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
37	37	1/4	1/4	2/4	2	1	V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	0	0	2/4	2	1	I}	G	V		I		I						}	M	0	0	0, 4, 1		0	0
38	38	1/4	1/4	2/4	2	1	I.V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	2/4	2	1	I{	G	I		I		I						{	M	0	0	0, 4, 1		0	0
39	39	1/8	1/8	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
39	39	1/4	1/4	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
39	39	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
40	40	0	0	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
40	40	1/8	1/8	2/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
40	40	1/4	1/4	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
40	40	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
41	41	0	0	2/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
41	41	1/8	1/8	2/4	2	1	I64	G	I		I64		I		64					M	0	0	1, 0, 4		0	1
41	41	1/4	1/4	2/4	2	1	IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
41	41	7/16	7/16	2/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
42	42	0	0	2/4	2	1	viio	G	I		viio		vii	o						o	0	0	5, 2, -1		5	5
42	42	1/8	1/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
42	42	1/4	1/4	2/4	2	1	V(64)}	G	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
42	42	3/8	3/8	2/4	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
43	43	0	0	2/4	2	1	I{	G	I		I		I						{	M	0	0	0, 4, 1		0	0
43	43	1/8	1/8	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	43	1/4	1/4	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
43	43	3/8	3/8	2/4	2	1	#viio/ii	G	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
44	44	0	0	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	44	1/8	1/8	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
44	44	1/4	1/4	2/4	2	1	I(4)	G	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
44	44	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
45	45	0	0	2/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
45	45	1/8	1/8	2/4	2	1	I64	G	I		I64		I		64					M	0	0	1, 0, 4		0	1
45	45	1/4	1/4	2/4	2	1	IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
45	45	7/16	7/16	2/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
46	46	0	0	2/4	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
46	46	1/8	1/8	2/4	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
46	46	1/4	1/4	2/4	2	1	I}{	G	I		I		I						}{	M	0	0	0, 4, 1		0	0
47	47	0	0	2/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
47	47	1/4	1/4	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	48	0	0	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
48	48	1/4	1/4	2/4	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
49	49	0	0	2/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
49	49	1/4	1/4	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	0	0	2/4	2	1	I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
50	50	1/4	1/4	2/4	2	1	It6{	G	I		It6	It	vii	o	6	b3	V		{	It	0	0	-4, 0, 6		6	-4
51	51	1/4	1/4	2/4	2	1	V}	G	I		V		V						}	M	0	0	1, 5, 2		1	1
52	52	3/8	3/8	2/4	2	1	I6{	G	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
53	53	0	0	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
54	54	0	0	2/4	2	1	ii2	G	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
55	55	0	0	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
55	55	1/4	1/4	2/4	2	1	ii64	G	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
56	56	0	0	2/4	2	1	V65/vi	G	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
56	56	1/4	1/4	2/4	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
56	56	3/8	3/8	2/4	2	1	I64	G	I		I64		I		64					M	0	0	1, 0, 4		0	1
57	57	0	0	2/4	2	1	V65/V	G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
58	58	0	0	2/4	2	1	V2	G	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
58	58	1/4	1/4	2/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	0	0	2/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
59	59	3/8	3/8	2/4	2	1	V6/V	G	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
60	60	0	0	2/4	2	1	V[V}	G	I	V	V		V						}	M	0	0	1, 5, 2		1	1
61	61	0	0	2/4	2	1	I{	G	I	V	I		I						{	M	0	0	0, 4, 1		0	0
61	61	1/4	1/4	2/4	2	1	V	G	I	V	V		V							M	0	0	1, 5, 2		1	1
61	61	3/8	3/8	2/4	2	1	I	G	I	V	I		I							M	0	0	0, 4, 1		0	0
62	62	0	0	2/4	2	1	V7	G	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	62	1/8	1/8	2/4	2	1	V	G	I	V	V		V							M	0	0	1, 5, 2		1	1
62	62	1/4	1/4	2/4	2	1	I(4)	G	I	V	I(4)		I			4				M	0	0	0, -1, 1		0	0
62	62	3/8	3/8	2/4	2	1	I]	G	I	V	I		I							M	0	0	0, 4, 1		0	0
63	63	0	0	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
63	63	1/8	1/8	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
63	63	1/4	1/4	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
63	63	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
64	64	0	0	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
64	64	1/8	1/8	2/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
64	64	1/4	1/4	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
64	64	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
65	65	0	0	2/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
65	65	1/8	1/8	2/4	2	1	#viio43/vi	G	I		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
65	65	1/4	1/4	2/4	2	1	vi6	G	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
66	66	1/8	1/8	2/4	2	1	V2/IV	G	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
66	66	1/4	1/4	2/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
67	67	1/8	1/8	2/4	2	1	#viio43/ii	G	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
67	67	1/4	1/4	2/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
68	68	0	0	2/4	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
68	68	1/8	1/8	2/4	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
68	68	1/4	1/4	2/4	2	1	I(7#2)}	G	I		I(7#2)		I			7#2			}	M	0	0	0, 9, 1	5	0	0
68	68	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
69	69	0	0	2/4	2	1	I6{	G	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
69	69	1/8	1/8	2/4	2	1	#viio43/vi	G	I		#viio43/vi		#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
69	69	1/4	1/4	2/4	2	1	vi6	G	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
70	70	1/8	1/8	2/4	2	1	V2/IV	G	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
70	70	1/4	1/4	2/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
71	71	1/8	1/8	2/4	2	1	#viio43/ii	G	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
71	71	1/4	1/4	2/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
72	72	0	0	2/4	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
73	73	0	0	2/4	2	1	V7(4)	G	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
73	73	1/4	1/4	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	74	0	0	2/4	2	1	I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
75	75	0	0	2/4	2	1	{	G	I										{		0	0				
75	75	1/8	1/8	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
75	75	1/4	1/4	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
75	75	7/16	7/16	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
76	76	0	0	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
76	76	1/8	1/8	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
76	76	1/4	1/4	2/4	2	1	I(4)	G	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
76	76	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
77	77	0	0	2/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
77	77	1/8	1/8	2/4	2	1	I64	G	I		I64		I		64					M	0	0	1, 0, 4		0	1
77	77	1/4	1/4	2/4	2	1	IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
77	77	7/16	7/16	2/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
78	78	0	0	2/4	2	1	V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
78	78	1/8	1/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
78	78	1/4	1/4	2/4	2	1	V(64)}	G	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
78	78	3/8	3/8	2/4	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
79	79	0	0	2/4	2	1	I{	G	I		I		I						{	M	0	0	0, 4, 1		0	0
79	79	1/4	1/4	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
79	79	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
80	80	0	0	2/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
80	80	1/8	1/8	2/4	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
80	80	1/4	1/4	2/4	2	1	I(4)	G	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
80	80	3/8	3/8	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
81	81	0	0	2/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
81	81	1/8	1/8	2/4	2	1	I64	G	I		I64		I		64					M	0	0	1, 0, 4		0	1
81	81	1/4	1/4	2/4	2	1	IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
81	81	7/16	7/16	2/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
82	82	0	0	2/4	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
82	82	1/8	1/8	2/4	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
82	82	1/4	1/4	2/4	2	1	I}{	G	I		I		I						}{	M	0	0	0, 4, 1		0	0
83	83	0	0	2/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
83	83	1/4	1/4	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	84	0	0	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
84	84	1/4	1/4	2/4	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
85	85	0	0	2/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
85	85	1/4	1/4	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	86	0	0	2/4	2	1	I}{	G	I		I		I						}{	M	0	0	0, 4, 1		0	0
86	86	1/4	1/4	2/4	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
87	87	0	0	2/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
87	87	1/4	1/4	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	88	0	0	2/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
88	88	1/4	1/4	2/4	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
89	89	0	0	2/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
89	89	1/4	1/4	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	90	0	0	2/4	2	1	I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
90	90	1/4	1/4	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	91	0	0	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
91	91	1/4	1/4	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	92	0	0	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
92	92	1/8	1/8	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	92	1/4	1/4	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
92	92	3/8	3/8	2/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
93	93	0	0	2/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
