key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
B- major	[0.0, 0.0, 0.591, 0.545, 0.0, 0.455, 0.0, 0.545, 0.0, 0.091, 1.0, 0.0]	0.0	9.0	9.0	1	4	3
c minor	[1.0, 0.0, 0.0, 0.422, 0.0, 0.511, 0.0, 0.689, 0.289, 0.0, 0.0, 0.156]	9.0	17.5	1.0	4	6	2
B- major	[0.615, 0.0, 0.154, 0.564, 0.026, 1.0, 0.051, 0.077, 0.0, 0.41, 0.333, 0.013]	17.5	29.75	0.5	6	10	4
c minor	[0.692, 0.0, 0.962, 0.308, 0.0, 1.0, 0.0, 0.808, 0.0, 0.0, 0.0, 0.692]	29.75	35.0	0.25	10	12	2
B- major	[0.438, 0.021, 0.562, 0.542, 0.083, 0.812, 0.083, 0.438, 0.0, 0.208, 1.0, 0.0]	35.0	57.0	1.0	12	20	8
c minor	[1.0, 0.0, 0.0, 0.422, 0.0, 0.511, 0.0, 0.689, 0.289, 0.0, 0.0, 0.156]	57.0	65.5	1.0	20	22	2
B- major	[0.615, 0.0, 0.154, 0.564, 0.026, 1.0, 0.051, 0.077, 0.0, 0.41, 0.333, 0.013]	65.5	77.75	0.5	22	26	4
c minor	[0.692, 0.0, 0.962, 0.308, 0.0, 1.0, 0.0, 0.808, 0.0, 0.0, 0.0, 0.692]	77.75	83.0	0.25	26	28	2
B- major	[0.286, 0.014, 0.429, 0.4, 0.057, 0.7, 0.057, 0.2, 0.0, 0.143, 1.0, 0.0]	83.0	108.0	1.0	28	36	8
