-1,0,0,,3,F,V,A,a1,Theme a,,,,,,,
0,1,1,,1,F,I,,,,,,,,,,
1,1,1,,2,F,ii7,,,,,,,,,,
2,1,1,,3,F,V,,,,,,,,,,
3,2,2,,1,F,I6,,,,,,,,,,
4,2,2,,2,F,IV,,,,,,,,,,
6,3,3,,1,F,I64,,,,,,,,,,
8,3,3,,3,F,V7,,,,,,,,,,
9,4,4,,1,F,I,,,,,,,,,,
11,4,4,,3,F,V,A,a1,Theme a,,,,,,,
12,5,5,,1,F,I,,,,,,,,,,
13,5,5,,2,F,ii7,,,,,,,,,,
14,5,5,,3,F,V,,,,,,,,,,
15,6,6,,1,F,I6,,,,,,,,,,
16,6,6,,2,F,IV,,,,,,,,,,
18,7,7,,1,F,I64,,,,,,,,,,
20,7,7,,3,F,V7,,,,,,,,,,
21,8,8,,1,F,I,,,,,,,,,,
23,8,8,,3,None,None,A,a1,Theme b,,,,,,,
24,9,9,,1,F,I+,,,,,,,,,,
25,9,9,,2,F,IV,,,,,,,,,,
26,9,9,,3,F,vii¿65,,,,,,,,,,
27,10,10,,1,F,I,,,,,,,,,,
29,10,10,,3,None,None,A,a1,Theme b,,,,,,,
30,11,11,,1,F,I+,,,,,,,,,,
31,11,11,,2,F,IV,,,,,,,,,,
32,11,11,,3,F,vii¿65,,,,,,,,,,
33,12,12,,1,F,I,,,,,,,,,,
35,12,12,,3,None,None,A,a1,Theme b',,,,,,,
36,13,13,,1,F,I+,,,,,,,,,,
37,13,13,,2,F,IV,,,,,,,,,,
38,13,13,,3,F,ii,,,,,,,,,,
39,14,14,,1,F,V6,,,,,,,,,,
40,14,14,,2,F,IV6,,,,,,,,,,
41,14,14,,3,F,viio,,,,,,,,,,
42,15,15,,1,F,V6/vi,,,,,,,,,,
43,15,15,,2,F,ii6,,,,,,,,,,
45,16,16,,1,F,V7,,,,,,,,,,
46,16,16,,2,F,I,,,,,,,,,,
47,16,16,,3,None,None,A,a1,Theme b,,,,,,,
48,17,17,,1,F,I+,,,,,,,,,,
49,17,17,,2,F,IV,,,,,,,,,,
50,17,17,,3,F,vii¿65,,,,,,,,,,
51,18,18,,1,F,I,,,,,,,,,,
53,18,18,,3,None,None,A,a1,Theme b,,,,,,,
54,19,19,,1,F,I+,,,,,,,,,,
55,19,19,,2,F,IV,,,,,,,,,,
56,19,19,,3,F,vii¿65,,,,,,,,,,
57,20,20,,1,F,I,,,,,,,,,,
59,20,20,,3,None,None,A,a1,Theme b',,,,,,,
60,21,21,,1,F,I+,,,,,,,,,,
61,21,21,,2,F,IV,,,,,,,,,,
62,21,21,,3,F,ii,,,,,,,,,,
63,22,22,,1,F,V6,,,,,,,,,,
64,22,22,,2,F,IV6,,,,,,,,,,
65,22,22,,3,F,viio,,,,,,,,,,
66,23,23,,1,F,V6/vi,,,,,,,,,,
67,23,23,,2,F,ii6,,,,,,,,,,
69,24,24,,1,F,V7,,,,,,,,,,
70,24,24,,2,F,I,,,,,,,,,,
71,24,24,,3,None,None,B,b1,Theme c,,,,,,,
72,25,25,,1,F,I6,,,,,,,,,,
73,25,25,,2,F,ii,,,,,,,,,,
74,25,25,,3,F,I6,,,,,,,,,,
76,26,26,,2,F,ii6,,,,,,,,,,
77,26,26,,3,F,I,,,,,,,,,,
78,27,27,,1,F,viio6,,,,,,,,,,
79,27,27,,2,F,vi,,,,,,,,,,
80,27,27,,3,F,viio6/V,,,,,,,,,,
81,28,28,,1,F,IV,,,,,,,,,,
82,28,28,,2,F,vii¿7/V,,,,,,,,,,
83,28,28,,3,F,V,,,,,,,,,,
83.33333333,28,28,,3.333333333,None,None,B,b1,Theme c',,,,,,,
84,29,29,,1,F,I6,,,,,,,,,,
85,29,29,,2,F,ii,,,,,,,,,,
86,29,29,,3,F,iii6,,,,,,,,,,
87,30,30,,1,F,I6,,,,,,,,,,
88,30,30,,2,F,ii6,,,,,,,,,,
89,30,30,,3,F,I6,,,,,,,,,,
90,31,31,,1,F,V42/vi,,,,,,,,,,
91,31,31,,2,F,vi6,,,,,,,,,,
92,31,31,,3,F,V42/V,,,,,,,,,,
93,32,32,,1,F,V6,,,,,,,,,,
94,32,32,,2,F,V42/vi,,,,,,,,,,
95,32,32,,3,F,vi6,,,,,,,,,,
96,33,33,,1,F,V42/V,,,,,,,,,,
97,33,33,,2,F,V6,,,,,,,,,,
98,33,33,,3,C,I6,,,,,,,,,,
102,35,35,,1,C,V42,,,,,,,,,,
103,35,35,,2,C,I,,,,,,,,,,
104,35,35,,3,C,V42,,,,,,,,,,
105,36,36,,1,C,I,,,,,,,,,,
108,37,37,,1,C,V7,,,,,,,,,,
111,38,38,,1,C,I,,,,,,,,,,
113,38,38,,3,None,None,B,b1,Theme c,,,,,,,
114,39,39,,1,A-,I6,,,,,,,,,,
115,39,39,,2,A-,ii,,,,,,,,,,
116,39,39,,3,A-,I6,,,,,,,,,,
118,40,40,,2,A-,ii6,,,,,,,,,,
119,40,40,,3,A-,I,,,,,,,,,,
120,41,41,,1,A-,viio6,,,,,,,,,,
121,41,41,,2,A-,vi,,,,,,,,,,
122,41,41,,3,A-,V6,,,,,,,,,,
123,42,42,,1,A-,IV,,,,,,,,,,
124,42,42,,2,A-,vii=7/V,,,,,,,,,,
125,42,42,,3,A-,V,,,,,,,,,,
125.3333333,42,42,,3.333333333,None,None,B,b1,Theme c',,,,,,,
126,43,43,,1,A-,I6,,,,,,,,,,
127,43,43,,2,A-,ii,,,,,,,,,,
128,43,43,,3,A-,iii6,,,,,,,,,,
129,44,44,,1,A-,I6,,,,,,,,,,
130,44,44,,2,A-,ii6,,,,,,,,,,
131,44,44,,3,A-,I6,,,,,,,,,,
132,45,45,,1,A-,V42/vi,,,,,,,,,,
133,45,45,,2,A-,vi6,,,,,,,,,,
134,45,45,,3,A-,V42/iv,,,,,,,,,,
135,46,46,,1,A-,IV6,,,,,,,,,,
136,46,46,,2,A-,V42/ii,,,,,,,,,,
137,46,46,,3,A-,ii6,,,,,,,,,,
138,47,47,,1,A-,V42,,,,,,,,,,
139,47,47,,2,A-,I6,,,,,,,,,,
140,47,47,,3,A-,V42/ii,,,,,,,,,,
