mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/2	4	1		a.#viio	a	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
1	1	1/2	1/2	2/2	4	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
2	2	0	0	2/2	4	1		VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
2	2	1/2	1/2	2/2	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
3	3	0	0	2/2	4	1		viio43/V	a	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
3	3	1/2	1/2	2/2	4	1		V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
4	4	0	0	2/2	4	1		viio7/V	a	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
4	4	1/2	1/2	2/2	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
5	5	0	0	2/2	4	1		#viio2	a	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
5	5	1/2	1/2	2/2	4	1		i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
6	6	0	0	2/2	4	1		#viio7	a	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
6	6	1/2	1/2	2/2	4	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
7	7	0	0	2/2	4	1		viio7/V	a	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
7	7	1/2	1/2	2/2	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
8	8	0	0	2/2	4	1		Ger43	a	i		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	0, -3, 6, -4		6	0
8	8	1/2	1/2	2/2	4	1		V64	a	i		V64		V		64					M	1	1	2, 1, 5		1	2
8	8	3/4	3/4	2/2	4	1		#viio65	a	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
9	9	0	0	4/4	4	1		#viio65	a	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
10	10	3/4	3/4	4/4	4	1		i6(6)	a	i		i6(6)		i		6	6				m	1	1	-3, -4, 0		0	-3
10	10	7/8	7/8	4/4	4	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	11	1/4	1/4	4/4	4	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
12	12	0	0	4/4	4	1		V(4)	a	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
12	12	1/4	1/4	4/4	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
12	12	3/4	3/4	4/4	4	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	13	0	0	4/4	4	1		VI(4)	a	i		VI(4)		VI			4				M	1	1	-4, 2, -3		-4	-4
13	13	1/2	1/2	4/4	4	1		Ger6	a	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
14	14	0	0	4/4	4	1		V(4)	a	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
14	14	1/4	1/4	4/4	4	1		V	a	i		V		V							M	1	1	1, 5, 2		1	1
15	15	0	0	4/4	4	1		V65	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
16	16	0	0	4/4	4	1		i(11)	a	i		i(11)		i			11				m	1	1	0, -3, 1	-1	0	0
16	16	1/4	1/4	4/4	4	1		i(9#7)	a	i		i(9#7)		i			9#7				m	1	1	0, -3, 1	2, 5	0	0
16	16	3/4	3/4	4/4	4	1		iio7	a	i		iio7		ii	o	7					o7	1	1	2, -1, -4, -7		2	2
17	17	0	0	4/4	4	1		i6(6)	a	i		i6(6)		i		6	6				m	1	1	-3, -4, 0		0	-3
17	17	1/4	1/4	4/4	4	1		i6(#7b2)	a	i		i6(#7b2)		i		6	#7b2				m	1	1	-3, 1, -5, 5		0	-3
17	17	3/4	3/4	4/4	4	1		V6/iv	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
18	18	0	0	4/4	4	1		iv(4)	a	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
18	18	1/4	1/4	4/4	4	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
18	18	1/2	1/2	4/4	4	1		bII6(6)	a	i		bII6(6)		bII		6	6				M	1	1	-1, -2, -5		-5	-1
18	18	3/4	3/4	4/4	4	1		bII	a	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
20	20	0	0	4/4	4	1		#viio	a	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
20	20	1/4	1/4	4/4	4	1		V2/iv	a	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
20	20	1/2	1/2	4/4	4	1		IV6	a	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3
20	20	3/4	3/4	4/4	4	1		Ger6	a	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
21	21	0	0	4/4	4	1		V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
22	22	0	0	4/4	4	1		V7(+9)	a	i		V7(+9)		V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
23	23	0	0	4/4	4	1		VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
24	24	0	0	4/4	4	1		V6(4)	a	i		V6(4)		V		6	4				M	1	1	0, 2, 1		1	0
24	24	1/4	1/4	4/4	4	1		V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
25	25	0	0	4/4	4	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	0	0	4/4	4	1		i(4)	a	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
26	26	1/4	1/4	4/4	4	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
26	26	3/4	3/4	4/4	4	1		iio7	a	i		iio7		ii	o	7					o7	1	1	2, -1, -4, -7		2	2
27	27	0	0	4/4	4	1		i6(4)	a	i		i6(4)		i		6	4				m	1	1	-1, 1, 0		0	-1
27	27	1/4	1/4	4/4	4	1		i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
27	27	3/4	3/4	4/4	4	1		V6/iv	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
28	28	0	0	4/4	4	1		iv(4)	a	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
28	28	1/4	1/4	4/4	4	1		iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
28	28	1/2	1/2	4/4	4	1		vii64	a	i		vii64		vii		64					m	1	1	-1, -2, -5		-2	-1
28	28	11/16	11/16	4/4	4	1		bII6	a	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
28	28	3/4	3/4	4/4	4	1		bII	a	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
29	29	0	0	4/4	4	1		bII6	a	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
29	29	15/16	15/16	4/4	4	1		VI.iv6	a	VI		iv6		iv		6					m	1	0	-4, 0, -1		-1	-4
30	30	0	0	4/4	4	1		V7(b2)	a	VI		V7(b2)		V		7	b2				Mm7	1	0	-4, 5, 2, -1		1	-4
31	31	0	0	4/4	4	1		V7(4)	a	VI		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
31	31	1/4	1/4	4/4	4	1		V7	a	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
