mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	16	0	0	3/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
16	16	1/4	1/4	3/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	0	0	3/4	2	1	ii(11#72)	Bb	I		ii(11#72)	ii			11#72				m	0	0	4, -1, 3	1, 7	2	4
17	17	1/4	1/4	3/4	2	1	ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
18	18	0	0	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	1/4	1/4	3/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
18	18	1/2	1/2	3/4	2	1	V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
19	19	0	0	3/4	2	1	V.V43	Bb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	20	0	0	3/4	2	1	V43/ii	Bb	V		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
21	21	0	0	3/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	22	0	0	3/4	2	1	V(64)}	Bb	V		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
22	22	1/4	1/4	3/4	2	1	V	Bb	V		V	V							M	0	0	1, 5, 2		1	1
23	23	0	0	3/4	2	1	I{	Bb	V		I	I						{	M	0	0	0, 4, 1		0	0
24	24	0	0	3/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
25	25	0	0	3/4	2	1	viio6	Bb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
26	26	0	0	3/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	0	0	3/4	2	1	#viio6/ii	Bb	V		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
28	28	0	0	3/4	2	1	#viio43/ii	Bb	V		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
29	29	0	0	3/4	2	1	bvii64	Bb	V		bvii64	bvii		64					m	0	0	-1, -2, -5		-2	-1
30	30	0	0	3/4	2	1	viio2/V	Bb	V		viio2/V	vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
31	31	0	0	3/4	2	1	I6	Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
31	31	1/2	1/2	3/4	2	1	IV	Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
32	32	0	0	3/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
32	32	1/2	1/2	3/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	0	0	3/4	2	1	I[I}{	Bb	V	I	I	I						}{	M	0	0	0, 4, 1		0	0
33	33	1/2	1/2	3/4	2	1	V43	Bb	V	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
34	34	0	0	3/4	2	1	I	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
34	34	1/2	1/2	3/4	2	1	V2	Bb	V	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
35	35	0	0	3/4	2	1	V43	Bb	V	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	1/4	1/4	3/4	2	1	I}	Bb	V	I	I	I						}	M	0	0	0, 4, 1		0	0
35	35	1/2	1/2	3/4	2	1	V43{	Bb	V	I	V43	V		43				{	Mm7	0	0	2, -1, 1, 5		1	2
36	36	0	0	3/4	2	1	I	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
36	36	1/2	1/2	3/4	2	1	V2	Bb	V	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
37	37	0	0	3/4	2	1	I(764)}	Bb	V	I	I(764)	I			764			}	M	0	0	0, -1, 3	5	0	0
37	37	1/4	1/4	3/4	2	1	I	Bb	V	I	I	I							M	0	0	0, 4, 1		0	0
38	38	0	0	3/4	2	1	i(#7b64)	Bb	V	I	i(#7b64)	i			#7b64				m	0	0	0, -1, -4	12	0	0
38	38	1/4	1/4	3/4	2	1	i]	Bb	V	I	i	i							m	0	0	0, -3, 1		0	0
39	39	0	0	3/4	2	1	vii%7/bIII{	Bb	V		vii%7/bIII	vii	%	7		bIII		{	%7	0	0	2, -1, -4, 0		2	2
39	39	1/4	1/4	3/4	2	1	V65/bIII	Bb	V		V65/bIII	V		65		bIII			Mm7	0	0	2, -1, -4, -2		-2	2
40	40	0	0	3/4	2	1	bIII	Bb	V		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
40	40	1/2	1/2	3/4	2	1	bII6	Bb	V		bII6	bII		6					M	0	0	-1, -4, -5		-5	-1
41	41	0	0	3/4	2	1	V(b64)	Bb	V		V(b64)	V			b64				M	0	0	1, 0, -3		1	1
41	41	1/8	1/8	3/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
41	41	1/4	1/4	3/4	2	1	V7(4)	Bb	V		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
41	41	1/2	1/2	3/4	2	1	V(b64)	Bb	V		V(b64)	V			b64				M	0	0	1, 0, -3		1	1
41	41	5/8	5/8	3/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	0	0	3/4	2	1	I}{	Bb	V		I	I						}{	M	0	0	0, 4, 1		0	0
42	42	1/2	1/2	3/4	2	1	ii6	Bb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
43	43	0	0	3/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
43	43	1/2	1/2	3/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	0	0	3/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
44	44	1/4	1/4	3/4	2	1	V65/vi	Bb	V		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
44	44	1/2	1/2	3/4	2	1	vi	Bb	V		vi	vi							m	0	0	3, 0, 4		3	3
44	44	5/8	5/8	3/4	2	1	viio7/V	Bb	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
45	45	0	0	3/4	2	1	V(64)	Bb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
45	45	1/2	1/2	3/4	2	1	V7	Bb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	0	0	3/4	2	1	I(974)}	Bb	V		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
46	46	1/4	1/4	3/4	2	1	I	Bb	V		I	I							M	0	0	0, 4, 1		0	0
47	47	0	0	3/4	2	1	I{	Bb	V		I	I						{	M	0	0	0, 4, 1		0	0
48	48	0	0	3/4	2	1	I.V65/iii	Bb	I		V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
49	49	0	0	3/4	2	1	iii	Bb	I		iii	iii							m	0	0	4, 1, 5		4	4
50	50	0	0	3/4	2	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	0	0	3/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
52	52	0	0	3/4	2	1	V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
53	53	0	0	3/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
54	54	0	0	3/4	2	1	V2/vi	Bb	I		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
55	55	0	0	3/4	2	1	vi6	Bb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
55	55	1/2	1/2	3/4	2	1	#viio7/ii	Bb	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
56	56	0	0	3/4	2	1	ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
56	56	1/4	1/4	3/4	2	1	#viio7/iii	Bb	I		#viio7/iii	#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
57	57	0	0	3/4	2	1	iii6	Bb	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
57	57	1/4	1/4	3/4	2	1	iii64	Bb	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
57	57	1/2	1/2	3/4	2	1	V2/vi	Bb	I		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
58	58	0	0	3/4	2	1	vi6	Bb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
58	58	1/4	1/4	3/4	2	1	viio2/V/iii	Bb	I		viio2/V/iii	vii	o	2		V/iii			o7	0	0	1, 10, 7, 4		10	1
58	58	1/2	1/2	3/4	2	1	V2/V/iii	Bb	I		V2/V/iii	V		2		V/iii			Mm7	0	0	4, 6, 10, 7		6	4
59	59	0	0	3/4	2	1	V6/iii}	Bb	I		V6/iii	V		6		iii		}	M	0	0	9, 6, 5		5	9
59	59	1/2	1/2	3/4	2	1	iii6{	Bb	I		iii6	iii		6				{	m	0	0	1, 5, 4		4	1
60	60	0	0	3/4	2	1	viio(2)/V	Bb	I		viio(2)/V	vii	o		2	V			o	0	0	1, 3, 0		6	1
60	60	1/4	1/4	3/4	2	1	viio/V	Bb	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
60	60	1/2	1/2	3/4	2	1	viio6/V	Bb	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
61	61	0	0	3/4	2	1	#viio(2)/vi	Bb	I		#viio(2)/vi	#vii	o		2	vi			o	0	0	3, 5, 2		8	3
61	61	1/4	1/4	3/4	2	1	#viio/vi	Bb	I		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
61	61	1/2	1/2	3/4	2	1	#viio6/vi	Bb	I		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
62	62	0	0	3/4	2	1	vi(2)	Bb	I		vi(2)	vi			2				m	0	0	5, 0, 4		3	5
62	62	1/4	1/4	3/4	2	1	vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
62	62	1/2	1/2	3/4	2	1	vii%7/V	Bb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
63	63	0	0	3/4	2	1	V7(64)	Bb	I		V7(64)	V		7	64				Mm7	0	0	1, 0, 4, -1		1	1
63	63	1/4	1/4	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	1/2	1/2	3/4	2	1	#viio7/vi	Bb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
64	64	0	0	3/4	2	1	V7(64)/ii	Bb	I		V7(64)/ii	V		7	64	ii			Mm7	0	0	3, 2, -1, 1		3	3
64	64	1/4	1/4	3/4	2	1	V7/ii	Bb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
64	64	1/2	1/2	3/4	2	1	V43/ii	Bb	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
65	65	0	0	3/4	2	1	ii(112)	Bb	I		ii(112)	ii			112				m	0	0	4, -1, 3	1	2	4
65	65	1/4	1/4	3/4	2	1	ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
65	65	1/2	1/2	3/4	2	1	IVM43/IV	Bb	I		IVM43/IV	IV	M	43		IV			MM7	0	0	-1, 3, -2, 2		-2	-1
66	66	0	0	3/4	2	1	viio(112)/IV	Bb	I		viio(112)/IV	vii	o		112	IV			o	0	0	-1, 1, -2	3	4	-1
66	66	1/4	1/4	3/4	2	1	viio/IV	Bb	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
66	66	1/2	1/2	3/4	2	1	V43/IV	Bb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
67	67	0	0	3/4	2	1	viio(b112)/V	Bb	I		viio(b112)/V	vii	o		b112	V			o	0	0	1, 3, 0	-2	6	1
67	67	1/4	1/4	3/4	2	1	viio/V	Bb	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
67	67	1/2	1/2	3/4	2	1	V7/V	Bb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
68	68	0	0	3/4	2	1	#viio6(112)/vi	Bb	I		#viio6(112)/vi	#vii	o	6	112	vi			o	0	0	5, 2, 3	0	8	5
68	68	1/4	1/4	3/4	2	1	#viio6/vi	Bb	I		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
68	68	1/2	1/2	3/4	2	1	V7/vi	Bb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
69	69	0	0	3/4	2	1	vi6(112)	Bb	I		vi6(112)	vi		6	112				m	0	0	0, 4, 5	2	3	0
69	69	1/4	1/4	3/4	2	1	vi6	Bb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
69	69	1/2	1/2	3/4	2	1	IVM7	Bb	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
70	70	0	0	3/4	2	1	viio6(112)	Bb	I		viio6(112)	vii	o	6	112				o	0	0	2, -1, 0	4	5	2
70	70	1/4	1/4	3/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
70	70	3/8	3/8	3/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
70	70	1/2	1/2	3/4	2	1	viio	Bb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
70	70	5/8	5/8	3/4	2	1	ii%43	Bb	I		ii%43	ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
71	71	0	0	3/4	2	1	V7}	Bb	I		V7	V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
73	73	0	0	3/4	2	1	I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
73	73	1/4	1/4	3/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
73	73	1/2	1/2	3/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
74	74	0	0	3/4	2	1	viio65/V	Bb	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
74	74	1/4	1/4	3/4	2	1	V64/V	Bb	I		V64/V	V		64		V			M	0	0	3, 2, 6		2	3
74	74	1/2	1/2	3/4	2	1	V43/V	Bb	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
75	75	0	0	3/4	2	1	V(4)	Bb	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
75	75	1/4	1/4	3/4	2	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
75	75	5/8	5/8	3/4	2	1	IV6	Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
76	76	0	0	3/4	2	1	V65	Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
76	76	1/4	1/4	3/4	2	1	I}	Bb	I		I	I						}	M	0	0	0, 4, 1		0	0
76	76	1/2	1/2	3/4	2	1	{	Bb	I									{		0	0				
77	77	0	0	3/4	2	1	ii(9#74)	Bb	I		ii(9#74)	ii			9#74				m	0	0	2, 1, 3	4, 7	2	2
77	77	1/4	1/4	3/4	2	1	ii	Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
78	78	0	0	3/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
78	78	1/4	1/4	3/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
79	79	0	0	3/4	2	1	ii6(11#72)	Bb	I		ii6(11#72)	ii		6	11#72				m	0	0	-1, 3, 4, 7	1	2	-1
79	79	1/4	1/4	3/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
80	80	0	0	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	1/4	1/4	3/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
80	80	1/2	1/2	3/4	2	1	V6	Bb	I		V6	V		6					M	0	0	5, 2, 1		1	5
81	81	0	0	3/4	2	1	vi	Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
81	81	1/2	1/2	3/4	2	1	V43/V	Bb	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
82	82	0	0	3/4	2	1	V(9#74)}	Bb	I		V(9#74)	V			9#74			}	M	0	0	1, 0, 2	3, 6	1	1
82	82	1/4	1/4	3/4	2	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
82	82	1/2	1/2	3/4	2	1	V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
83	83	0	0	3/4	2	1	I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
83	83	1/2	1/2	3/4	2	1	i	Bb	I		i	i							m	0	0	0, -3, 1		0	0
84	84	0	0	3/4	2	1	viio7/V	Bb	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
84	84	1/2	1/2	3/4	2	1	V7/V	Bb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
85	85	0	0	3/4	2	1	viio6(2)	Bb	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
85	85	1/8	1/8	3/4	2	1	viio6	Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
85	85	3/8	3/8	3/4	2	1	viio	Bb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
85	85	1/2	1/2	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	85	5/8	5/8	3/4	2	1	vii%43	Bb	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
86	86	0	0	3/4	2	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
86	86	1/8	1/8	3/4	2	1	V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
86	86	1/4	1/4	3/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
86	86	1/2	1/2	3/4	2	1	I	Bb	I		I	I							M	0	0	0, 4, 1		0	0
87	87	0	0	3/4	2	1	V43	Bb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
88	88	0	0	3/4	2	1	V43/ii	Bb	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
89	89	0	0	3/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
90	90	0	0	3/4	2	1	V(64)}	Bb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
90	90	1/4	1/4	3/4	2	1	V	Bb	I		V	V							M	0	0	1, 5, 2		1	1
91	91	0	0	3/4	2	1	I{	Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
93	93	0	0	3/4	2	1	viio	Bb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
94	94	0	0	3/4	2	1	V2	Bb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
95	95	0	0	3/4	2	1	#viio6/ii	Bb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
96	96	0	0	3/4	2	1	#viio43/ii	Bb	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
97	97	0	0	3/4	2	1	bvii64	Bb	I		bvii64	bvii		64					m	0	0	-1, -2, -5		-2	-1
98	98	0	0	3/4	2	1	viio2/V	Bb	I		viio2/V	vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
99	99	0	0	3/4	2	1	I6	Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
99	99	1/2	1/2	3/4	2	1	IV	Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
100	100	0	0	3/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
100	100	1/2	1/2	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
101	101	0	0	3/4	2	1	I[I}{	Bb	I	I	I	I						}{	M	0	0	0, 4, 1		0	0
101	101	1/2	1/2	3/4	2	1	V43	Bb	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
102	102	0	0	3/4	2	1	I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
102	102	1/2	1/2	3/4	2	1	V2	Bb	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
103	103	0	0	3/4	2	1	V43	Bb	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
103	103	1/4	1/4	3/4	2	1	I}	Bb	I	I	I	I						}	M	0	0	0, 4, 1		0	0
103	103	1/2	1/2	3/4	2	1	V43{	Bb	I	I	V43	V		43				{	Mm7	0	0	2, -1, 1, 5		1	2
104	104	0	0	3/4	2	1	I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
104	104	1/2	1/2	3/4	2	1	V2	Bb	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
105	105	0	0	3/4	2	1	I(764)}	Bb	I	I	I(764)	I			764			}	M	0	0	0, -1, 3	5	0	0
105	105	1/4	1/4	3/4	2	1	I	Bb	I	I	I	I							M	0	0	0, 4, 1		0	0
106	106	0	0	3/4	2	1	i(#764)	Bb	I	I	i(#764)	i			#764				m	0	0	0, -1, 3	12	0	0
106	106	1/4	1/4	3/4	2	1	i]	Bb	I	I	i	i							m	0	0	0, -3, 1		0	0
107	107	0	0	3/4	2	1	vii%7/bIII{	Bb	I		vii%7/bIII	vii	%	7		bIII		{	%7	0	0	2, -1, -4, 0		2	2
107	107	1/4	1/4	3/4	2	1	V65/bIII	Bb	I		V65/bIII	V		65		bIII			Mm7	0	0	2, -1, -4, -2		-2	2
108	108	0	0	3/4	2	1	bIII	Bb	I		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
108	108	1/2	1/2	3/4	2	1	bII6	Bb	I		bII6	bII		6					M	0	0	-1, -4, -5		-5	-1
109	109	0	0	3/4	2	1	V(b64)	Bb	I		V(b64)	V			b64				M	0	0	1, 0, -3		1	1
109	109	1/8	1/8	3/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
109	109	1/4	1/4	3/4	2	1	V7(4)	Bb	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
109	109	1/2	1/2	3/4	2	1	V(b64)	Bb	I		V(b64)	V			b64				M	0	0	1, 0, -3		1	1
109	109	5/8	5/8	3/4	2	1	V7	Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
110	110	0	0	3/4	2	1	I}{	Bb	I		I	I						}{	M	0	0	0, 4, 1		0	0
110	110	1/2	1/2	3/4	2	1	ii6	Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
111	111	0	0	3/4	2	1	V(64)	Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
