mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
42	41	0	0	3/8	2	1	V7(9)	F	V		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
43	42	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
44	43	0	0	3/8	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
45	44	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
46	45	0	0	3/8	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	46	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
48	47	0	0	3/8	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
48	47	1/4	1/4	3/8	2	1	iii6	F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
49	48	0	0	3/8	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
49	48	1/4	1/4	3/8	2	1	viio/V	F	V		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
50	49	0	0	3/8	2	1	V(4)}	F	V		V(4)		V			4			}	M	0	0	1, 0, 2		1	1
50	49	1/4	1/4	3/8	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
51	50	0	0	3/8	2	1	ii{	F	V		ii		ii						{	m	0	0	2, -1, 3		2	2
55	54	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
56	55	0	0	3/8	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
57	56	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
58	57	0	0	3/8	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
59	58	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
60	59	0	0	3/8	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	59	1/4	1/4	3/8	2	1	iii6	F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
61	60	0	0	3/8	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
61	60	1/4	1/4	3/8	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
62	61	0	0	3/8	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
62	61	1/8	1/8	3/8	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
62	61	1/4	1/4	3/8	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
63	62	0	0	3/8	2	1	I}	F	V		I		I						}	M	0	0	0, 4, 1		0	0
64	63	0	0	3/8	2	1	IV6{	F	V		IV6		IV		6				{	M	0	0	3, 0, -1		-1	3
64	63	1/4	1/4	3/8	2	1	iii6	F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
65	64	0	0	3/8	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
65	64	1/4	1/4	3/8	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
66	65	0	0	3/8	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
66	65	1/8	1/8	3/8	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
66	65	1/4	1/4	3/8	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
67	66	0	0	3/8	2	1	I}	F	V		I		I						}	M	0	0	0, 4, 1		0	0
67	66	1/8	1/8	3/8	2	1	{	F	V										{		0	0				
68	67	0	0	3/8	2	1	V65/IV	F	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
69	68	0	0	3/8	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
70	69	0	0	3/8	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
71	70	0	0	3/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	72	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
74	73	0	0	3/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	74	0	0	3/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
76	75	0	0	3/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	76	0	0	3/8	2	1	I}	F	V		I		I						}	M	0	0	0, 4, 1		0	0
80	78	0	0	3/8	2	1	{	F	V										{		0	0				
81	79	0	0	3/8	2	1	i	F	V		i		i							m	0	0	0, -3, 1		0	0
84	82	0	0	3/8	2	1	ii.V7	F	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
85	83	0	0	3/8	2	1	i	F	ii		i		i							m	0	1	0, -3, 1		0	0
86	84	0	0	3/8	2	1	ii%65	F	ii		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
86	84	1/4	1/4	3/8	2	1	V	F	ii		V		V							M	0	1	1, 5, 2		1	1
87	85	0	0	3/8	2	1	i}	F	ii		i		i						}	m	0	1	0, -3, 1		0	0
88	86	0	0	3/8	2	1	{	F	ii										{		0	1				
89	87	0	0	3/8	2	1	I.iio	F	I		iio		ii	o						o	0	0	2, -1, -4		2	2
92	90	0	0	3/8	2	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
93	91	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
94	92	0	0	3/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
95	93	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
96	94	0	0	3/8	2	1	vi.V43	F	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
97	95	0	0	3/8	2	1	i	F	vi		i		i							m	0	1	0, -3, 1		0	0
98	96	0	0	3/8	2	1	V7	F	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
99	97	0	0	3/8	2	1	i	F	vi		i		i							m	0	1	0, -3, 1		0	0
100	98	0	0	3/8	2	1	bII6	F	vi		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
101	99	0	0	3/8	2	1	i6	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
102	100	0	0	3/8	2	1	#viio6	F	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
103	101	0	0	3/8	2	1	i6	F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
104	102	0	0	3/8	2	1	It6	F	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
105	103	0	0	3/8	2	1	V	F	vi		V		V							M	0	1	1, 5, 2		1	1
106	104	0	0	3/8	2	1	It6	F	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
107	105	0	0	3/8	2	1	V}	F	vi		V		V						}	M	0	1	1, 5, 2		1	1
109	107	1/4	1/4	3/8	2	1	I.I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
111	109	0	0	3/8	2	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
112	110	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
113	111	0	0	3/8	2	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
114	112	0	0	3/8	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
115	113	0	0	3/8	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
116	114	0	0	3/8	2	1	ii	F	I		ii		ii							m	0	0	2, -1, 3		2	2
116	114	1/8	1/8	3/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
116	114	1/4	1/4	3/8	2	1	viio/V	F	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
117	115	0	0	3/8	2	1	V}	F	I		V		V						}	M	0	0	1, 5, 2		1	1
117	115	1/4	1/4	3/8	2	1	I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
119	117	0	0	3/8	2	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
120	118	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
121	119	0	0	3/8	2	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
122	120	0	0	3/8	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
123	121	0	0	3/8	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
124	122	0	0	3/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
124	122	1/4	1/4	3/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
125	123	0	0	3/8	2	1	I[I}	F	I	I	I		I						}	M	0	0	0, 4, 1		0	0
126	124	0	0	3/8	2	1	ii6	F	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
127	125	0	0	3/8	2	1	I	F	I	I	I		I							M	0	0	0, 4, 1		0	0
128	126	1/8	1/8	3/8	2	1	viio6	F	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
129	127	0	0	3/8	2	1	I	F	I	I	I		I							M	0	0	0, 4, 1		0	0
130	128	0	0	3/8	2	1	ii	F	I	I	ii		ii							m	0	0	2, -1, 3		2	2
131	129	0	0	3/8	2	1	I	F	I	I	I		I							M	0	0	0, 4, 1		0	0
132	130	1/8	1/8	3/8	2	1	viio	F	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
133	131	0	0	3/8	2	1	I}	F	I	I	I		I						}	M	0	0	0, 4, 1		0	0
134	132	0	0	3/8	2	1	vi6]{	F	I	I	vi6		vi		6				{	m	0	0	0, 4, 3		3	0
135	133	0	0	3/8	2	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
136	134	0	0	3/8	2	1	viio6/V	F	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
137	135	0	0	3/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
138	136	0	0	3/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
139	137	0	0	3/8	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
140	138	0	0	3/8	2	1	viio6	F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
141	139	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
142	140	0	0	3/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
144	142	1/4	1/4	3/8	2	1	vii%7/V	F	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
145	143	0	0	3/8	2	1	V}	F	I		V		V						}	M	0	0	1, 5, 2		1	1
146	144	1/4	1/4	3/8	2	1	vii%7/V	F	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
147	145	0	0	3/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
148	146	1/4	1/4	3/8	2	1	vii%7/V	F	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
149	147	0	0	3/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
151	149	0	0	3/8	2	1	V7{	F	I		V7		V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
152	150	0	0	3/8	2	1	V7(9)	F	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
153	151	0	0	3/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
154	152	0	0	3/8	2	1	V7(9)	F	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
155	153	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
156	154	0	0	3/8	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
157	155	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
158	156	0	0	3/8	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
159	157	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
160	158	0	0	3/8	2	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
160	158	1/4	1/4	3/8	2	1	iii6	F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
161	159	0	0	3/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
161	159	1/4	1/4	3/8	2	1	viio/V	F	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
162	160	0	0	3/8	2	1	V(4)	F	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
162	160	1/4	1/4	3/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
163	161	0	0	3/8	2	1	ii	F	I		ii		ii							m	0	0	2, -1, 3		2	2
167	165	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
168	166	0	0	3/8	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
169	167	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
170	168	0	0	3/8	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
171	169	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
172	170	0	0	3/8	2	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
172	170	1/4	1/4	3/8	2	1	iii6	F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
173	171	0	0	3/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
173	171	1/4	1/4	3/8	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
174	172	0	0	3/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
174	172	1/8	1/8	3/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
174	172	1/4	1/4	3/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
175	173	0	0	3/8	2	1	I}	F	I		I		I						}	M	0	0	0, 4, 1		0	0
176	174	0	0	3/8	2	1	IV6{	F	I		IV6		IV		6				{	M	0	0	3, 0, -1		-1	3
176	174	1/4	1/4	3/8	2	1	iii6	F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
177	175	0	0	3/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
177	175	1/4	1/4	3/8	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
178	176	0	0	3/8	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
178	176	1/8	1/8	3/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
178	176	1/4	1/4	3/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
179	177	0	0	3/8	2	1	I}	F	I		I		I						}	M	0	0	0, 4, 1		0	0
179	177	1/8	1/8	3/8	2	1	{	F	I										{		0	0				
180	178	0	0	3/8	2	1	V65/IV	F	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
181	179	0	0	3/8	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
182	180	0	0	3/8	2	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
183	181	0	0	3/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
185	183	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
186	184	0	0	3/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
187	185	0	0	3/8	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
188	186	0	0	3/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
189	187	0	0	3/8	2	1	I}	F	I		I		I						}	M	0	0	0, 4, 1		0	0
