key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
c# minor	[0.045, 1.0, 0.0, 0.126, 0.294, 0.0, 0.119, 0.0, 0.517, 0.03, 0.0, 0.0]	0.0	35.0	35.0	1	11	10
g# minor	[0.059, 1.0, 0.0, 0.265, 0.324, 0.0, 0.265, 0.176, 0.471, 0.118, 0.206, 0.0]	35.0	47.0	4.0	11	15	4
E major	[0.0, 0.438, 0.0, 1.0, 0.438, 0.0, 0.062, 0.125, 0.562, 0.0, 0.438, 0.75]	47.0	55.0	4.0	15	19	4
f# minor	[0.0, 0.057, 0.226, 0.245, 0.717, 0.0, 0.321, 0.057, 0.642, 0.189, 0.0, 1.0]	55.0	79.0	1.0	19	27	8
g# minor	[0.0, 0.5, 0.375, 0.0, 0.062, 0.75, 0.938, 0.0, 0.375, 0.406, 0.0, 1.0]	79.0	95.0	1.0	27	31	4
G# major	[0.0, 1.0, 0.12, 0.0, 0.0, 0.04, 0.48, 0.0, 0.08, 0.28, 0.0, 0.24]	95.0	103.0	1.0	31	35	4
c# minor	[0.0, 1.0, 0.0, 0.229, 0.429, 0.086, 0.371, 0.343, 0.543, 0.114, 0.2, 0.029]	103.0	116.0	1.0	35	39	4
b minor	[0.0, 1.0, 0.0, 0.2, 0.9, 0.0, 0.1, 0.3, 1.0, 0.0, 0.3, 0.2]	116.0	120.0	4.0	39	40	1
c# minor	[0.472, 0.302, 0.0, 1.0, 0.0, 0.057, 0.0, 0.245, 0.792, 0.0, 0.17, 0.0]	120.0	140.0	4.0	40	48	8
D major	[0.154, 1.0, 0.0, 0.154, 0.462, 0.0, 0.0, 0.0, 0.769, 0.308, 0.0, 0.0]	140.0	148.0	4.0	48	50	2
c# minor	[0.5, 0.667, 0.0, 0.667, 0.5, 0.0, 0.917, 0.333, 0.75, 1.0, 0.667, 0.0]	148.0	160.0	3.0	50	53	3
D- major	[0.168, 1.0, 0.171, 0.332, 0.181, 0.411, 0.431, 0.117, 0.842, 0.181, 0.176, 0.136]	160.0	295.0	6.0	53	67	14
