mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/2	4	1		e.VI	e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
2	2	0	0	2/2	4	1		VI.I	e	VI		I		I							M	1	0	0, 4, 1		0	0
2	2	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
3	3	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
4	4	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
5	5	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
7	7	0	0	2/2	4	1		i.iv65	e	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
7	7	1/2	1/2	2/2	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
8	8	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	1/2	1/2	2/2	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
8	8	3/4	3/4	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	9	0	0	2/2	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
9	9	1/2	1/2	2/2	4	1		VI.V43	e	VI		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
10	10	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
11	11	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
12	12	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
13	13	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
14	14	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
16	16	0	0	2/2	4	1		i.iv65	e	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
16	16	1/2	1/2	2/2	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
17	17	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	1/2	1/2	2/2	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
17	17	3/4	3/4	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	18	0	0	2/2	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
18	18	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
19	19	0	0	2/2	4	1		V/V	e	i		V/V		V				V			M	1	1	2, 6, 3		2	2
21	21	1/2	1/2	2/2	4	1		VI.V7/V	e	VI		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
22	22	0	0	2/2	4	1		V7	e	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
23	23	0	0	2/2	4	1		I\\	e	VI		I		I						\\	M	1	0	0, 4, 1		0	0
23	23	1/2	1/2	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
24	24	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
25	25	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
26	26	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
27	27	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
29	29	0	0	2/2	4	1		i.iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
29	29	1/2	1/2	2/2	4	1		i64	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
30	30	0	0	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
30	30	1/2	1/2	2/2	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
30	30	3/4	3/4	2/2	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
31	31	0	0	2/2	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
31	31	1/2	1/2	2/2	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
32	32	0	0	2/2	4	1		V/V	e	i		V/V		V				V			M	1	1	2, 6, 3		2	2
34	34	1/2	1/2	2/2	4	1		VI.V7/V	e	VI		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
35	35	0	0	2/2	4	1		V7	e	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
36	36	0	0	2/2	4	1		I\\	e	VI		I		I						\\	M	1	0	0, 4, 1		0	0
36	36	1/2	1/2	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
37	37	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
38	38	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
39	39	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
40	40	0	0	2/2	4	1		I	e	VI		I		I							M	1	0	0, 4, 1		0	0
40	40	1/2	1/2	2/2	4	1		I(64)	e	VI		I(64)		I			64				M	1	0	0, -1, 3		0	0
41	41	0	0	2/2	4	1		I[I	e	VI	I	I		I							M	1	0	0, 4, 1		0	0
41	41	3/8	3/8	2/2	4	1		ii6	e	VI	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
41	41	1/2	1/2	2/2	4	1		I6	e	VI	I	I6		I		6					M	1	0	4, 1, 0		0	4
