0,4.0,C,1,M,0
4.0,8.0,C,5,M,0
8.0,8.5,C,5,D7,0
8.5,10.0,C,5/2,D7,0
10.0,10.5,C,4,m,0
10.5,11.0,C,4,M,0
11.0,11.5,C,2,D7,1
11.5,12.0,C,5,D7,1
12.0,13.0,C,1,M,1
13.0,13.5,C,1,M,0
13.5,14.0,C,5,M,0
14.0,14.5,C,1,M,0
14.5,15.0,C,5,M,0
15.0,16.0,C,5,M,1
16.0,17.5,C,6,m,0
17.5,18.0,C,2,m,0
18.0,18.5,C,7/5,d,0
18.5,19.5,C,7/5,d7,0
19.5,20.0,C,7/5,d,0
20.0,25.0,C,5,M,0
25.0,27.0,C,5,D7,0
27.0,29.0,C,5,M,0
29.0,31.0,C,5,M,1
31.0,31.5,C,2,m,1
31.5,32.0,C,6,m,1
32.0,32.5,C,5/6,M,1
32.5,37.0,C,5/6,D7,1
37.0,40.0,C,1,m,0
40.0,41.5,C,4,m,0
41.5,42.0,C,4,M,0
42.0,44.0,C,4,M,1
44.0,47.0,C,5,D7,1
47.0,48.0,C,1,M,0
48.0,50.0,C,2,m,1
50.0,52.0,C,5,D7,0
52.0,56.0,C,1,M,0
56.0,58.5,C,4,M,0
58.5,59.0,C,2,M,0
59.0,59.5,C,2,m,0
59.5,60.0,C,2,d,0
60.0,61.0,C,5,D7,0
61.0,62.0,C,1,M,0
62.0,63.0,C,2,m7,1
63.0,64.0,C,5,D7,0
64.0,66.0,C,1,M,0
66.0,68.0,C,5,M,0
68.0,72.0,C,1,M,0
