mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
135	135	1/2	1/2	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
135	135	3/4	3/4	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
136	136	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
136	136	1/4	1/4	4/4	2	1	viio6/V	C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
136	136	1/2	1/2	4/4	2	1	V}	C	I		V	V						}	M	0	0	1, 5, 2		1	1
137	137	0	0	4/4	2	1	I6{	C	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
138	138	0	0	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
139	139	0	0	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
139	139	1/2	1/2	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
140	140	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
141	141	0	0	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
142	142	0	0	4/4	2	1	I64	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
142	142	1/4	1/4	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
142	142	1/2	1/2	4/4	2	1	I64	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
142	142	3/4	3/4	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
143	143	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
143	143	1/4	1/4	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
143	143	1/2	1/2	4/4	2	1	I64	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
143	143	3/4	3/4	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
144	144	0	0	4/4	2	1	#viio65/ii	C	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
145	145	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
146	146	0	0	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
147	147	0	0	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
148	148	0	0	4/4	2	1	I}	C	I		I	I						}	M	0	0	0, 4, 1		0	0
148	148	1/4	1/4	4/4	2	1	{	C	I									{		0	0				
148	148	1/2	1/2	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
148	148	3/4	3/4	4/4	2	1	viio	C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
149	149	0	0	4/4	2	1	I(4)	C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
149	149	1/8	1/8	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
149	149	1/4	1/4	4/4	2	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
149	149	1/2	1/2	4/4	2	1	ii6(2)	C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
149	149	5/8	5/8	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
149	149	3/4	3/4	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
150	150	0	0	4/4	2	1	I6(2)	C	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
150	150	1/8	1/8	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
150	150	1/4	1/4	4/4	2	1	#viio/ii	C	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
150	150	1/2	1/2	4/4	2	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
150	150	3/4	3/4	4/4	2	1	viio	C	I		viio	vii	o						o	0	0	5, 2, -1		5	5
151	151	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
151	151	1/4	1/4	4/4	2	1	iv	C	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
151	151	1/2	1/2	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
151	151	3/4	3/4	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
152	152	0	0	4/4	2	1	I}	C	I		I	I						}	M	0	0	0, 4, 1		0	0
153	153	3/4	3/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
154	154	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
154	154	1/4	1/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
154	154	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
154	154	3/4	3/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
155	155	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
