mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	9	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
10	9	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	10	0	0	3/4	4	1		V2(64)		F	I		V2(64)	V		2	64				Mm7	0	0	-1, 1, 0, 4		1	-1
11	10	1/4	1/4	3/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
11	10	1/2	1/2	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	11	0	0	3/4	4	1		vi7(4)		F	I		vi7(4)	vi		7	4				mm7	0	0	3, 2, 4, 1		3	3
12	11	1/4	1/4	3/4	4	1		vi43		F	I		vi43	vi		43					mm7	0	0	4, 1, 3, 0		3	4
12	11	1/2	1/2	3/4	4	1		I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
13	12	0	0	3/4	4	1		IV(+2)		F	I		IV(+2)	IV			+2				M	0	0	-1, 3, 0	1	-1	-1
13	12	1/4	1/4	3/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
13	12	1/2	1/2	3/4	4	1		V64		F	I		V64	V		64					M	0	0	2, 1, 5		1	2
14	13	0	0	3/4	4	1		I(+2)		F	I		I(+2)	I			+2				M	0	0	0, 4, 1	2	0	0
14	13	1/4	1/4	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
14	13	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	14	0	0	3/4	4	1		V2(64)		F	I		V2(64)	V		2	64				Mm7	0	0	-1, 1, 0, 4		1	-1
15	14	1/4	1/4	3/4	4	1		V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
15	14	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
16	15	0	0	3/4	4	1		vi7(4)		F	I		vi7(4)	vi		7	4				mm7	0	0	3, 2, 4, 1		3	3
16	15	1/4	1/4	3/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
16	15	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
17	16	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
17	16	1/4	1/4	3/4	4	1		V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
18	17	0	0	3/4	4	1		V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
24	23	1/4	1/4	3/4	4	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
25	24	1/4	1/4	3/4	4	1		V[V6		F	I	V	V6	V		6					M	0	0	5, 2, 1		1	5
26	25	0	0	3/4	4	1		I		F	I	V	I	I							M	0	0	0, 4, 1		0	0
26	25	1/2	1/2	3/4	4	1		I6		F	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
27	26	0	0	3/4	4	1		vii%7/V		F	I	V	vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
27	26	1/4	1/4	3/4	4	1		V(4)		F	I	V	V(4)	V			4				M	0	0	1, 0, 2		1	1
27	26	1/2	1/2	3/4	4	1		V		F	I	V	V	V							M	0	0	1, 5, 2		1	1
28	27	0	0	3/4	4	1		vi(4)		F	I	V	vi(4)	vi			4				m	0	0	3, 2, 4		3	3
28	27	1/4	1/4	3/4	4	1		vi		F	I	V	vi	vi							m	0	0	3, 0, 4		3	3
28	27	1/2	1/2	3/4	4	1		i64		F	I	V	i64	i		64					m	0	0	1, 0, -3		0	1
29	28	0	0	3/4	4	1		viio/V		F	I	V	viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
29	28	1/4	1/4	3/4	4	1		V6/V		F	I	V	V6/V	V		6		V			M	0	0	6, 3, 2		2	6
29	28	1/2	1/2	3/4	4	1		viio2		F	I	V	viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
30	29	0	0	3/4	4	1		I(97)		F	I	V	I(97)	I			97				M	0	0	0, 4, 1	2, 5	0	0
30	29	1/4	1/4	3/4	4	1		I		F	I	V	I	I							M	0	0	0, 4, 1		0	0
31	30	0	0	3/4	4	1		vii%7/V		F	I	V	vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
31	30	1/4	1/4	3/4	4	1		V(4)		F	I	V	V(4)	V			4				M	0	0	1, 0, 2		1	1
31	30	1/2	1/2	3/4	4	1		V		F	I	V	V	V							M	0	0	1, 5, 2		1	1
32	31	0	0	3/4	4	1		viio7(6)/V		F	I	V	viio7(6)/V	vii	o	7	6	V			o7	0	0	6, 3, 2, -3		6	6
32	31	1/4	1/4	3/4	4	1		viio7/V		F	I	V	viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
32	31	1/2	1/2	3/4	4	1		viio6		F	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
33	32	0	0	3/4	4	1		I6]\\		F	I	V	I6	I		6				\\	M	0	0	4, 1, 0		0	4
33	32	1/4	1/4	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
34	33	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
35	34	0	0	3/4	4	1		ii(2)		F	I		ii(2)	ii			2				m	0	0	4, -1, 3		2	4
35	34	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
35	34	1/2	1/2	3/4	4	1		V64		F	I		V64	V		64					M	0	0	2, 1, 5		1	2
36	35	0	0	3/4	4	1		vi6(4)		F	I		vi6(4)	vi		6	4				m	0	0	2, 4, 3		3	2
36	35	1/4	1/4	3/4	4	1		vi6		F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
36	35	1/2	1/2	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
37	36	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
38	37	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
39	38	0	0	3/4	4	1		ii(2)		F	I		ii(2)	ii			2				m	0	0	4, -1, 3		2	4
39	38	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
40	39	0	0	3/4	4	1		vi6(4)		F	I		vi6(4)	vi		6	4				m	0	0	2, 4, 3		3	2
40	39	1/4	1/4	3/4	4	1		vi6		F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
40	39	1/2	1/2	3/4	4	1		V64		F	I		V64	V		64					M	0	0	2, 1, 5		1	2
41	40	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
41	40	1/2	1/2	3/4	4	1		V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
42	41	0	0	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
43	42	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
43	42	1/4	1/4	3/4	4	1		IV(4)		F	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
43	42	1/2	1/2	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
44	43	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
44	43	1/2	1/2	3/4	4	1		iv6/ii		F	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
45	44	0	0	3/4	4	1		V/ii		F	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
45	44	1/4	1/4	3/4	4	1		vii%7		F	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
45	44	1/2	1/2	3/4	4	1		#viio/ii		F	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
46	45	0	0	3/4	4	1		ii(94)		F	I		ii(94)	ii			94				m	0	0	2, 1, 3	4	2	2
46	45	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
46	45	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
47	46	0	0	3/4	4	1		IVM7		F	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
47	46	1/4	1/4	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
47	46	1/2	1/2	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	47	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
48	47	1/4	1/4	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
48	47	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
49	48	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
49	48	1/4	1/4	3/4	4	1		V43/IV		F	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
50	49	0	0	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
51	50	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
51	50	1/4	1/4	3/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
52	51	0	0	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
53	52	1/4	1/4	3/4	4	1		#viio43/ii		F	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
53	52	1/2	1/2	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
54	53	1/2	1/2	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
55	54	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
55	54	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
55	54	1/2	1/2	3/4	4	1		V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
56	55	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
56	55	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	55	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
57	56	0	0	3/4	4	1		IVM7		F	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
57	56	1/4	1/4	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
57	56	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
58	57	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	57	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
59	58	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	58	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
59	58	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
60	59	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	59	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
60	59	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
61	60	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
61	60	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
61	60	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
62	61	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	61	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
62	61	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
63	62	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
63	62	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
63	62	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
64	63	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	63	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
64	63	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
65	64	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
65	64	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
65	64	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
66	65	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	65	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
66	65	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
67	66	0	0	3/4	4	1	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
67	66	1/4	1/4	3/4	4	1	1	V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
68	67	0	0	3/4	4	1	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
69	68	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
70	69	0	0	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
70	69	1/2	1/2	3/4	4	1		I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
71	70	0	0	3/4	4	1		ii7		F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
71	70	1/2	1/2	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
72	71	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
73	72	0	0	3/4	4	1		I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
75	74	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	76	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
79	78	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
81	80	0	0	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
83	82	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	84	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
87	86	0	0	3/4	4	1		ii	V	F	I		ii	ii							m	0	0	2, -1, 3		2	2
88	87	0	0	3/4	4	1		iii	I6	F	I		iii	iii							m	0	0	4, 1, 5		4	4
89	88	0	0	3/4	4	1		IV	V7	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
90	89	0	0	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
91	90	0	0	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
91	90	1/2	1/2	3/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
92	91	0	0	3/4	4	1		V(64)/iii		F	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
92	91	1/2	1/2	3/4	4	1		V/iii		F	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
93	92	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
95	94	0	0	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
95	94	1/2	1/2	3/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
96	95	0	0	3/4	4	1		V(64)/iii		F	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
96	95	1/2	1/2	3/4	4	1		V/iii		F	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
97	96	0	0	3/4	4	1		II.IV(6)		F	II		IV(6)	IV			6				M	0	0	-1, 3, 2		-1	-1
97	96	1/2	1/2	3/4	4	1		IV		F	II		IV	IV							M	0	0	-1, 3, 0		-1	-1
98	97	0	0	3/4	4	1		V(64)		F	II		V(64)	V			64				M	0	0	1, 0, 4		1	1
98	97	1/2	1/2	3/4	4	1		V		F	II		V	V							M	0	0	1, 5, 2		1	1
99	98	0	0	3/4	4	1		I\\		F	II		I	I						\\	M	0	0	0, 4, 1		0	0
99	98	1/4	1/4	3/4	4	1		I64		F	II		I64	I		64					M	0	0	1, 0, 4		0	1
102	101	0	0	3/4	4	1		V7		F	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	106	0	0	3/4	4	1		I		F	II		I	I							M	0	0	0, 4, 1		0	0
107	106	1/4	1/4	3/4	4	1		I64		F	II		I64	I		64					M	0	0	1, 0, 4		0	1
110	109	1/4	1/4	3/4	4	1		I		F	II		I	I							M	0	0	0, 4, 1		0	0
112	111	0	0	3/4	4	1		V2/IV		F	II		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
113	112	0	0	3/4	4	1		V7/ii		F	II		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
114	113	0	0	3/4	4	1		iii.V		F	iii		V	V							M	0	1	1, 5, 2		1	1
114	113	1/2	1/2	3/4	4	1		V7		F	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
115	114	0	0	3/4	4	1		V(64)		F	iii		V(64)	V			64				M	0	1	1, 0, -3		1	1
116	115	1/2	1/2	3/4	4	1		V		F	iii		V	V							M	0	1	1, 5, 2		1	1
122	121	0	0	3/4	4	1		V64		F	iii		V64	V		64					M	0	1	2, 1, 5		1	2
123	122	0	0	3/4	4	1		V		F	iii		V	V							M	0	1	1, 5, 2		1	1
125	124	0	0	3/4	4	1		III.I		F	III		I	I							M	0	0	0, 4, 1		0	0
125	124	1/4	1/4	3/4	4	1		I64		F	III		I64	I		64					M	0	0	1, 0, 4		0	1
128	127	0	0	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
131	130	1/2	1/2	3/4	4	1		V(64)		F	III		V(64)	V			64				M	0	0	1, 0, 4		1	1
132	131	0	0	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
133	132	0	0	3/4	4	1		I		F	III		I	I							M	0	0	0, 4, 1		0	0
134	133	0	0	3/4	4	1		I6		F	III		I6	I		6					M	0	0	4, 1, 0		0	4
135	134	0	0	3/4	4	1		vi7		F	III		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
136	135	0	0	3/4	4	1		V		F	III		V	V							M	0	0	1, 5, 2		1	1
136	135	1/2	1/2	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
141	140	1/4	1/4	3/4	4	1		V65		F	III		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
142	141	0	0	3/4	4	1		V43		F	III		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
142	141	1/4	1/4	3/4	4	1		V		F	III		V	V							M	0	0	1, 5, 2		1	1
143	142	0	0	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
144	143	1/4	1/4	3/4	4	1		IV6		F	III		IV6	IV		6					M	0	0	3, 0, -1		-1	3
144	143	5/8	5/8	3/4	4	1		viio		F	III		viio	vii	o						o	0	0	5, 2, -1		5	5
145	144	0	0	3/4	4	1		I[I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
161	160	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
163	162	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
165	164	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
167	166	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
169	168	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
171	170	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
173	172	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	174	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
177	176	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
178	177	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
179	178	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
180	179	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
181	180	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
182	181	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
192	191	0	0	3/4	4	1		I]		F	III	I	I	I							M	0	0	0, 4, 1		0	0
192	191	1/4	1/4	3/4	4	1		@none		F	III		@none	@none							m	0	0				
194	193	1/4	1/4	3/4	4	1		I.I		F	I		I	I							M	0	0	0, 4, 1		0	0
196	195	1/4	1/4	3/4	4	1		@none		F	I		@none	@none							m	0	0				
203	202	0	0	3/4	4	1		I(+2)		F	I		I(+2)	I			+2				M	0	0	0, 4, 1	2	0	0
203	202	1/4	1/4	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
203	202	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
204	203	0	0	3/4	4	1		V2(6)		F	I		V2(6)	V		2	6				Mm7	0	0	-1, 1, 5, 4		1	-1
204	203	1/4	1/4	3/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
204	203	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
205	204	0	0	3/4	4	1		vi7(11)		F	I		vi7(11)	vi		7	11				mm7	0	0	3, 0, 4, 1	2	3	3
205	204	1/4	1/4	3/4	4	1		vi7		F	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
205	204	1/2	1/2	3/4	4	1		vi2		F	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
206	205	0	0	3/4	4	1		V2(+4)		F	I		V2(+4)	V		2	+4				Mm7	0	0	-1, 1, 5, 2	0	1	-1
206	205	1/4	1/4	3/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
206	205	1/2	1/2	3/4	4	1		V64		F	I		V64	V		64					M	0	0	2, 1, 5		1	2
207	206	0	0	3/4	4	1		I(+2)		F	I		I(+2)	I			+2				M	0	0	0, 4, 1	2	0	0
207	206	1/4	1/4	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
207	206	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
208	207	0	0	3/4	4	1		V2(6)		F	I		V2(6)	V		2	6				Mm7	0	0	-1, 1, 5, 4		1	-1
208	207	1/4	1/4	3/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
208	207	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
209	208	0	0	3/4	4	1		vi(11)		F	I		vi(11)	vi			11				m	0	0	3, 0, 4	2	3	3
209	208	1/4	1/4	3/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
209	208	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
210	209	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
210	209	1/4	1/4	3/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
210	209	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
211	210	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
211	210	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
