mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
103	101	1/2	1/2	3/4	2	1	viio43/IV	G	I		viio43/IV	vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2
103	101	5/8	5/8	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
104	102	0	0	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
104	102	1/2	1/2	3/4	2	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
105	103	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
106	104	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
106	104	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
106	104	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	105	0	0	3/4	2	1	I}{	G	I		I	I						}{	M	0	0	0, 4, 1		0	0
107	105	1/2	1/2	3/4	2	1	viio/V	G	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
107	105	5/8	5/8	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
108	106	0	0	3/4	2	1	viio/IV	G	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
108	106	1/8	1/8	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
108	106	1/4	1/4	3/4	2	1	viio43/V	G	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
108	106	3/8	3/8	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
108	106	1/2	1/2	3/4	2	1	viio43/IV	G	I		viio43/IV	vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2
108	106	5/8	5/8	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
109	107	0	0	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
109	107	1/2	1/2	3/4	2	1	V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
110	108	0	0	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
111	109	0	0	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
111	109	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
111	109	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
112	110	0	0	3/4	2	1	I}{	G	I		I	I						}{	M	0	0	0, 4, 1		0	0
112	110	1/2	1/2	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
112	110	5/8	5/8	3/4	2	1	viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
113	111	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
113	111	1/2	1/2	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
113	111	5/8	5/8	3/4	2	1	viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
114	112	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
114	112	1/8	1/8	3/4	2	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
114	112	1/4	1/4	3/4	2	1	V6(2)	G	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
114	112	3/8	3/8	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
114	112	1/2	1/2	3/4	2	1	IV6(2)	G	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
114	112	5/8	5/8	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
115	113	0	0	3/4	2	1	iii6(2)	G	I		iii6(2)	iii		6	2				m	0	0	1, 5, -1		4	1
115	113	1/8	1/8	3/4	2	1	iii6	G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
115	113	1/4	1/4	3/4	2	1	ii6(2)	G	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
115	113	3/8	3/8	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
115	113	1/2	1/2	3/4	2	1	I6(2)	G	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
115	113	5/8	5/8	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
116	114	0	0	3/4	2	1	ii6(#7)	G	I		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
116	114	1/8	1/8	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
116	114	1/4	1/4	3/4	2	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
116	114	1/2	1/2	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
116	114	5/8	5/8	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
117	115	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
117	115	3/16	3/16	3/4	2	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
117	115	1/4	1/4	3/4	2	1	V6(2)	G	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
117	115	7/16	7/16	3/4	2	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
117	115	1/2	1/2	3/4	2	1	IV6(2)	G	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3
117	115	11/16	11/16	3/4	2	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
118	116	0	0	3/4	2	1	iii6(2)	G	I		iii6(2)	iii		6	2				m	0	0	1, 5, -1		4	1
118	116	3/16	3/16	3/4	2	1	iii6	G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
118	116	1/4	1/4	3/4	2	1	ii6(2)	G	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
118	116	7/16	7/16	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
118	116	1/2	1/2	3/4	2	1	I6(2)	G	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
118	116	11/16	11/16	3/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
119	117	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
119	117	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
119	117	1/2	1/2	3/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
120	118	0	0	3/4	2	1	I[I}	G	I	I	I	I						}	M	0	0	0, 4, 1		0	0
120	118	3/8	3/8	3/4	2	1	V7/IV	G	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
120	118	1/2	1/2	3/4	2	1	IV6	G	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
120	118	5/8	5/8	3/4	2	1	viio	G	I	I	viio	vii	o						o	0	0	5, 2, -1		5	5
121	119	0	0	3/4	2	1	I	G	I	I	I	I							M	0	0	0, 4, 1		0	0
121	119	3/8	3/8	3/4	2	1	V7/IV	G	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
121	119	1/2	1/2	3/4	2	1	IV	G	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
121	119	5/8	5/8	3/4	2	1	viio6	G	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
122	120	0	0	3/4	2	1	I]	G	I	I	I	I							M	0	0	0, 4, 1		0	0
