mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	4	1		Bb.I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	2/4	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
1	1	3/8	3/8	2/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
2	2	0	0	2/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	1/4	1/4	2/4	4	1		#vio65	Bb	I		#vio65		#vi	o	65					o7	0	0	7, 4, 1, 10		10	7
2	2	3/8	3/8	2/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	0	0	2/4	4	1		I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
3	3	1/4	1/4	2/4	4	1		#iio7	Bb	I		#iio7		#ii	o	7					o7	0	0	9, 6, 3, 0		9	9
3	3	3/8	3/8	2/4	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	4	0	0	2/4	4	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
4	4	1/4	1/4	2/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	0	0	2/4	4	1		I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
5	5	1/4	1/4	2/4	4	1		V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	3/8	3/8	2/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
6	6	0	0	2/4	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
6	6	1/8	1/8	2/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	1/4	1/4	2/4	4	1		#vio2	Bb	I		#vio2		#vi	o	2					o7	0	0	1, 10, 7, 4		10	1
6	6	3/8	3/8	2/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	0	0	2/4	4	1		I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
8	8	0	0	2/4	4	1		V7/V	Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	8	1/4	1/4	2/4	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
8	8	7/16	7/16	2/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	0	0	2/4	4	1		V7/IV	Bb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
9	9	1/4	1/4	2/4	4	1		IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
9	9	7/16	7/16	2/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
10	10	0	0	2/4	4	1		V2(4)	Bb	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
10	10	3/32	3/32	2/4	4	1		V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	1/8	1/8	2/4	4	1		I6(2)	Bb	I		I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
10	10	7/32	7/32	2/4	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	1/4	1/4	2/4	4	1		V64(64)	Bb	I		V64(64)		V		64	64				M	0	0	4, 1, 0		1	4
10	10	11/32	11/32	2/4	4	1		V64	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
10	10	3/8	3/8	2/4	4	1		I(4+2)	Bb	I		I(4+2)		I			4+2				M	0	0	0, -1, 1	2	0	0
10	10	15/32	15/32	2/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
11	11	0	0	2/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	11	1/4	1/4	2/4	4	1		V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
11	11	3/8	3/8	2/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	0	0	2/4	4	1		I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
13	13	0	0	2/4	4	1		V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
13	13	1/8	1/8	2/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
13	13	1/4	1/4	2/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
13	13	3/8	3/8	2/4	4	1		viio/V	Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
14	14	0	0	2/4	4	1		V\\	Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
