mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	5/8	2/2	4	1		A.V	A	I		V	V							M	0	0	1, 5, 2		1	1
2	1	0	0	2/2	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
2	1	1/2	1/2	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
3	2	1/2	1/2	2/2	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	3/4	3/4	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
4	3	0	0	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	1/2	1/2	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
5	4	0	0	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	1/2	1/2	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
6	5	0	0	2/2	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
6	5	1/2	1/2	2/2	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
7	6	0	0	2/2	4	1		V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
8	7	0	0	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	9	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
10	9	1/2	1/2	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
11	10	1/2	1/2	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	11	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
12	11	1/2	1/2	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	12	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
13	12	3/4	3/4	2/2	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
14	13	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
14	13	1/4	1/4	2/2	4	1		viio	A	I		viio	vii	o						o	0	0	5, 2, -1		5	5
14	13	3/4	3/4	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
15	14	0	0	2/2	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
16	15	0	0	2/2	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	0	0	2/2	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	16	1/2	1/2	2/2	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
18	17	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
18	17	1/8	1/8	2/2	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
18	17	1/2	1/2	2/2	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
18	17	3/4	3/4	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
19	18	0	0	2/2	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
19	18	1/2	1/2	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
20	19	0	0	2/2	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	19	1/4	1/4	2/2	4	1		V6/ii	A	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
20	19	1/2	1/2	2/2	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	19	3/4	3/4	2/2	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	20	0	0	2/2	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
21	20	1/2	1/2	2/2	4	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
22	21	0	0	2/2	4	1		V.I6(2)	A	V		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
