mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	18	1/4	1/4	3/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
20	18	3/8	3/8	3/4	2	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
20	18	1/2	1/2	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	18	5/8	5/8	3/4	2	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	19	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
21	19	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
21	19	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	20	0	0	3/4	2	1	I}	F	I		I		I						}	M	0	0	0, 4, 1		0	0
23	20	0	3/8	3/4	2	1	i.i[i{	F	i	i	i		i						{	m	0	1	0, -3, 1		0	0
24	21	3/8	3/8	3/4	2	1	iio6	F	i	i	iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
24	21	5/8	5/8	3/4	2	1	#viio6	F	i	i	#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
25	22	0	0	3/4	2	1	i]	F	i	i	i		i							m	0	1	0, -3, 1		0	0
26	23	0	0	3/4	2	1	V6	F	i		V6		V		6					M	0	1	5, 2, 1		1	5
26	23	5/8	5/8	3/4	2	1	#viio	F	i		#viio		#vii	o						o	0	1	5, 2, -1		5	5
27	24	0	0	3/4	2	1	i(94)	F	i		i(94)		i			94				m	0	1	0, -1, 1	2	0	0
27	24	1/8	1/8	3/4	2	1	i	F	i		i		i							m	0	1	0, -3, 1		0	0
28	25	0	0	3/4	2	1	VI6(2)	F	i		VI6(2)		VI		6	2				M	0	1	0, -3, -2		-4	0
28	25	1/8	1/8	3/4	2	1	VI6	F	i		VI6		VI		6					M	0	1	0, -3, -4		-4	0
29	26	0	0	3/4	2	1	bIII.V65	F	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	27	0	0	3/4	2	1	I	F	bIII		I		I							M	0	0	0, 4, 1		0	0
30	27	1/8	1/8	3/4	2	1	ii6	F	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	27	1/4	1/4	3/4	2	1	V(64)	F	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
30	27	1/2	1/2	3/4	2	1	V7(4)	F	bIII		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
30	27	5/8	5/8	3/4	2	1	V7	F	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	28	0	0	3/4	2	1	I}	F	bIII		I		I						}	M	0	0	0, 4, 1		0	0
32	28	0	3/8	3/4	2	1	{	F	bIII										{		0	0				
33	29	1/2	1/2	3/4	2	1	V43/V	F	bIII		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
34	30	0	0	3/4	2	1	V(64)	F	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
34	30	1/4	1/4	3/4	2	1	V6	F	bIII		V6		V		6					M	0	0	5, 2, 1		1	5
34	30	3/8	3/8	3/4	2	1	i.V65	F	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
34	30	1/2	1/2	3/4	2	1	i	F	i		i		i							m	0	1	0, -3, 1		0	0
35	31	0	0	3/4	2	1	VIM7	F	i		VIM7		VI	M	7					MM7	0	1	-4, 0, -3, 1		-4	-4
35	31	3/8	3/8	3/4	2	1	VI	F	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
35	31	1/2	1/2	3/4	2	1	iio64	F	i		iio64		ii	o	64					o	0	1	-4, 2, -1		2	-4
35	31	5/8	5/8	3/4	2	1	It6	F	i		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
36	32	0	0	3/4	2	1	V(64)}	F	i		V(64)		V			64			}	M	0	1	1, 0, -3		1	1
36	32	1/4	1/4	3/4	2	1	V	F	i		V		V							M	0	1	1, 5, 2		1	1
36	32	3/8	3/8	3/4	2	1	{	F	i										{		0	1				
36	32	1/2	1/2	3/4	2	1	i6	F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
37	33	0	0	3/4	2	1	iv(6)	F	i		iv(6)		iv			6				m	0	1	-1, -4, 2		-1	-1
37	33	1/8	1/8	3/4	2	1	iv	F	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
37	33	1/4	1/4	3/4	2	1	viio/V	F	i		viio/V		vii	o			V			o	0	1	6, 3, 0		6	6
37	33	3/8	3/8	3/4	2	1	V	F	i		V		V							M	0	1	1, 5, 2		1	1
37	33	1/2	1/2	3/4	2	1	i64	F	i		i64		i		64					m	0	1	1, 0, -3		0	1
38	34	0	0	3/4	2	1	VI(4)	F	i		VI(4)		VI			4				M	0	1	-4, 2, -3		-4	-4
38	34	1/8	1/8	3/4	2	1	VI	F	i		VI		VI							M	0	1	-4, 0, -3		-4	-4
38	34	1/4	1/4	3/4	2	1	V7/iv	F	i		V7/iv		V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
39	35	0	0	3/4	2	1	iv	F	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
39	35	1/8	1/8	3/4	2	1	iio6	F	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
39	35	1/4	1/4	3/4	2	1	V(64)	F	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
39	35	1/2	1/2	3/4	2	1	V7	F	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
40	36	0	0	3/4	2	1	i[i}	F	i	i	i		i						}	m	0	1	0, -3, 1		0	0
41	36	0	3/8	3/4	2	1	{	F	i	i									{		0	1				
42	37	3/8	3/8	3/4	2	1	iio6	F	i	i	iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
42	37	5/8	5/8	3/4	2	1	#viio6	F	i	i	#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
43	38	0	0	3/4	2	1	i	F	i	i	i		i							m	0	1	0, -3, 1		0	0
44	39	0	0	3/4	2	1	#viio(64)	F	i	i	#viio(64)		#vii	o		64				o	0	1	5, -3, 1		5	5
44	39	3/8	3/8	3/4	2	1	#viio	F	i	i	#viio		#vii	o						o	0	1	5, 2, -1		5	5
44	39	1/2	1/2	3/4	2	1	#viio7	F	i	i	#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
44	39	5/8	5/8	3/4	2	1	V2	F	i	i	V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
45	40	0	0	3/4	2	1	i]}	F	i	i	i		i						}	m	0	1	0, -3, 1		0	0
46	40	0	3/8	3/4	2	1	I.V{	F	I		V		V						{	M	0	0	1, 5, 2		1	1
47	41	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
47	41	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	42	0	0	3/4	2	1	vi(64)	F	I		vi(64)		vi			64				m	0	0	3, 2, -1		3	3
48	42	1/4	1/4	3/4	2	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
48	42	3/8	3/8	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
48	42	1/2	1/2	3/4	2	1	V64	F	I		V64		V		64					M	0	0	2, 1, 5		1	2
48	42	5/8	5/8	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
49	43	0	0	3/4	2	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
49	43	1/8	1/8	3/4	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
49	43	1/4	1/4	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
49	43	1/2	1/2	3/4	2	1	viio6/V	F	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
50	44	0	0	3/4	2	1	V(64)}	F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
50	44	1/4	1/4	3/4	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
50	44	3/8	3/8	3/4	2	1	{	F	I										{		0	0				
51	45	0	0	3/4	2	1	V.V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	45	1/2	1/2	3/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
52	46	0	0	3/4	2	1	V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
52	46	1/4	1/4	3/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
53	47	0	0	3/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
53	47	1/4	1/4	3/4	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
53	47	1/2	1/2	3/4	2	1	V7(4)	F	V		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
53	47	5/8	5/8	3/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	48	0	0	3/4	2	1	I}	F	V		I		I						}	M	0	0	0, 4, 1		0	0
54	48	3/8	3/8	3/4	2	1	I.V{	F	I		V		V						{	M	0	0	1, 5, 2		1	1
55	49	0	0	3/4	2	1	#viio43(2)/ii	F	I		#viio43(2)/ii		#vii	o	43	2	ii			o7	0	0	1, -2, 2, 4		7	1
55	49	1/4	1/4	3/4	2	1	#viio43/ii	F	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
55	49	1/2	1/2	3/4	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
55	49	5/8	5/8	3/4	2	1	V43/ii	F	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
56	50	0	0	3/4	2	1	ii(9#74)	F	I		ii(9#74)		ii			9#74				m	0	0	2, 1, 3	4, 7	2	2
56	50	1/4	1/4	3/4	2	1	ii	F	I		ii		ii							m	0	0	2, -1, 3		2	2
56	50	3/8	3/8	3/4	2	1	viio43	F	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
56	50	1/2	1/2	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
56	50	5/8	5/8	3/4	2	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
57	51	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
57	51	1/8	1/8	3/4	2	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
57	51	1/4	1/4	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
57	51	1/2	1/2	3/4	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	51	5/8	5/8	3/4	2	1	ii	F	I		ii		ii							m	0	0	2, -1, 3		2	2
58	52	0	0	3/4	2	1	V(64)}	F	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
58	52	1/4	1/4	3/4	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
58	52	3/8	3/8	3/4	2	1	{	F	I										{		0	0				
59	53	0	0	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	53	1/4	1/4	3/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
59	53	3/8	3/8	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
59	53	1/2	1/2	3/4	2	1	V64	F	I		V64		V		64					M	0	0	2, 1, 5		1	2
59	53	5/8	5/8	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
60	54	0	0	3/4	2	1	V2(4)	F	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
60	54	1/4	1/4	3/4	2	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
60	54	3/8	3/8	3/4	2	1	V65/IV	F	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
62	56	0	0	3/4	2	1	IV(#9)	F	I		IV(#9)		IV			#9				M	0	0	-1, 3, 0	8	-1	-1
62	56	1/4	1/4	3/4	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
63	57	0	0	3/4	2	1	I(64)	F	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
63	57	1/4	1/4	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
64	58	0	0	3/4	2	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
64	58	1/4	1/4	3/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
64	58	3/8	3/8	3/4	2	1	V2	F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
64	58	1/2	1/2	3/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
64	58	5/8	5/8	3/4	2	1	V43	F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
65	59	0	0	3/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
65	59	1/4	1/4	3/4	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
65	59	1/2	1/2	3/4	2	1	V7(4)	F	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
65	59	5/8	5/8	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	60	0	0	3/4	2	1	I[I}	F	I	I	I		I						}	M	0	0	0, 4, 1		0	0
66	60	3/8	3/8	3/4	2	1	{	F	I	I									{		0	0				
67	61	1/2	1/2	3/4	2	1	viio	F	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
68	62	0	0	3/4	2	1	I]	F	I	I	I		I							M	0	0	0, 4, 1		0	0
68	62	1/4	1/4	3/4	2	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
68	62	1/2	1/2	3/4	2	1	vii%7/V	F	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
69	63	0	0	3/4	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
69	63	1/2	1/2	3/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	64	0	0	3/4	2	1	I}	F	I		I		I						}	M	0	0	0, 4, 1		0	0
