COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,24,bII6,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,08,26,bII6,Eb minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,13,9,bII6,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,16,13,bII6,G minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,22,11,bII6,F minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,24,22,bII6,F# minor
"Chopin, Frédéric",Études Op.10,12,72,bII6,C minor
"Chopin, Frédéric",Mazurkas,BI105-4,21,bII6,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,23,bII6,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,25,bII6,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,27,bII6,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,117,bII6,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,119,bII6,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,121,bII6,C# minor
"Chopin, Frédéric",Mazurkas,BI105-4,123,bII6,C# minor
"Chopin, Frédéric",Mazurkas,BI115-4,17,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,17,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,18,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,19,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,19,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,20,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,21,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,22,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,22,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,41,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,41,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,42,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,43,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,43,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,44,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,45,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,46,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,46,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,81,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,81,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,82,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,83,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,83,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,84,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,85,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,86,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,86,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,105,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,105,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,106,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,107,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,107,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,108,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,109,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,110,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,110,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,209,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,209,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,210,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,211,bII6,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,211,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,212,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,213,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,214,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,214,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,215,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,216,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,218,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,220,bII,B minor
"Chopin, Frédéric",Mazurkas,BI115-4,223,bII,B minor
"Chopin, Frédéric",Mazurkas,BI122,7,bII,E minor
"Chopin, Frédéric",Mazurkas,BI122,15,bII,E minor
"Chopin, Frédéric",Mazurkas,BI122,63,bII,E minor
"Chopin, Frédéric",Mazurkas,BI122,67,bII,E minor
"Chopin, Frédéric",Mazurkas,BI145-3,161,bII,C# minor
"Chopin, Frédéric",Mazurkas,BI145-3,165,bII,C# minor
"Chopin, Frédéric",Mazurkas,BI145-3,171,bII,C# minor
"Chopin, Frédéric",Mazurkas,BI153-3,173,bII6,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,175,bII,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,175,bIIM2,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,187,bII6[no1][add2],C minor
"Chopin, Frédéric",Mazurkas,BI153-3,187,bII6,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,206,bII64,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,207,bII64,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,207,bII,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,208,bII,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,210,bII64,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,211,bII64,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,211,bII,C minor
"Chopin, Frédéric",Mazurkas,BI153-3,212,bII,C minor
"Chopin, Frédéric",Mazurkas,BI157-3,131,bII6,F# minor
"Chopin, Frédéric",Mazurkas,BI157-3,132,bII6,F# minor
"Chopin, Frédéric",Mazurkas,BI157-3,132,bII64,F# minor
"Chopin, Frédéric",Mazurkas,BI162-2,7,bII6,F minor
"Chopin, Frédéric",Mazurkas,BI162-2,47,bII6,F minor
"Chopin, Frédéric",Mazurkas,BI61-2,14,bII,A minor
"Chopin, Frédéric",Mazurkas,BI61-2,30,bII,A minor
"Chopin, Frédéric",Mazurkas,BI77-2,39,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,40,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,41,bII64[no1][add2]/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,41,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,41,bII64[no1][add2]/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,41,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,42,bII64[no1][add2]/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,42,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,42,bII64[no1][add2]/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,42,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,42,bII64[no1][add2]/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,42,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,45,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,48,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,49,bII64/V,C major
"Chopin, Frédéric",Mazurkas,BI77-2,50,bII64/V,C major
"Chopin, Frédéric","Preludes, Op.28",20,8,bII,C minor
"Chopin, Frédéric","Preludes, Op.28",20,12,bII,C minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,27,bII64,A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,27,bII64[add6],A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,29,bII64,A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,29,bII64[add6],A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,33,bII6,A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,34,bII6,A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,35,bII,A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,35,bII[add2],A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,36,bIIM7,A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,37,bII,A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,37,bII[add2],A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,55,bII[add4],A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,57,bII[add4],A minor
"Debussy, Claude","Suite Bergamasque, L.75",2 Menuet,76,bII,A minor
"Debussy, Claude","Suite Bergamasque, L.75",4 Passepied,63,bII,F# minor
"Debussy, Claude","Suite Bergamasque, L.75",4 Passepied,65,bII,F# minor
"Grieg, Edvard",Lyric Pieces,Op12 No3,29,bII,E minor
"Grieg, Edvard",Lyric Pieces,Op12 No3,30,bII,E minor
"Grieg, Edvard",Lyric Pieces,Op12 No3,31,bII,E minor
"Grieg, Edvard",Lyric Pieces,Op12 No3,37,bII,E minor
"Grieg, Edvard",Lyric Pieces,Op12 No3,38,bII,E minor
"Grieg, Edvard",Lyric Pieces,Op12 No3,39,bII,E minor
"Grieg, Edvard",Lyric Pieces,Op12 No4,66,bII6,E minor
