COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,5-8,vi6-V2-I6-IV2,C major-G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,9-12,ii7-V7-I-viio43,G major-D minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,5-8,VI6-V2/v-v6-V2/iv,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,6-9,V2/v-v6-V2/iv-iv6,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,7-10,v6-V2/iv-iv6-V2,C minor-Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,8-11,V2/iv-iv6-V2-I6,C minor-Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,9-12,iv6-V2-I6-IV65,C minor-Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,02,34-36,V7/iv-iv64-viio2-viio7/iv,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,32-35,V7/V-v2-V7-i,A# minor-D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,36-39,V43/V-ii65-V43-I,D# minor-G# major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,40-43,V7/V-ii2-V7-I,G# major-C# major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,03,44-47,V43-i65-V43-I,G# minor-F# major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,5-6,VI2-viio6-iii2-vi6,C# minor-E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,5-7,viio6-iii2-vi6-ii2,E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,6-7,iii2-vi6-ii2-V6,E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,6-8,vi6-ii2-V6-I,E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,7-8,ii2-V6-I-IV64,E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,04,38-39,V-i5-iv64-viio2,C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,2-3,vi-ii-V-I,F major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,06,5-5,ii-V7-I-IV,F major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,8-10,ii9-V43-I-i,Bb major-Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,21-22,ii-V7-I6-IV6,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,49-50,V7-Ib7-I-IV64,Bb major-Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,49-50,Ib7-I-IV64-viio,Bb major-Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,54-54,VI6-iio6-V2-i6,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,58-59,vi-V7/V-V-I,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,63-64,V65-V7/IV-IV9-viio64,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,67-68,V7-V7/IV-IV64-viio64,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,08,13-14,iiø65-V2-i6-iv64,Bb minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,09,12-14,V7-i65-V7/V-V7,F# minor-A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,09,13-15,i65-V7/V-V7-I,F# minor-A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,10,5-6,iiø2-v65-vi2-ii65,E minor-G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,10,5-7,v65-vi2-ii65-V2,E minor-G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,10,6-7,vi2-ii65-V2-I6,G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,10,6-8,ii65-V2-I6-IV2,G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,10,7-8,V2-I6-IV2-viio6,G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,11,12-13,V7/vi-v7/ii-V7/V-V7,Bb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,11,12-14,v7/ii-V7/V-V7-I7,Bb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,12,12-13,V-I-V9-i,C minor-Bb minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,13,15-17,V-i-V7-i,A# minor-G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,2-3,V43[no3]-i-iv-ii[no5],C# minor-A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,3-3,i-iv-ii[no5]-V7,C# minor-A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,3-4,iv-ii[no5]-V7-I,C# minor-A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,5-6,i-ii6-V65-I[no5],F# minor-A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,5-6,ii6-V65-I[no5]-IV,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,16-17,I-IV765-viiø7-V9,A major-F# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,16-17,IV765-viiø7-V9-i,A major-F# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,17-17,viiø7-V9-i-iv7,A major-F# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,16,5-5,iiø7-V7-i-V7,G minor-F major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,16,5-6,V7-i-V7-I,G minor-F major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,16,10-11,ii7-V7-i-iv64,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,6-9,vi7-ii7-V7-I,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,7-9,ii7-V7-I-viio6,Ab major-Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,8-10,V7-I-viio6-iii64,Ab major-Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,9-10,I-viio6-iii64-vi6,Ab major-Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,9-11,viio6-iii64-vi6-ii64,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,10-11,iii64-vi6-ii64-V6,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,25-27,V7/IV-IV6-viio-iii65,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,26-27,IV6-viio-iii65-vi,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,26-28,viio-iii65-vi-ii65,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,27-28,iii65-vi-ii65-V,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,27-29,vi-ii65-V-I65,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,28-29,ii65-V-I65-IV,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,41-43,vi-ii-V-I,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,42-43,ii-V-I-IV,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,3-3,i6-iv2-V6-I2,G# minor-B major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,3-4,iv2-V6-I2-IV6,G# minor-B major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,10-11,iio6-V65-i-iv65,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,10-11,V65-i-iv65-VII,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,11-11,i-iv65-VII-III65,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,11-12,iv65-VII-III65-VI,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,11-12,VII-III65-VI-iio6,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,19-20,ii7-V7-I7-IV7,B major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,19-21,V7-I7-IV7-viiø7,B major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,20-21,I7-IV7-viiø7-V7,B major-G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,20-22,IV7-viiø7-V7-i,B major-G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,21-22,viiø7-V7-i-iv6,B major-G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,21-22,V7-i-iv6-VII,G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,22-22,i-iv6-VII-III6,G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,22-23,iv6-VII-III6-VI7,G# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,2-2,vi7-ii7-V7-V7/IV,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,2-3,ii7-V7-V7/IV-IV,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,5-5,vi7-ii7-V7-V7/IV,E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,9-10,vi6-ii7-V65-V7/IV,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,9-10,ii7-V65-V7/IV-IV,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,11-12,VI6-ii7-V7[no5]-i,F# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,13-13,viø7-ii7-V7[no5]-i,F# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,16-17,I-I-IV-viio,E major-A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,18-19,vi7-ii7-V7-V7/IV,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,18-19,ii7-V7-V7/IV-IV,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,19-19,V7-V7/IV-IV-viiø65,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,20-21,viio/IV-vi6-ii65-V6,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,21-21,vi6-ii65-V6-V65/IV,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,21-22,ii65-V6-V65/IV-IV64,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,21-22,V6-V65/IV-IV64-viiø7,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,5-5,V7-Imaj7-IVmaj7-viio6/4,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,9-9,iii6-vi-ii-V,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,10-10,vi-ii-V7-I,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,10-10,ii-V7-I-viio6/V,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,11-11,iii-V65-i-iv,A major-B minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,22-22,vi6-ii6-V2-I6,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,22-23,vi-ii7-V-I,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,35-36,V7-i-V7-Imaj7,B minor-A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,37-38,vi7-ii7-V7-viio6,E major-F# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,43-44,vi-V7/V-V7-I6,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,43-44,V7/V-V7-I6-viio6/V,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,52-53,I-IVmaj65-viio-iii,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,53-53,IVmaj65-viio-iii-vi,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,21,9-9,V65-I-IV65-viio,F major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,22,3-4,viø43-iiø7-V2-i6,Bb minor
