COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,3-6,V65-I-vi6-V2,C major-G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,7-10,I6-IV2-ii7-V7,G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,01,15-18,I6-IV2-ii7-V7,C major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,4-5,V2-I6-vi43-ii,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,7-8,V2-i6-viøb7653-V9,E minor-B minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,15-16,V2-i6-iiøb9-V9,A major-E minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,05,23-24,V2-I6-vi43-ii,D major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,1-3,V7/IV-IV64-ii2-V65,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,14-15,I-IV7-ii6-V7,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,47-48,V-I-vi7-V65,Eb major-Bb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,53-54,V7[no5]-i-VI6-iio6,C minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,55-56,V7-i-IV6-viio2,F minor-Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,58-59,V7-I-vi-V7/V,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,63-63,IV2-viio6-V65-V7/IV,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,07,64-64,IV9-viio64-V65-I,Eb major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,08,12-14,i-iv7-iiø65-V2,Bb minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,08,20-22,i-viio65-V7-i6,Ab minor-Eb minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,09,18-19,I-iv5-ii6-V7,E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,09,18-19,ii6-V7-iii6-vi2,E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,11,2-3,IV7-viio-V7-I6,C major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,12,3-4,iv6-viio7-V7[no5]-V7,F minor-Bb minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,12,4-5,iv6b5-viio7-V7-ib3,Bb minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,13,10-11,iv4-viio7-v7-i,D# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,14,8-9,vi-ii-viio-V,E major-C# minor
"Bach, Johann Sebastian",The Well-Tempered Clavier I,15,3-4,V43-I6-vi-ii7,D major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,15,12-12,I6-IV43-ii-V2,D major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,15,13-15,V2-I6-V2-I6,C major-D major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,15,18-18,I7-IV6-ii6-V7,G major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,4-7,V7-I-vi7-ii7,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,17,40-42,V7-I6-vi-ii,Ab major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,18,3-4,I2-IV6-ii6-V7,B major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19,10-10,V7/IV-IV-ii7-V7,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,4-5,I-IV-ii-V,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,6-7,V-I-vi7-ii,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,8-9,V7-I-vi6-ii2,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,9-9,ii2-V6-iii6-vi,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,9-10,ii-V-iii-vi,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,16-16,i-IV7-ii6-ii6,B minor-E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,17-18,V-I6-vi7-ii,E major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,22-22,V2-I6-vi-ii7,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,25-26,I-IV-ii-V,A major
"Bach, Johann Sebastian",The Well-Tempered Clavier I,19 fugue,29-29,I-IV6-ii-V65,A major
