mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	4	1		A.I	A	I		I	I							M	0	0	0, 4, 1		0	0
2	2	1/4	1/4	3/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	1/4	1/4	3/4	4	1		V/V	A	I		V/V	V				V			M	0	0	2, 6, 3		2	2
4	4	1/4	1/4	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
5	5	0	0	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
5	5	1/2	1/2	3/4	4	1		I6(2)	A	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
5	5	5/8	5/8	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	0	0	3/4	4	1		III	A	I		III	III							M	0	0	4, 8, 5		4	4
6	6	1/4	1/4	3/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	0	0	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	1/2	1/2	3/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	0	0	3/4	4	1		viio/V	A	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
8	8	1/4	1/4	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
9	9	0	0	3/4	4	1		iii	A	I		iii	iii							m	0	0	4, 1, 5		4	4
9	9	1/2	1/2	3/4	4	1		iii6	A	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
10	10	0	0	3/4	4	1		#viio/vi	A	I		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
10	10	1/4	1/4	3/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
11	11	0	0	3/4	4	1		#io65	A	I		#io65	#i	o	65					o7	0	0	4, 1, -2, 7		7	4
11	11	1/4	1/4	3/4	4	1		V65/V	A	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
12	12	1/4	1/4	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
13	13	1/2	1/2	3/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
14	14	0	0	3/4	4	1		V+6(#7)	A	I		V+6(#7)	V	+	6	#7				+	0	0	5, 9, 6		1	5
14	14	1/4	1/4	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
15	15	0	0	3/4	4	1		V.ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
15	15	1/2	1/2	3/4	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	0	0	3/4	4	1		viio/V	A	V		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
16	16	1/4	1/4	3/4	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
