key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
c minor	[1.0, 0.0, 0.078, 0.25, 0.094, 0.266, 0.0, 0.562, 0.148, 0.047, 0.055, 0.055]	0.0	24.0	24.0	1	13	12
E- major	[0.587, 0.063, 0.206, 1.0, 0.111, 0.397, 0.0, 0.857, 0.286, 0.095, 0.73, 0.111]	24.0	40.0	1.5	13	21	8
c minor	[1.0, 0.0, 0.288, 0.446, 0.054, 0.266, 0.081, 0.464, 0.275, 0.027, 0.036, 0.216]	40.0	84.0	2.0	21	43	22
E- major	[0.603, 0.063, 0.206, 1.0, 0.111, 0.365, 0.0, 0.873, 0.302, 0.095, 0.73, 0.206]	84.0	100.0	1.5	43	51	8
c minor	[1.0, 0.0, 0.34, 0.568, 0.062, 0.253, 0.111, 0.562, 0.302, 0.037, 0.031, 0.259]	100.0	134.0	2.0	51	67	16
