mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
51	51	1/4	1/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
51	51	3/8	3/8	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
51	51	1/2	1/2	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
51	51	5/8	5/8	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
51	51	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
51	51	7/8	7/8	4/4	4	1		I64		Db	I		I64	I		64					M	0	0	1, 0, 4		0	1
52	52	0	0	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
52	52	1/8	1/8	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
52	52	1/4	1/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
52	52	3/8	3/8	4/4	4	1		V6/vi		Db	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
53	53	0	0	4/4	4	1		VI.V7		Db	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	53	1/4	1/4	4/4	4	1		I		Db	VI		I	I							M	0	0	0, 4, 1		0	0
53	53	1/2	1/2	4/4	4	1		V43		Db	VI		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	53	3/4	3/4	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
53	53	13/16	13/16	4/4	4	1		IV6		Db	VI		IV6	IV		6					M	0	0	3, 0, -1		-1	3
53	53	7/8	7/8	4/4	4	1		V7		Db	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	53	15/16	15/16	4/4	4	1		V65		Db	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
54	54	0	0	4/4	4	1		I		Db	VI		I	I							M	0	0	0, 4, 1		0	0
54	54	1/16	1/16	4/4	4	1		viio6		Db	VI		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
54	54	1/8	1/8	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
54	54	3/16	3/16	4/4	4	1		viio43		Db	VI		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
54	54	1/4	1/4	4/4	4	1		viio7(b4)/ii		Db	VI		viio7(b4)/ii	vii	o	7	b4	ii			o7	0	0	0, -8, -6, -9		0	0
54	54	5/16	5/16	4/4	4	1		V65/V		Db	VI		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
54	54	3/8	3/8	4/4	4	1		V(64)		Db	VI		V(64)	V			64				M	0	0	1, 0, 4		1	1
54	54	7/16	7/16	4/4	4	1		V		Db	VI		V	V							M	0	0	1, 5, 2		1	1
54	54	1/2	1/2	4/4	4	1		V(+b9)		Db	VI		V(+b9)	V			+b9				M	0	0	1, 5, 2	-4	1	1
55	55	0	0	4/4	4	1		V		Db	VI		V	V							M	0	0	1, 5, 2		1	1
55	55	1/2	1/2	4/4	4	1		V7/V		Db	VI		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
56	56	0	0	4/4	4	1		V		Db	VI		V	V							M	0	0	1, 5, 2		1	1
56	56	1/2	1/2	4/4	4	1		V(64)		Db	VI		V(64)	V			64				M	0	0	1, 0, 4		1	1
56	56	3/4	3/4	4/4	4	1		V7		Db	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	57	0	0	4/4	4	1		I		Db	VI		I	I							M	0	0	0, 4, 1		0	0
57	57	1/4	1/4	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
57	57	1/2	1/2	4/4	4	1		V43		Db	VI		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
57	57	5/8	5/8	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
57	57	3/4	3/4	4/4	4	1		V2		Db	VI		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
57	57	7/8	7/8	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
58	58	0	0	4/4	4	1		vi.iv		Db	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
58	58	1/4	1/4	4/4	4	1		iv6		Db	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
59	58	0	1/2	4/4	4	1		iv6		Db	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
59	58	1/8	5/8	4/4	4	1		V7/III		Db	vi		V7/III	V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
59	58	1/4	3/4	4/4	4	1		iv64		Db	vi		iv64	iv		64					m	0	1	0, -1, -4		-1	0
59	58	15/32	31/32	4/4	4	1		i		Db	vi		i	i							m	0	1	0, -3, 1		0	0
60	59	0	0	4/4	4	1		I.V(64)		Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
60	59	1/4	1/4	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
60	59	1/2	1/2	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
60	59	3/4	3/4	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	60	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
61	60	1/4	1/4	4/4	4	1		V2		Db	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
61	60	1/2	1/2	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
61	60	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	60	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
61	60	13/16	13/16	4/4	4	1		vi6		Db	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
61	60	7/8	7/8	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
62	61	0	0	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
62	61	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
62	61	1/2	1/2	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
62	61	3/4	3/4	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
63	62	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
63	62	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
63	62	1/2	1/2	4/4	4	1		V(64)		Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
63	62	3/4	3/4	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	63	0	0	4/4	4	1		I\\		Db	I		I	I						\\	M	0	0	0, 4, 1		0	0
64	63	1/8	1/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
64	63	1/4	1/4	4/4	4	1		V43/IV		Db	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
64	63	1/2	1/2	4/4	4	1		IV	IV.I	Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
64	63	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	63	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
64	63	7/8	7/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	64	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
65	64	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
65	64	1/2	1/2	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
65	64	3/4	3/4	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
66	65	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
66	65	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
66	65	1/2	1/2	4/4	4	1		V(64)		Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
66	65	3/4	3/4	4/4	4	1		V\\		Db	I		V	V						\\	M	0	0	1, 5, 2		1	1
67	66	0	0	4/4	4	1		@none		Db	I		@none	@none							m	0	0				
68	67	0	0	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
68	67	1/4	1/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
68	67	1/2	1/2	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
68	67	5/8	5/8	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
68	67	3/4	3/4	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
68	67	7/8	7/8	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
69	68	0	0	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
69	68	3/16	3/16	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	68	1/4	1/4	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
69	68	3/8	3/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
69	68	1/2	1/2	4/4	4	1		ii65		Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
69	68	5/8	5/8	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
69	68	3/4	3/4	4/4	4	1		I\\		Db	I		I	I						\\	M	0	0	0, 4, 1		0	0
69	68	7/8	7/8	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
70	69	0	0	4/4	4	1		vii		Db	I		vii	vii							m	0	0	5, 2, 6		5	5
70	69	1/8	1/8	4/4	4	1		V/vi		Db	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
70	69	1/4	1/4	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
70	69	3/8	3/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
70	69	1/2	1/2	4/4	4	1		V6/vi		Db	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
70	69	5/8	5/8	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
70	69	3/4	3/4	4/4	4	1		iii.#viio2		Db	iii		#viio2	#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
71	70	0	0	4/4	4	1		V7		Db	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
71	70	1/4	1/4	4/4	4	1		V43/iv		Db	iii		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
71	70	1/2	1/2	4/4	4	1		viio7/V		Db	iii		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
71	70	3/4	3/4	4/4	4	1		#viio43		Db	iii		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
72	71	0	0	4/4	4	1		#i.#viio2		Db	#i		#viio2	#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
72	71	1/2	1/2	4/4	4	1		#viio43		Db	#i		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
73	72	1/2	1/2	4/4	4	1		V		Db	#i		V	V							M	0	1	1, 5, 2		1	1
73	72	3/4	3/4	4/4	4	1		V7		Db	#i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
73	72	15/16	15/16	4/4	4	1		VI+		Db	#i		VI+	VI	+						+	0	1	-4, 0, 4		-4	-4
74	73	0	0	4/4	4	1		I.viio7/V		Db	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
74	73	1/2	1/2	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
74	73	15/16	15/16	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
75	74	0	0	4/4	4	1		V2(9)		Db	I		V2(9)	V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
75	74	1/2	1/2	4/4	4	1		V7/vi		Db	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
76	75	0	0	4/4	4	1		V7/ii		Db	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
76	75	1/2	1/2	4/4	4	1		V7/V		Db	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
77	76	0	0	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	76	1/2	1/2	4/4	4	1		V7/IV		Db	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
78	77	0	0	4/4	4	1		iiio6		Db	I		iiio6	iii	o	6					o	0	0	1, -2, 4		4	1
78	77	1/8	1/8	4/4	4	1		I(64)		Db	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
78	77	5/8	5/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
78	77	3/4	3/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
79	78	0	0	4/4	4	1		V65		Db	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
79	78	1/8	1/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	78	1/4	1/4	4/4	4	1		V(64)		Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
79	78	1/2	1/2	4/4	4	1		V2		Db	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
79	78	3/4	3/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
80	79	0	0	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
80	79	1/8	1/8	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
80	79	1/4	1/4	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
80	79	3/8	3/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
80	79	1/2	1/2	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
80	79	9/16	9/16	4/4	4	1		VI64/ii		Db	I		VI64/ii	VI		64		ii			M	0	0	-1, -2, 2		-2	-1
80	79	5/8	5/8	4/4	4	1		V43/ii		Db	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
80	79	3/4	3/4	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
80	79	7/8	7/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
81	80	0	0	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
81	80	1/4	1/4	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
81	80	1/2	1/2	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
81	80	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
81	80	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
81	80	13/16	13/16	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
81	80	7/8	7/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	81	0	0	4/4	4	1		V/ii		Db	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
83	82	0	0	4/4	4	1		V/ii		Db	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
83	82	1/8	1/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
83	82	1/4	1/4	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
83	82	3/8	3/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
83	82	1/2	1/2	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
83	82	5/8	5/8	4/4	4	1		viio		Db	I		viio	vii	o						o	0	0	5, 2, -1		5	5
83	82	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
83	82	13/16	13/16	4/4	4	1		V2/IV		Db	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
83	82	7/8	7/8	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
84	83	0	0	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
84	83	1/8	1/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
84	83	3/16	3/16	4/4	4	1		VI6/ii		Db	I		VI6/ii	VI		6		ii			M	0	0	2, -1, -2		-2	2
84	83	1/4	1/4	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
84	83	3/8	3/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
84	83	7/16	7/16	4/4	4	1		VI6/ii		Db	I		VI6/ii	VI		6		ii			M	0	0	2, -1, -2		-2	2
84	83	1/2	1/2	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
84	83	5/8	5/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
84	83	11/16	11/16	4/4	4	1		VI6/ii		Db	I		VI6/ii	VI		6		ii			M	0	0	2, -1, -2		-2	2
84	83	3/4	3/4	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
84	83	7/8	7/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
84	83	15/16	15/16	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
85	84	0	0	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
85	84	1/8	1/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
85	84	1/4	1/4	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
85	84	3/8	3/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
85	84	1/2	1/2	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
85	84	5/8	5/8	4/4	4	1		V65		Db	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
85	84	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
85	84	7/8	7/8	4/4	4	1		V2/IV		Db	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
86	85	0	0	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
86	85	1/8	1/8	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
86	85	1/4	1/4	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
86	85	3/8	3/8	4/4	4	1		#viio7/ii		Db	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
86	85	1/2	1/2	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
86	85	5/8	5/8	4/4	4	1		#viio65/ii		Db	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
86	85	3/4	3/4	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
86	85	13/16	13/16	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
86	85	7/8	7/8	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
86	85	15/16	15/16	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	86	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
87	86	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
87	86	1/2	1/2	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
87	86	3/4	3/4	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
88	87	0	0	4/4	4	1		I[I		Db	I	I	I	I							M	0	0	0, 4, 1		0	0
88	87	1/4	1/4	4/4	4	1		V7/IV		Db	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
88	87	1/2	1/2	4/4	4	1		IV		Db	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
88	87	3/4	3/4	4/4	4	1		I6]		Db	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
89	88	0	0	4/4	4	1		V2/IV		Db	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
89	88	17/32	17/32	4/4	4	1		V65/IV		Db	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
89	88	7/8	7/8	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
90	89	0	0	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	89	1/8	1/8	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
90	89	1/4	1/4	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
90	89	5/16	5/16	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
90	89	3/8	3/8	4/4	4	1		ii65		Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
90	89	7/16	7/16	4/4	4	1		V65/V		Db	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
90	89	1/2	1/2	4/4	4	1		V(64)		Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
90	89	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	89	3/4	3/4	4/4	4	1		I\\		Db	I		I	I						\\	M	0	0	0, 4, 1		0	0
