mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	4	1		C.V	C	I		V	V							M	0	0	1, 5, 2		1	1
2	2	0	0	3/8	4	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
4	4	0	0	3/8	4	1		V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	0	0	3/8	4	1		I	C	I		I	I							M	0	0	0, 4, 1		0	0
5	5	1/4	1/4	3/8	4	1		vi6	C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
6	6	0	0	3/8	4	1		V.V	C	V		V	V							M	0	0	1, 5, 2		1	1
6	6	1/4	1/4	3/8	4	1		V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	0	0	3/8	4	1		I	C	V		I	I							M	0	0	0, 4, 1		0	0
8	8	0	0	3/8	4	1		IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
8	8	1/8	1/8	3/8	4	1		IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	1/4	1/4	3/8	4	1		ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
9	9	0	0	3/8	4	1		V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	1/4	1/4	3/8	4	1		V	C	V		V	V							M	0	0	1, 5, 2		1	1
10	10	0	0	3/8	4	1		I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
10	10	1/8	1/8	3/8	4	1		I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
10	10	1/4	1/4	3/8	4	1		V2/IV	C	V		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
11	11	0	0	3/8	4	1		IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	11	1/8	1/8	3/8	4	1		I.ii7	C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
12	12	0	0	3/8	4	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	1/8	1/8	3/8	4	1		IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
13	13	0	0	3/8	4	1		V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	0	0	3/8	4	1		I\\	C	I		I	I						\\	M	0	0	0, 4, 1		0	0
14	14	1/4	1/4	3/8	4	1		V2/IV	C	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
15	15	0	0	3/8	4	1		V7/ii	C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
16	16	0	0	3/8	4	1		ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
16	16	1/4	1/4	3/8	4	1		bVII6	C	I		bVII6	bVII		6					M	0	0	2, -1, -2		-2	2
17	17	0	0	3/8	4	1		V7/IV	C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
18	18	0	0	3/8	4	1		IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	19	1/8	1/8	3/8	4	1		ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	19	1/4	1/4	3/8	4	1		V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
20	20	0	0	3/8	4	1		V[V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
21	21	0	0	3/8	4	1		V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
22	22	0	0	3/8	4	1		V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	23	0	0	3/8	4	1		V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	0	0	3/8	4	1		V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	0	0	3/8	4	1		V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
26	26	0	0	3/8	4	1		V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	0	0	3/8	4	1		V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
28	28	0	0	3/8	4	1		V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
28	28	1/4	1/4	3/8	4	1		V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
29	29	0	0	3/8	4	1		V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
29	29	1/4	1/4	3/8	4	1		V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
