COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Corelli, Arcangelo",Op1No04,1,11-12,I-V-iv-i,C major-A minor
"Corelli, Arcangelo",Op1No04,1,11-13,V-iv-i-V,C major-A minor
"Corelli, Arcangelo",Op1No08,4,22-25,I/III-V6/III-iv-i6,C minor
"Corelli, Arcangelo",Op1No08,4,23-26,V6/III-iv-i6-V6,C minor
"Corelli, Arcangelo",Op1No10,5,30-33,I-V6-ii-vi6,Bb major
"Corelli, Arcangelo",Op1No10,5,31-34,V6-ii-vi6-i,Bb major-D minor
"Corelli, Arcangelo",Op1No11,2,21-23,I-V-ii-i,F major-D minor
"Corelli, Arcangelo",Op1No11,2,22-23,V-ii-i-V,F major-D minor
"Corelli, Arcangelo",Op4No02,2,10-11,VI-V/VI-vii-V/vii,D minor
"Corelli, Arcangelo",Op4No02,2,11-12,vii-V/vii-i-V,D minor
"Corelli, Arcangelo",Op4No08,2,19-20,I-V-ii-vi,F major
"Corelli, Arcangelo",Op4No08,2,21-22,III-V/III-iv-i,D minor
"Corelli, Arcangelo",Op4No08,3,9-10,III-V/III-iv-i,D minor
"Corelli, Arcangelo",Op4No08,3,13-14,III-V/III-iv-i,D minor
"Corelli, Arcangelo",Op4No11,2,20-23,I-V-iv-i,Eb major-C minor
"Corelli, Arcangelo",Op4No11,2,21-24,V-iv-i-V,Eb major-C minor
