COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Corelli, Arcangelo",Op1No01,1,7,vi65,D minor
"Corelli, Arcangelo",Op1No01,2,22,ii6[no1][add2],D minor
"Corelli, Arcangelo",Op1No01,2,22,ii6,D minor
"Corelli, Arcangelo",Op1No01,3,8,IV6[no1][add2],D minor
"Corelli, Arcangelo",Op1No01,3,8,IV6,D minor
"Corelli, Arcangelo",Op1No01,3,19,ii65,C minor
"Corelli, Arcangelo",Op1No01,3,31,bVI,F major
"Corelli, Arcangelo",Op1No01,3,31,i6,F major
"Corelli, Arcangelo",Op1No01,3,32,iiø65,F major
"Corelli, Arcangelo",Op1No01,3,33,i,F major
"Corelli, Arcangelo",Op1No01,3,35,bVI,F major
"Corelli, Arcangelo",Op1No01,3,35,i6,F major
"Corelli, Arcangelo",Op1No01,3,36,iiø65,F major
"Corelli, Arcangelo",Op1No01,4,70,IV,D minor
"Corelli, Arcangelo",Op1No01,4,85,iv,F major
"Corelli, Arcangelo",Op1No01,4,86,v6[no1][addb2],F major
"Corelli, Arcangelo",Op1No01,4,86,v6,F major
"Corelli, Arcangelo",Op1No02,2,23,IV6[no1][add2],B minor
"Corelli, Arcangelo",Op1No02,2,23,IV6,B minor
"Corelli, Arcangelo",Op1No02,2,27,IV6[no1][add2],E minor
"Corelli, Arcangelo",Op1No02,2,27,IV6,E minor
"Corelli, Arcangelo",Op1No02,3,13,IV6[no1][add2],B minor
"Corelli, Arcangelo",Op1No02,3,13,IV6,B minor
"Corelli, Arcangelo",Op1No02,3,19,IV6[no1][add2],E minor
"Corelli, Arcangelo",Op1No02,3,19,IV6,E minor
"Corelli, Arcangelo",Op1No02,4,19,ii7,E minor
"Corelli, Arcangelo",Op1No02,4,43,I,B minor
"Corelli, Arcangelo",Op1No02,4,53,ii,E minor
"Corelli, Arcangelo",Op1No02,4,69,ii7,E minor
"Corelli, Arcangelo",Op1No02,4,102,IV,B minor
"Corelli, Arcangelo",Op1No02,4,109,ii7,E minor
"Corelli, Arcangelo",Op1No02,4,117,I,E minor
"Corelli, Arcangelo",Op1No03,2,40,IV[add9],F# minor
"Corelli, Arcangelo",Op1No03,2,40,IV,F# minor
"Corelli, Arcangelo",Op1No03,2,40,ii,F# minor
"Corelli, Arcangelo",Op1No04,1,2,ii6,A minor
"Corelli, Arcangelo",Op1No04,3,8,IV,A minor
"Corelli, Arcangelo",Op1No04,3,8,ii6,A minor
"Corelli, Arcangelo",Op1No04,3,14,ii65,A minor
"Corelli, Arcangelo",Op1No04,3,27,IVd7,A minor
"Corelli, Arcangelo",Op1No04,4,13,IVd65,E minor
"Corelli, Arcangelo",Op1No04,4,28,ii6,A minor
"Corelli, Arcangelo",Op1No05,1,23,IV[add9],G minor
"Corelli, Arcangelo",Op1No05,1,23,IV,G minor
"Corelli, Arcangelo",Op1No05,1,30,IV[add9],C minor
"Corelli, Arcangelo",Op1No05,1,30,IV,C minor
"Corelli, Arcangelo",Op1No05,1,37,IV[add9],G minor
"Corelli, Arcangelo",Op1No05,1,37,IV,G minor
"Corelli, Arcangelo",Op1No05,2,23,IV[add9],G minor
"Corelli, Arcangelo",Op1No05,2,23,IV,G minor
"Corelli, Arcangelo",Op1No05,4,14,IV[add9],G minor
"Corelli, Arcangelo",Op1No05,4,14,ii,G minor
"Corelli, Arcangelo",Op1No05,4,16,IV,G minor
"Corelli, Arcangelo",Op1No05,4,44,IV[add9],G minor
"Corelli, Arcangelo",Op1No05,4,45,ii,G minor
"Corelli, Arcangelo",Op1No05,4,46,IV,G minor
"Corelli, Arcangelo",Op1No06,1,5,IV6[no1][add2],B minor
"Corelli, Arcangelo",Op1No06,1,5,IV6,B minor
"Corelli, Arcangelo",Op1No06,1,8,ii65,F# minor
"Corelli, Arcangelo",Op1No06,1,10,IVd65,B minor
"Corelli, Arcangelo",Op1No06,2,2,IVd65,B minor
"Corelli, Arcangelo",Op1No06,2,5,IVd65,F# minor
"Corelli, Arcangelo",Op1No06,2,8,IVd65,B minor
"Corelli, Arcangelo",Op1No06,2,19,IVd65,B minor
"Corelli, Arcangelo",Op1No06,2,20,IV6[no1][add2],E minor
"Corelli, Arcangelo",Op1No06,2,20,IV6,E minor
"Corelli, Arcangelo",Op1No06,2,24,IV6[no1][add2],E minor
"Corelli, Arcangelo",Op1No06,2,24,IV6,E minor
"Corelli, Arcangelo",Op1No06,2,35,IVd65,B minor
"Corelli, Arcangelo",Op1No06,2,38,IVd65,B minor
"Corelli, Arcangelo",Op1No06,3,5,IV6[no1][add2],B minor
"Corelli, Arcangelo",Op1No06,3,5,IV6,B minor
"Corelli, Arcangelo",Op1No06,3,28,IV[add9],B minor
"Corelli, Arcangelo",Op1No06,3,28,IV,B minor
"Corelli, Arcangelo",Op1No07,1,26,IV,A minor
"Corelli, Arcangelo",Op1No10,2,8,IV,G minor
"Corelli, Arcangelo",Op1No10,3,6,ii,G minor
"Corelli, Arcangelo",Op1No10,3,7,ii7,G minor
"Corelli, Arcangelo",Op1No10,3,11,IV6,G minor
"Corelli, Arcangelo",Op1No10,3,15,IV[add9],C minor
"Corelli, Arcangelo",Op1No10,3,15,IV,C minor
"Corelli, Arcangelo",Op1No10,3,22,ii6,G minor
"Corelli, Arcangelo",Op1No10,3,27,IV,G minor
"Corelli, Arcangelo",Op1No10,5,38,IV,G minor
"Corelli, Arcangelo",Op1No10,5,40,IV,G minor
"Corelli, Arcangelo",Op1No10,5,46,IV,C minor
"Corelli, Arcangelo",Op1No10,5,61,IV,D minor
"Corelli, Arcangelo",Op1No11,1,8,ii6[no1][add2],A minor
"Corelli, Arcangelo",Op1No11,1,9,IV[add9],A minor
"Corelli, Arcangelo",Op1No11,1,9,IV,A minor
"Corelli, Arcangelo",Op1No11,1,12,ii6[no1][add2],D minor
