COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Corelli, Arcangelo",Op1No01,1,5-6,vi-ii65-V-I,C major
"Corelli, Arcangelo",Op1No01,1,5-6,ii65-V-I-I6,C major-F major
"Corelli, Arcangelo",Op1No01,1,5-6,V-I-I6-IV[add9],C major-F major
"Corelli, Arcangelo",Op1No01,1,10-10,V65/V-V-I6-IV,F major
"Corelli, Arcangelo",Op1No01,1,12-13,V65/V-V-I6-IV,F major
"Corelli, Arcangelo",Op1No01,2,9-10,ii2-V6-I-IV6,F major
"Corelli, Arcangelo",Op1No01,2,23-24,iiø2-V6-i-ii65,D minor-F major
"Corelli, Arcangelo",Op1No01,2,23-24,V6-i-ii65-V,D minor-F major
"Corelli, Arcangelo",Op1No01,2,24-25,i-ii65-V-I[add9],D minor-F major
"Corelli, Arcangelo",Op1No01,2,27-28,ii7/V-V/V-I/V-I,F major
"Corelli, Arcangelo",Op1No01,2,27-29,V/V-I/V-I-IV,F major
"Corelli, Arcangelo",Op1No01,2,31-32,vi/V-ii65/V-V/V-I/V,F major
"Corelli, Arcangelo",Op1No01,3,28-30,V6/V-V-I6-IV[add9],F major
"Corelli, Arcangelo",Op1No02,2,6-7,iiø7-V7-i-iv6,E minor
"Corelli, Arcangelo",Op1No02,4,17-18,VI-iio6-v-i6,E minor
"Corelli, Arcangelo",Op1No02,4,33-36,i-V7/V-V7-IM7,E minor-G major
"Corelli, Arcangelo",Op1No02,4,34-37,V7/V-V7-IM7-IV,G major
"Corelli, Arcangelo",Op1No02,4,47-50,V6-i[add9]-V65/VII-VII[add9],E minor
"Corelli, Arcangelo",Op1No02,4,54-56,VI-iiø65-V-i,E minor
"Corelli, Arcangelo",Op1No02,4,67-68,VI-iio6-v-i6,E minor
"Corelli, Arcangelo",Op1No02,4,107-108,VI-iio6-v-i6,E minor
"Corelli, Arcangelo",Op1No03,1,5-6,vi2-ii6-V2-I6,A major
"Corelli, Arcangelo",Op1No03,1,8-9,ii-V65-I-IVM65,A major
"Corelli, Arcangelo",Op1No03,1,8-9,V65-I-IVM65-viio,A major
"Corelli, Arcangelo",Op1No03,1,14-15,vi-ii65-V-I,A major
"Corelli, Arcangelo",Op1No03,2,2-3,V7/V-V-I6-IV,A major
"Corelli, Arcangelo",Op1No03,2,7-8,V7/V-V-I6-IVM7,A major
"Corelli, Arcangelo",Op1No03,2,12-13,ii7-V-I-I6,E major-A major
"Corelli, Arcangelo",Op1No03,2,12-13,V-I-I6-IV,E major-A major
"Corelli, Arcangelo",Op1No03,2,14-14,iii2-vi6-ii2-V6,A major
"Corelli, Arcangelo",Op1No03,2,34-35,ii7-V7-I-IV6,A major
"Corelli, Arcangelo",Op1No03,2,34-35,V7-I-IV6-vii2,A major
"Corelli, Arcangelo",Op1No03,2,35-35,I-IV6-vii2-iii6,A major
"Corelli, Arcangelo",Op1No03,2,35-36,IV6-vii2-iii6-vi2,A major
"Corelli, Arcangelo",Op1No03,2,35-36,vii2-iii6-vi2-ii6,A major
"Corelli, Arcangelo",Op1No03,2,35-36,iii6-vi2-ii6-V2,A major
"Corelli, Arcangelo",Op1No03,2,36-36,vi2-ii6-V2-I6,A major
"Corelli, Arcangelo",Op1No03,2,39-40,viio6-V-i6-IV[add9],A major-F# minor
"Corelli, Arcangelo",Op1No03,2,46-47,vi7-V7/V-V-I,A major
"Corelli, Arcangelo",Op1No03,3,15-16,vi2-ii6-V2-I6,A major
"Corelli, Arcangelo",Op1No03,4,25-27,V7-I-I-IV6,E major-A major
"Corelli, Arcangelo",Op1No03,4,56-57,vi7-V43/V-V-I6,A major
"Corelli, Arcangelo",Op1No03,4,56-58,V43/V-V-I6-IV,A major
"Corelli, Arcangelo",Op1No03,4,58-61,ii-V7-I-IV,A major
"Corelli, Arcangelo",Op1No03,4,59-61,V7-I-IV-viio64,A major
"Corelli, Arcangelo",Op1No03,4,71-73,iiø65-V-i-V7/V,F# minor-A major
"Corelli, Arcangelo",Op1No03,4,71-74,V-i-V7/V-V7,F# minor-A major
"Corelli, Arcangelo",Op1No03,4,72-75,i-V7/V-V7-I,F# minor-A major
"Corelli, Arcangelo",Op1No03,4,81-83,V7-I-I-IV6,E major-A major
"Corelli, Arcangelo",Op1No04,1,3-3,V/V-V6-i-iv,A minor
"Corelli, Arcangelo",Op1No04,2,4-6,iio6-V-i-iv,A minor
"Corelli, Arcangelo",Op1No04,3,7-8,V-i-i6-IV,E minor-A minor
"Corelli, Arcangelo",Op1No04,3,18-18,vi7-ii-V7-I,C major
"Corelli, Arcangelo",Op1No04,3,18-19,ii-V7-I-IVM7,C major
"Corelli, Arcangelo",Op1No04,3,20-21,VI6-iiø7-V-i,A minor
"Corelli, Arcangelo",Op1No04,3,24-25,iiø65-V-i-iv7,A minor
"Corelli, Arcangelo",Op1No04,3,24-25,V-i-iv7-V7/III,A minor
"Corelli, Arcangelo",Op1No04,3,25-25,i-iv7-V7/III-IIIM7,A minor
"Corelli, Arcangelo",Op1No04,3,25-26,iv7-V7/III-IIIM7-VIM7,A minor
"Corelli, Arcangelo",Op1No04,3,25-26,V7/III-IIIM7-VIM7-iiø7,A minor
"Corelli, Arcangelo",Op1No04,3,25-26,IIIM7-VIM7-iiø7-V7,A minor
"Corelli, Arcangelo",Op1No04,3,26-26,VIM7-iiø7-V7-iM7,A minor
"Corelli, Arcangelo",Op1No04,3,26-27,iiø7-V7-iM7-IVd7,A minor
"Corelli, Arcangelo",Op1No04,4,15-16,i-vi-ii-V,E minor-C major
"Corelli, Arcangelo",Op1No04,4,15-17,vi-ii-V-I,C major
"Corelli, Arcangelo",Op1No04,4,16-17,ii-V-I-IV,C major
"Corelli, Arcangelo",Op1No04,4,20-22,bII6-V-i6-iv,A minor
"Corelli, Arcangelo",Op1No04,4,21-22,V-i6-iv-V6/III,A minor
"Corelli, Arcangelo",Op1No04,4,21-23,i6-iv-V6/III-III,A minor
"Corelli, Arcangelo",Op1No04,4,25-26,V/V-v-i-iv6,A minor
"Corelli, Arcangelo",Op1No04,4,25-27,v-i-iv6-V/III,A minor
"Corelli, Arcangelo",Op1No04,4,26-27,i-iv6-V/III-III+6,A minor
"Corelli, Arcangelo",Op1No04,4,26-28,iv6-V/III-III+6-VI,A minor
"Corelli, Arcangelo",Op1No04,4,27-28,V/III-III+6-VI-ii6,A minor
"Corelli, Arcangelo",Op1No04,4,27-29,III+6-VI-ii6-V,A minor
"Corelli, Arcangelo",Op1No04,4,28-29,VI-ii6-V-i,A minor
"Corelli, Arcangelo",Op1No04,4,28-30,ii6-V-i-iv,A minor
