COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Corelli, Arcangelo",Op1No01,3,10,bII6[no1][add2],D minor
"Corelli, Arcangelo",Op1No01,3,10,bII6,D minor
"Corelli, Arcangelo",Op1No04,4,20,bII6,A minor
"Corelli, Arcangelo",Op1No09,3,21,bII6/vi,G major
"Corelli, Arcangelo",Op1No11,1,8,bII6,A minor
"Corelli, Arcangelo",Op1No11,1,12,bII6,D minor
"Corelli, Arcangelo",Op1No11,3,28,bII6,D minor
"Corelli, Arcangelo",Op1No11,4,15,bII6[no1][add2],D minor
"Corelli, Arcangelo",Op1No11,4,15,bII6,D minor
"Corelli, Arcangelo",Op1No11,4,17,bII6[no1][add2],D minor
"Corelli, Arcangelo",Op1No11,4,17,bII6,D minor
"Corelli, Arcangelo",Op3No01,3,38,bII6,D minor
"Corelli, Arcangelo",Op3No05,1,19,bII6,D minor
"Corelli, Arcangelo",Op3No07,1,17,bII6,E minor
"Corelli, Arcangelo",Op3No08,3,26,bII6,A minor
"Corelli, Arcangelo",Op3No10,4,19,bII6,E minor
"Corelli, Arcangelo",Op3No10,4,26,bII6,A minor
"Corelli, Arcangelo",Op3No10,4,29,bII6,A minor
"Corelli, Arcangelo",Op3No11,1,16,bII6,G minor
"Corelli, Arcangelo",Op3No11,2,20,bII6,D minor
"Corelli, Arcangelo",Op4No01,4,20,bII6,E minor
"Corelli, Arcangelo",Op4No02,2,8,bII6,D minor
"Corelli, Arcangelo",Op4No10,2,20,bII6,B minor
"Corelli, Arcangelo",Op4No12,3,16,bII6,B minor
