mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	2	1	C.I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
2	2	1/2	1/2	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
2	2	5/8	5/8	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	3/4	3/4	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
2	2	7/8	7/8	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
3	3	0	0	4/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
4	4	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	1/2	1/2	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
4	4	5/8	5/8	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	3/4	3/4	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	7/8	7/8	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
5	5	0	0	4/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
5	5	1/2	1/2	4/4	2	1	V6(#11)	C	I		V6(#11)	V		6	#11				M	0	0	5, 2, 1	7	1	5
5	5	3/4	3/4	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	1/4	1/4	4/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	6	1/2	1/2	4/4	2	1	I[I(#9)	C	I	I	I(#9)	I			#9				M	0	0	0, 4, 1	9	0	0
6	6	3/4	3/4	4/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
7	7	1/4	1/4	4/4	2	1	V7/IV	C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
7	7	1/2	1/2	4/4	2	1	IV(#9)	C	I	I	IV(#9)	IV			#9				M	0	0	-1, 3, 0	8	-1	-1
7	7	3/4	3/4	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	1/2	1/2	4/4	2	1	I(#11)	C	I	I	I(#11)	I			#11				M	0	0	0, 4, 1	6	0	0
8	8	3/4	3/4	4/4	2	1	I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
9	9	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	0	0	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
10	10	1/4	1/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	1/2	1/2	4/4	2	1	#viio7/vi	C	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
10	10	3/4	3/4	4/4	2	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
11	11	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	1/2	1/2	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	0	0	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
12	12	1/4	1/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	1/2	1/2	4/4	2	1	I[I}{	C	I	I	I	I						}{	M	0	0	0, 4, 1		0	0
12	12	3/4	3/4	4/4	2	1	V7/IV	C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
13	13	1/8	1/8	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	3/8	3/8	4/4	2	1	viio6	C	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
13	13	1/2	1/2	4/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
13	13	3/4	3/4	4/4	2	1	V7/IV	C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
14	14	1/8	1/8	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
14	14	3/8	3/8	4/4	2	1	viio6]	C	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
14	14	1/2	1/2	4/4	2	1	V[I6	C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
14	14	3/4	3/4	4/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	0	0	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
15	15	1/4	1/4	4/4	2	1	V7]	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	7/8	7/8	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	0	0	4/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
16	16	1/8	1/8	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
16	16	1/2	1/2	4/4	2	1	{	C	I									{		0	0				
17	17	0	0	4/4	2	1	V.V7/ii	C	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
18	18	0	0	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
19	19	0	0	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	0	0	4/4	2	1	I}{	C	V		I	I						}{	M	0	0	0, 4, 1		0	0
20	20	1/4	1/4	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	1/2	1/2	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	21	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	1/4	1/4	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
21	21	1/2	1/2	4/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
22	22	0	0	4/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	3/8	3/8	4/4	2	1	V65/ii	C	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
22	22	1/2	1/2	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
