mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
22	22	7/8	7/8	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
23	23	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
23	23	3/8	3/8	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
23	23	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
23	23	7/8	7/8	4/4	2	1	V65/V	C	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
24	24	0	0	4/4	2	1	V}	C	V		V	V						}	M	0	0	1, 5, 2		1	1
24	24	1/16	1/16	4/4	2	1	{	C	V									{		0	0				
24	24	3/8	3/8	4/4	2	1	V65/ii	C	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
24	24	1/2	1/2	4/4	2	1	II	C	V		II	II							M	0	0	2, 6, 3		2	2
24	24	7/8	7/8	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
25	25	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
25	25	3/8	3/8	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
25	25	1/2	1/2	4/4	2	1	ii65	C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
25	25	3/4	3/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
26	26	0	0	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
26	26	1/4	1/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
26	26	1/2	1/2	4/4	2	1	ii65	C	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
26	26	3/4	3/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
27	27	0	0	4/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
27	27	1/4	1/4	4/4	2	1	I64	C	V		I64	I		64					M	0	0	1, 0, 4		0	1
27	27	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
30	30	0	0	4/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
30	30	1/2	1/2	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	0	0	4/4	2	1	I}{	C	V		I	I						}{	M	0	0	0, 4, 1		0	0
31	31	1/2	1/2	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
32	32	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
32	32	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
32	32	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	0	0	4/4	2	1	I}{	C	V		I	I						}{	M	0	0	0, 4, 1		0	0
33	33	1/2	1/2	4/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
34	34	0	0	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
34	34	1/2	1/2	4/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
34	34	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	0	0	4/4	2	1	I}{	C	V		I	I						}{	M	0	0	0, 4, 1		0	0
36	36	0	0	4/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
36	36	1/2	1/2	4/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
36	36	3/4	3/4	4/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	37	0	0	4/4	2	1	I(94)}	C	V		I(94)	I			94			}	M	0	0	0, -1, 1	2	0	0
37	37	1/2	1/2	4/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
39	39	0	0	4/4	2	1	I.v{	C	I		v	v						{	m	0	0	1, -2, 2		1	1
40	40	0	0	4/4	2	1	V2/ii	C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
41	41	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	42	0	0	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
43	43	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
44	44	0	0	4/4	2	1	bII6/vi	C	I		bII6/vi	bII		6		vi			M	0	0	2, -1, -2		-2	2
45	45	0	0	4/4	2	1	V/vi	C	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
45	45	3/8	3/8	4/4	2	1	V65/vi	C	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
45	45	1/2	1/2	4/4	2	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
45	45	5/8	5/8	4/4	2	1	vi2	C	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
45	45	3/4	3/4	4/4	2	1	#viio/v	C	I		#viio/v	#vii	o			v			o	0	0	6, 3, 0		6	6
45	45	7/8	7/8	4/4	2	1	iv6/v	C	I		iv6/v	iv		6		v			m	0	0	-3, 1, 0		0	-3
46	46	0	0	4/4	2	1	V/v	C	I		V/v	V				v			M	0	0	2, 6, 3		2	2
46	46	3/8	3/8	4/4	2	1	V65/v	C	I		V65/v	V		65		v			Mm7	0	0	6, 3, 0, 2		2	6
46	46	1/2	1/2	4/4	2	1	v	C	I		v	v							m	0	0	1, -2, 2		1	1
46	46	5/8	5/8	4/4	2	1	v2	C	I		v2	v		2					mm7	0	0	-1, 1, -2, 2		1	-1
46	46	3/4	3/4	4/4	2	1	viio/IV	C	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
46	46	7/8	7/8	4/4	2	1	IV6/IV	C	I		IV6/IV	IV		6		IV			M	0	0	2, -1, -2		-2	2
47	47	0	0	4/4	2	1	V/IV	C	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
47	47	3/8	3/8	4/4	2	1	V65/IV	C	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
47	47	1/2	1/2	4/4	2	1	I/IV}	C	I		I/IV	I				IV		}	M	0	0	-1, 3, 0		-1	-1
48	48	0	0	4/4	2	1	{	C	I									{		0	0				
48	48	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	0	0	4/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	49	1/2	1/2	4/4	2	1	I(#2)	C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
49	49	3/4	3/4	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
50	50	1/2	1/2	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
51	51	0	0	4/4	2	1	V43/V	C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
51	51	1/2	1/2	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
52	52	0	0	4/4	2	1	V[V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	1/2	1/2	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
53	53	0	0	4/4	2	1	I6	C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
53	53	1/2	1/2	4/4	2	1	V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
54	54	0	0	4/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	1/2	1/2	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
55	55	0	0	4/4	2	1	I6	C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
55	55	1/2	1/2	4/4	2	1	V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
55	55	3/4	3/4	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
56	56	0	0	4/4	2	1	V]	C	I	V	V	V							M	0	0	1, 5, 2		1	1
56	56	1/4	1/4	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
56	56	1/2	1/2	4/4	2	1	V}	C	I		V	V						}	M	0	0	1, 5, 2		1	1
57	57	1/2	1/2	4/4	2	1	V7(9)	C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
57	57	3/4	3/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	58	0	0	4/4	2	1	I{	C	I		I	I						{	M	0	0	0, 4, 1		0	0
59	59	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
59	59	1/2	1/2	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	59	5/8	5/8	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
59	59	3/4	3/4	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
59	59	7/8	7/8	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
60	60	0	0	4/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
61	61	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
61	61	1/2	1/2	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
61	61	5/8	5/8	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
61	61	3/4	3/4	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
61	61	7/8	7/8	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
62	62	0	0	4/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
62	62	1/2	1/2	4/4	2	1	V2(4)/IV	C	I		V2(4)/IV	V		2	4	IV			Mm7	0	0	-2, 0, -1, 1		0	-2
62	62	3/4	3/4	4/4	2	1	V2/IV	C	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
63	63	1/2	1/2	4/4	2	1	IV6(72)	C	I		IV6(72)	IV		6	72				M	0	0	3, 0, 1, 4		-1	3
63	63	3/4	3/4	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
64	64	1/2	1/2	4/4	2	1	#viio43/ii	C	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
65	65	0	0	4/4	2	1	#viio64/ii	C	I		#viio64/ii	#vii	o	64		ii			o	0	0	1, 7, 4		7	1
65	65	1/2	1/2	4/4	2	1	viio43	C	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
66	66	0	0	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
66	66	1/4	1/4	4/4	2	1	i6	C	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
66	66	1/2	1/2	4/4	2	1	V7(4)/V	C	I		V7(4)/V	V		7	4	V			Mm7	0	0	2, 1, 3, 0		2	2
66	66	5/8	5/8	4/4	2	1	V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
66	66	3/4	3/4	4/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
67	67	0	0	4/4	2	1	I(4)	C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
67	67	1/8	1/8	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
67	67	1/4	1/4	4/4	2	1	viio7/V	C	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
67	67	1/2	1/2	4/4	2	1	V[V}{	C	I	V	V	V						}{	M	0	0	1, 5, 2		1	1
67	67	3/4	3/4	4/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	68	1/8	1/8	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
68	68	3/8	3/8	4/4	2	1	viio6/V	C	I	V	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
68	68	1/2	1/2	4/4	2	1	V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
68	68	3/4	3/4	4/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
69	69	1/8	1/8	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
69	69	3/8	3/8	4/4	2	1	viio6/V	C	I	V	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
69	69	1/2	1/2	4/4	2	1	V]}	C	I	V	V	V						}	M	0	0	1, 5, 2		1	1
70	70	0	0	4/4	2	1	{	C	I									{		0	0				
70	70	1/2	1/2	4/4	2	1	V7/ii	C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
72	72	0	0	4/4	2	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
73	73	0	0	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	74	1/2	1/2	4/4	2	1	I[I}{	C	I	I	I	I						}{	M	0	0	0, 4, 1		0	0
75	75	0	0	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
75	75	1/2	1/2	4/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
76	76	0	0	4/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
76	76	1/2	1/2	4/4	2	1	I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
76	76	7/8	7/8	4/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
77	77	0	0	4/4	2	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
77	77	3/8	3/8	4/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
77	77	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
77	77	7/8	7/8	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
78	78	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
78	78	3/8	3/8	4/4	2	1	V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
78	78	1/2	1/2	4/4	2	1	V}	C	I		V	V						}	M	0	0	1, 5, 2		1	1
78	78	3/4	3/4	4/4	2	1	I6{	C	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
79	79	0	0	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
79	79	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
79	79	3/4	3/4	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
80	80	0	0	4/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
80	80	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
80	80	7/8	7/8	4/4	2	1	V65/ii	C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
81	81	0	0	4/4	2	1	II	C	I		II	II							M	0	0	2, 6, 3		2	2
81	81	3/8	3/8	4/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
81	81	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
81	81	7/8	7/8	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
82	82	0	0	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
82	82	1/2	1/2	4/4	2	1	iii6	C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
83	83	0	0	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
83	83	1/2	1/2	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
84	84	0	0	4/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
84	84	1/2	1/2	4/4	2	1	V[I6	C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
84	84	3/4	3/4	4/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	85	0	0	4/4	2	1	I	C	I	V	I	I							M	0	0	0, 4, 1		0	0
85	85	1/4	1/4	4/4	2	1	V7]	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	85	1/2	1/2	4/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
85	85	7/8	7/8	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
86	86	0	0	4/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
86	86	1/8	1/8	4/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
86	86	5/16	5/16	4/4	2	1	{	C	I									{		0	0				
86	86	1/2	1/2	4/4	2	1	ii65	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
86	86	3/4	3/4	4/4	2	1	I64	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
87	87	0	0	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
87	87	1/4	1/4	4/4	2	1	I64	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
87	87	1/2	1/2	4/4	2	1	ii65	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
87	87	3/4	3/4	4/4	2	1	I64	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
88	88	0	0	4/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
88	88	1/4	1/4	4/4	2	1	I64	C	I		I64	I		64					M	0	0	1, 0, 4		0	1
88	88	1/2	1/2	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
89	89	1/2	1/2	4/4	2	1	ii65	C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
91	91	0	0	4/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
91	91	1/2	1/2	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	92	0	0	4/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
92	92	1/2	1/2	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
93	93	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
93	93	1/2	1/2	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
93	93	3/4	3/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
94	94	0	0	4/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
94	94	1/2	1/2	4/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
95	95	0	0	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
95	95	1/2	1/2	4/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
95	95	3/4	3/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
96	96	0	0	4/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
97	97	0	0	4/4	2	1	ii	C	I		ii	ii							m	0	0	2, -1, 3		2	2
97	97	1/2	1/2	4/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
97	97	3/4	3/4	4/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
98	98	0	0	4/4	2	1	I(49)}	C	I		I(49)	I			49			}	M	0	0	0, -1, 1	2	0	0
98	98	1/2	1/2	4/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
