mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	2	1	f.i{	f	i		i		i						{	m	1	1	0, -3, 1		0	0
2	2	0	0	6/8	2	1	ii%65	f	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	3	0	0	6/8	2	1	V	f	i		V		V							M	1	1	1, 5, 2		1	1
3	3	5/8	5/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	0	0	6/8	2	1	VI(64)	f	i		VI(64)		VI			64				M	1	1	-4, 2, -1		-4	-4
4	4	3/8	3/8	6/8	2	1	VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
4	4	5/8	5/8	6/8	2	1	Ger6	f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
5	5	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
5	5	3/8	3/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	0	0	6/8	2	1	VI(64)	f	i		VI(64)		VI			64				M	1	1	-4, 2, -1		-4	-4
6	6	3/8	3/8	6/8	2	1	VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
6	6	5/8	5/8	6/8	2	1	Ger6	f	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
7	7	0	0	6/8	2	1	V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
7	7	3/8	3/8	6/8	2	1	V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	0	0	6/8	2	1	i(9#74)}	f	i		i(9#74)		i			9#74			}	m	1	1	0, -1, 1	2, 5	0	0
8	8	3/8	3/8	6/8	2	1	i	f	i		i		i							m	1	1	0, -3, 1		0	0
9	9	0	0	6/8	2	1	III.I64{	f	III		I64		I		64				{	M	1	0	1, 0, 4		0	1
9	9	3/8	3/8	6/8	2	1	V	f	III		V		V							M	1	0	1, 5, 2		1	1
10	10	0	0	6/8	2	1	V	f	III		V		V							M	1	0	1, 5, 2		1	1
10	10	3/8	3/8	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
11	11	0	0	6/8	2	1	IV6	f	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
11	11	1/4	1/4	6/8	2	1	I64	f	III		I64		I		64					M	1	0	1, 0, 4		0	1
11	11	3/8	3/8	6/8	2	1	V6/V	f	III		V6/V		V		6		V			M	1	0	6, 3, 2		2	6
12	12	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
12	12	3/8	3/8	6/8	2	1	V	f	III		V		V							M	1	0	1, 5, 2		1	1
13	13	0	0	6/8	2	1	Ger6	f	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
14	14	0	0	6/8	2	1	V	f	III		V		V							M	1	0	1, 5, 2		1	1
15	15	0	0	6/8	2	1	viio7/V	f	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
16	16	0	0	6/8	2	1	V2	f	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
17	17	0	0	6/8	2	1	I6	f	III		I6		I		6					M	1	0	4, 1, 0		0	4
17	17	3/8	3/8	6/8	2	1	IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
18	18	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
18	18	3/8	3/8	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
19	19	0	0	6/8	2	1	vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
19	19	3/8	3/8	6/8	2	1	IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
20	20	0	0	6/8	2	1	V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
20	20	3/8	3/8	6/8	2	1	V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
